Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
CHZ;202305291320;24.50;0.00;10.00;838.00;35.90;8.40;51.00;20.90;41.00;964.10;1013.90;1016.40;-;-;-;-;-;-;-;-
CHA;202305291320;15.40;0.00;10.00;907.00;52.50;5.70;45.00;30.20;41.40;841.90;-;1020.50;1514.30;-;-;-;-;-;-;-
CHM;202305291320;19.00;0.00;10.00;880.00;37.20;4.10;97.00;18.70;36.00;888.80;-;1018.70;1519.00;-;-;-;-;-;-;-
CHU;202305291320;25.10;0.00;10.00;842.00;35.80;8.90;51.00;26.30;44.60;949.90;1011.70;1015.20;-;-;-;-;-;-;-;-
CHD;202305291320;20.40;0.00;0.00;312.00;47.20;8.80;336.00;16.90;28.80;898.50;-;1016.50;1505.80;-;-;-;-;-;-;-
CIM;202305291320;15.40;0.00;10.00;895.00;69.20;9.80;164.00;6.80;14.40;835.00;-;1020.50;1510.80;-;-;-;-;-;-;-
CDM;202305291320;17.60;0.00;-;-;63.10;10.50;271.00;5.00;10.40;-;-;-;-;-;-;-;-;-;-;-
GSB;202305291320;7.30;0.00;5.00;554.00;67.40;1.70;286.00;11.90;23.00;755.50;-;1022.90;-;3112.00;-;-;-;-;-;-
COY;202305291320;22.20;0.00;-;-;37.50;7.00;61.00;25.60;38.90;-;-;-;-;-;-;-;-;-;-;-
CMA;202305291320;6.10;-;8.00;676.00;76.60;2.30;5.00;23.40;33.10;755.80;-;1022.80;-;3109.10;-;-;-;-;-;-
CRM;202305291320;24.20;0.00;10.00;856.00;37.80;8.90;67.00;20.20;31.30;964.80;1013.30;1015.60;-;-;-;-;-;-;-;-
DAV;202305291320;17.40;0.00;9.00;815.00;40.90;4.00;360.00;14.40;26.30;840.70;-;1019.10;1501.40;-;-;-;-;-;-;-
DEM;202305291320;24.90;0.00;10.00;844.00;35.40;8.60;39.00;13.70;32.00;964.80;1014.10;1016.70;-;-;-;-;-;-;-;-
DIS;202305291320;20.00;0.00;7.00;740.00;33.70;3.50;61.00;9.00;16.60;881.20;-;1017.60;1508.40;-;-;-;-;-;-;-
EBK;202305291320;22.90;0.00;10.00;850.00;37.60;7.70;14.00;18.40;29.90;944.40;-;1017.40;1532.90;-;-;-;-;-;-;-
EGH;202305291320;6.10;-;1.00;423.00;59.80;-1.10;170.00;6.80;18.70;718.90;-;1024.20;-;3111.20;-;-;-;-;-;-
EGO;202305291320;23.60;0.00;10.00;838.00;35.70;7.50;72.00;26.60;37.40;955.30;1013.80;1016.70;-;-;-;-;-;-;-;-
EIN;202305291320;20.10;0.00;10.00;841.00;47.90;8.70;26.00;18.00;26.30;913.00;-;1018.20;1524.40;-;-;-;-;-;-;-
ELM;202305291320;21.10;0.00;4.00;567.00;43.20;8.10;355.00;12.60;22.00;906.90;-;1017.20;1516.30;-;-;-;-;-;-;-
ENG;202305291320;19.80;0.00;6.00;741.00;48.80;8.70;243.00;12.20;24.50;899.30;-;1018.30;1520.50;-;-;-;-;-;-;-
EVI;202305291320;24.10;0.00;9.00;823.00;46.10;11.80;336.00;19.40;32.80;957.60;1011.60;1014.30;-;-;-;-;-;-;-;-
EVO;202305291320;15.40;0.00;8.00;973.00;56.40;6.80;252.00;7.20;14.40;817.50;-;1019.80;1496.70;-;-;-;-;-;-;-
FAH;202305291320;22.20;0.00;10.00;913.00;43.50;9.20;66.00;16.20;31.70;947.90;1014.90;1018.00;-;-;-;-;-;-;-;-
FLU;202305291320;19.30;0.00;-;-;47.60;7.90;1.00;19.10;34.60;-;-;-;-;-;-;-;-;-;-;-
GRA;202305291320;23.50;0.00;10.00;859.00;38.70;8.60;38.00;27.70;47.50;939.90;-;1015.90;1521.40;-;-;-;-;-;-;-
FRU;202305291320;23.30;0.00;10.00;864.00;41.50;9.50;56.00;18.40;35.60;-;-;-;-;-;-;-;-;-;-;-
GVE;202305291320;25.30;0.00;10.00;849.00;35.40;8.90;41.00;25.60;37.40;966.00;1012.20;1014.60;-;-;-;-;-;-;-;-
GES;202305291320;23.20;0.00;-;-;46.20;11.00;194.00;11.50;17.60;-;-;-;-;-;-;-;-;-;-;-
GIH;202305291320;24.50;0.00;10.00;818.00;45.50;12.00;52.00;9.70;19.80;960.60;1013.50;1016.20;-;-;-;-;-;-;-;-
GLA;202305291320;25.00;0.00;10.00;856.00;34.90;8.40;331.00;21.60;40.30;954.90;1012.60;1015.70;-;-;-;-;-;-;-;-
GOR;202305291320;4.60;-;10.00;1092.00;53.40;-4.00;115.00;13.00;25.60;697.90;-;1024.80;-;3106.90;-;-;-;-;-;-
GRE;202305291320;24.60;0.00;10.00;855.00;35.70;8.40;80.00;24.80;36.70;965.40;1013.60;1016.00;-;-;-;-;-;-;-;-
GRH;202305291320;10.90;0.00;1.00;398.00;69.20;5.50;2.00;13.70;20.90;805.70;-;1021.70;1512.30;-;-;-;-;-;-;-
GRO;202305291320;23.10;0.00;0.00;395.00;53.90;13.30;176.00;7.60;11.50;976.90;1013.80;1015.30;-;-;-;-;-;-;-;-
GRC;202305291320;17.30;0.00;5.00;499.00;33.80;1.20;-;-;-;839.00;-;1018.40;1494.40;-;-;-;-;-;-;-
GOS;202305291320;19.90;0.00;-;-;48.80;8.80;4.00;15.10;27.40;907.70;-;1017.20;1514.10;-;-;-;-;-;-;-
GOE;202305291320;24.90;0.00;10.00;856.00;33.30;7.70;61.00;17.60;31.30;971.30;1014.30;1016.50;-;-;-;-;-;-;-;-
GUE;202305291320;8.70;0.00;3.00;529.00;83.20;6.00;344.00;14.00;19.10;774.30;-;1022.40;1508.00;-;-;-;-;-;-;-
GUT;202305291320;24.10;0.00;10.00;826.00;33.80;7.20;37.00;16.20;26.30;965.10;1014.70;1017.10;-;-;-;-;-;-;-;-
HLL;202305291320;24.50;0.00;10.00;853.00;33.20;7.30;55.00;19.10;33.10;967.60;1014.80;1017.20;-;-;-;-;-;-;-;-
HOE;202305291320;19.20;0.00;10.00;864.00;55.00;9.90;59.00;12.60;32.40;889.90;-;1019.60;1527.00;-;-;-;-;-;-;-
ILZ;202305291320;24.60;0.00;10.00;863.00;30.90;6.30;-;-;-;934.00;-;1015.30;1518.00;-;-;-;-;-;-;-
INT;202305291320;24.20;0.00;10.00;866.00;39.00;9.40;55.00;11.90;17.60;947.80;1012.10;1015.50;-;-;-;-;-;-;-;-
JUN;202305291320;-1.60;-;10.00;1034.00;89.10;-3.20;145.00;10.80;13.70;660.60;-;1026.70;-;3111.70;-;-;-;-;-;-
KOP;202305291320;24.70;0.00;10.00;866.00;32.30;7.00;56.00;25.60;37.40;959.40;1013.70;1016.60;-;-;-;-;-;-;-;-
BRL;202305291320;20.50;0.00;10.00;834.00;42.30;7.30;66.00;22.30;37.80;897.80;-;1018.30;1521.30;-;-;-;-;-;-;-
CDF;202305291320;20.30;0.00;10.00;880.00;44.00;7.70;53.00;18.00;30.60;901.30;-;1018.30;1521.80;-;-;-;-;-;-;-
DOL;202305291320;15.20;0.00;10.00;916.00;40.80;2.00;72.00;19.80;31.30;833.50;-;1019.80;1504.40;-;-;-;-;-;-;-
LAC;202305291320;24.00;0.00;-;-;39.40;9.40;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291320;22.10;0.00;10.00;850.00;39.80;7.80;115.00;14.40;28.80;930.80;-;1017.40;1527.20;-;-;-;-;-;-;-
MLS;202305291320;13.40;0.00;10.00;904.00;64.90;6.90;3.00;17.30;41.00;803.70;-;1021.00;1501.20;-;-;-;-;-;-;-
LEI;202305291320;25.00;0.00;10.00;849.00;34.00;8.10;76.00;14.80;32.40;976.20;1014.90;1016.80;-;-;-;-;-;-;-;-
ATT;202305291320;5.30;-;0.00;214.00;82.50;2.60;353.00;2.20;6.10;732.70;-;1023.30;-;3107.10;-;-;-;-;-;-
CHB;202305291320;19.30;0.00;-;-;35.00;3.50;47.00;30.20;44.30;897.90;-;1017.80;1515.20;-;-;-;-;-;-;-
DIA;202305291320;5.60;-;10.00;961.00;77.50;2.00;41.00;2.20;6.50;712.40;-;1024.20;-;3108.50;-;-;-;-;-;-
MAR;202305291320;21.50;0.00;-;-;52.50;11.40;87.00;6.80;19.40;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291320;22.90;0.00;10.00;850.00;54.70;13.30;249.00;8.30;15.50;971.60;1014.00;1015.80;-;-;-;-;-;-;-;-
LUG;202305291320;23.00;0.00;10.00;824.00;54.90;13.50;191.00;9.70;20.90;980.10;1014.40;1015.80;-;-;-;-;-;-;-;-
LUZ;202305291320;24.30;0.00;10.00;831.00;38.70;9.40;22.00;16.20;27.00;962.70;1013.80;1016.40;-;-;-;-;-;-;-;-
LAE;202305291320;19.20;-;10.00;863.00;36.30;3.90;21.00;25.20;40.00;920.40;-;1018.30;1524.80;-;-;-;-;-;-;-
MAG;202305291320;23.90;0.00;10.00;623.00;58.50;15.30;238.00;15.10;22.70;990.70;1014.10;1015.10;-;-;-;-;-;-;-;-
MAS;202305291320;22.80;0.00;-;-;38.80;8.10;23.00;23.40;36.00;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291320;24.90;0.00;10.00;890.00;34.40;8.10;42.00;27.70;45.00;963.90;1012.80;1015.30;-;-;-;-;-;-;-;-
MTR;202305291320;10.20;-;6.00;591.00;75.70;6.10;198.00;4.00;11.50;783.70;-;1022.40;1508.60;-;-;-;-;-;-;-
MER;202305291320;23.40;0.00;10.00;913.00;40.50;9.20;328.00;28.80;44.60;946.70;1012.40;1015.70;-;-;-;-;-;-;-;-
MOB;202305291320;21.70;0.00;-;-;43.70;8.80;321.00;13.70;20.20;918.10;-;1015.20;1504.00;-;-;-;-;-;-;-
MVE;202305291320;19.40;0.00;10.00;957.00;39.50;5.30;241.00;13.00;24.10;857.10;-;1017.50;1495.90;-;-;-;-;-;-;-
GEN;202305291320;12.20;0.00;0.00;282.00;84.30;9.60;258.00;2.20;9.70;841.60;-;1020.80;1517.90;-;-;-;-;-;-;-
MRP;202305291320;6.20;-;8.00;1005.00;48.00;-4.00;138.00;5.40;8.30;719.00;-;1023.60;-;3106.30;-;-;-;-;-;-
MOA;202305291320;24.80;0.00;10.00;857.00;35.20;8.40;29.00;17.30;30.60;963.20;1014.10;1016.70;-;-;-;-;-;-;-;-
MTE;202305291320;17.00;0.00;1.00;274.00;38.30;2.70;335.00;5.00;10.10;841.50;-;1018.30;1495.00;-;-;-;-;-;-;-
MOE;202305291320;24.90;0.00;10.00;827.00;33.80;7.90;105.00;15.10;34.20;976.10;1014.90;1016.80;-;-;-;-;-;-;-;-
MUB;202305291320;23.70;0.00;10.00;880.00;38.90;8.90;53.00;18.70;38.90;959.20;1013.20;1015.80;-;-;-;-;-;-;-;-
NAS;202305291320;10.00;-;8.00;860.00;48.50;-0.40;358.00;16.90;24.10;765.10;-;1022.10;-;3114.90;-;-;-;-;-;-
NAP;202305291320;17.80;0.00;10.00;872.00;52.50;8.00;356.00;10.80;27.00;861.30;-;1020.00;1518.30;-;-;-;-;-;-;-
NEU;202305291320;24.90;0.00;10.00;866.00;26.10;4.10;73.00;26.30;41.80;958.80;1013.00;1015.90;-;-;-;-;-;-;-;-
CGI;202305291320;24.80;0.00;10.00;866.00;33.30;7.60;46.00;28.80;41.40;960.60;1012.00;1014.70;-;-;-;-;-;-;-;-
OBR;202305291320;25.00;0.00;-;-;35.30;8.60;357.00;22.70;35.60;967.70;1013.70;1016.10;-;-;-;-;-;-;-;-
AEG;202305291320;-;-;-;-;-;-;27.00;12.60;28.80;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291320;21.70;0.00;10.00;837.00;40.50;7.70;23.00;31.00;42.50;920.40;-;1016.40;1514.60;-;-;-;-;-;-;-
BEH;202305291320;10.80;0.00;10.00;972.00;57.30;2.70;161.00;16.20;26.60;776.90;-;1022.40;1503.60;-;-;-;-;-;-;-
PAY;202305291320;24.40;0.00;10.00;866.00;35.10;8.00;38.00;20.20;40.00;957.90;1012.70;1015.60;-;-;-;-;-;-;-;-
PIL;202305291320;10.50;0.00;9.00;868.00;68.40;4.90;28.00;23.00;37.40;792.00;-;1022.20;1510.40;-;-;-;-;-;-;-
PIO;202305291320;19.10;0.00;6.00;730.00;54.70;9.80;97.00;19.10;25.60;903.30;-;1017.20;1510.90;-;-;-;-;-;-;-
COV;202305291320;0.70;0.00;6.00;790.00;76.80;-2.90;4.00;5.00;11.50;683.40;-;1025.60;-;3109.00;-;-;-;-;-;-
PMA;202305291320;4.90;0.00;0.00;224.00;75.70;1.00;311.00;10.80;16.90;738.80;-;1023.30;-;3107.80;-;-;-;-;-;-
PLF;202305291320;19.10;0.00;10.00;879.00;46.10;7.30;40.00;22.30;40.00;898.20;-;1017.90;1515.70;-;-;-;-;-;-;-
ROB;202305291320;18.90;0.00;10.00;1006.00;53.30;9.20;221.00;5.80;11.50;894.50;-;1018.10;1515.90;-;-;-;-;-;-;-
PUY;202305291320;25.00;0.00;10.00;840.00;36.60;9.10;26.00;14.40;31.30;960.80;1011.80;1014.50;-;-;-;-;-;-;-;-
QUI;202305291320;-;-;-;-;-;-;224.00;1.80;2.50;965.90;-;1015.50;-;-;-;-;-;-;-;-
ROE;202305291320;11.80;0.00;1.00;464.00;63.20;5.00;161.00;9.40;14.80;811.90;-;1021.30;1510.50;-;-;-;-;-;-;-
RUE;202305291320;23.00;0.00;10.00;864.00;33.00;5.90;47.00;20.50;35.30;946.00;-;1017.70;1536.40;-;-;-;-;-;-;-
SBE;202305291320;14.60;0.00;10.00;1061.00;61.70;7.30;155.00;7.20;14.80;837.30;-;1020.50;1512.50;-;-;-;-;-;-;-
HAI;202305291320;23.30;0.00;10.00;851.00;31.40;5.40;45.00;20.50;30.60;934.80;-;1018.70;1542.20;-;-;-;-;-;-;-
SAM;202305291320;14.70;0.00;1.00;483.00;54.50;5.60;211.00;18.40;24.80;829.00;-;1019.20;1497.60;-;-;-;-;-;-;-
SAG;202305291320;21.90;0.00;-;-;41.60;8.30;45.00;13.00;28.10;925.70;-;1017.50;1526.00;-;-;-;-;-;-;-
SHA;202305291320;24.60;0.00;10.00;824.00;29.20;5.50;49.00;22.70;39.20;965.50;1014.90;1017.40;-;-;-;-;-;-;-;-
SRS;202305291320;23.60;0.00;-;-;42.70;10.20;273.00;18.70;32.80;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291320;-;-;-;-;-;-;74.00;17.60;30.20;967.90;-;1016.10;-;-;-;-;-;-;-;-
SPF;202305291320;22.20;0.00;10.00;873.00;38.40;7.40;38.00;23.80;37.10;930.90;-;1017.60;1529.00;-;-;-;-;-;-;-
SCU;202305291320;19.70;0.00;7.00;682.00;31.70;2.40;100.00;9.00;14.40;869.60;-;1017.40;1501.40;-;-;-;-;-;-;-
SIA;202305291320;12.70;0.00;2.00;489.00;66.30;6.60;250.00;22.70;32.80;820.30;-;1020.30;1504.90;-;-;-;-;-;-;-
SIM;202305291320;15.90;0.00;10.00;966.00;62.20;8.70;153.00;12.20;22.70;853.70;-;1019.40;1510.00;-;-;-;-;-;-;-
SIO;202305291320;27.00;0.00;10.00;930.00;34.70;10.10;250.00;27.40;41.80;956.00;1009.40;1012.70;-;-;-;-;-;-;-;-
PRE;202305291320;-;-;-;-;-;-;26.00;26.30;46.10;-;-;-;-;-;-;-;-;-;-;-
STC;202305291320;-;-;10.00;955.00;-;-;-;-;-;-;-;-;-;-;98.00;24.50;40.70;21.60;25.40;1.00
STG;202305291320;21.70;0.00;10.00;831.00;41.30;8.00;20.00;16.60;30.20;928.00;-;1018.30;1532.80;-;-;-;-;-;-;-
SMM;202305291320;17.90;0.00;0.00;295.00;45.30;5.90;32.00;12.60;22.00;861.60;-;1018.10;1503.00;-;-;-;-;-;-;-
SBO;202305291320;23.00;0.00;10.00;792.00;50.60;12.20;21.00;4.30;11.90;974.30;1014.40;1016.10;-;-;-;-;-;-;-;-
STK;202305291320;-;-;-;-;-;-;53.00;20.90;33.50;970.10;-;1017.20;-;-;-;-;-;-;-;-
SAE;202305291320;4.80;0.00;3.00;615.00;90.60;3.40;36.00;15.80;28.40;755.70;-;1023.90;-;3115.00;-;-;-;-;-;-
THU;202305291320;24.10;0.00;10.00;858.00;40.00;9.70;59.00;13.30;23.00;949.00;1012.50;1015.90;-;-;-;-;-;-;-;-
TIT;202305291320;1.70;-;0.00;501.00;83.20;-0.80;142.00;10.80;17.60;701.30;-;1025.30;-;3112.80;-;-;-;-;-;-
UEB;202305291320;-;-;10.00;852.00;-;-;-;-;-;-;-;-;-;-;74.00;28.10;39.20;18.10;38.00;3.60
ULR;202305291320;20.10;0.00;10.00;909.00;34.30;3.90;51.00;10.80;18.40;865.70;-;1018.00;1505.00;-;-;-;-;-;-;-
VAD;202305291320;25.30;0.00;10.00;841.00;36.90;9.50;344.00;15.10;33.50;962.00;1013.20;1016.00;-;-;-;-;-;-;-;-
VAB;202305291320;15.10;0.00;10.00;923.00;53.00;5.60;349.00;28.80;41.40;843.80;-;1019.50;1507.20;-;-;-;-;-;-;-
VLS;202305291320;20.20;0.00;9.00;905.00;38.70;5.70;21.00;7.20;18.70;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291320;23.50;0.00;10.00;814.00;51.20;12.80;216.00;9.00;19.10;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291320;18.30;0.00;10.00;1035.00;58.70;10.10;222.00;11.90;23.80;893.70;-;1018.50;1517.70;-;-;-;-;-;-;-
VIT;202305291320;21.60;0.00;-;-;41.10;7.80;41.00;27.40;41.00;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291320;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
WFJ;202305291320;5.30;0.00;10.00;1025.00;77.30;1.70;349.00;28.80;36.70;738.50;-;1023.50;-;3109.50;-;-;-;-;-;-
WYN;202305291320;24.90;0.00;10.00;849.00;30.20;6.20;65.00;23.00;32.80;966.50;1014.10;1016.50;-;-;-;-;-;-;-;-
WAE;202305291320;24.60;0.00;10.00;847.00;37.30;9.10;62.00;15.50;24.10;959.30;1013.70;1016.60;-;-;-;-;-;-;-;-
PSI;202305291320;26.60;0.00;10.00;849.00;28.60;6.90;-;-;-;977.20;1014.90;1017.00;-;-;66.00;20.90;34.90;24.30;29.60;-
ZER;202305291320;17.50;0.00;10.00;1020.00;31.90;0.60;53.00;9.00;15.50;835.50;-;1018.30;1492.30;-;-;-;-;-;-;-
REH;202305291320;24.50;0.00;10.00;851.00;31.90;6.70;49.00;13.70;27.00;964.50;1014.50;1017.00;-;-;-;-;-;-;-;-
SMA;202305291320;24.00;0.00;10.00;849.00;30.10;5.40;58.00;20.50;37.10;951.80;1014.00;1017.20;-;-;-;-;-;21.10;34.80;5.00
KLO;202305291320;24.50;0.00;10.00;856.00;32.70;7.10;35.00;22.70;39.60;966.50;1014.60;1017.00;-;-;-;-;-;-;-;-
PFA;202305291320;23.50;0.00;10.00;849.00;37.40;8.10;35.00;22.30;38.50;953.90;1014.10;1017.10;-;-;-;-;-;-;-;-
