Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
CDF;202305291210;19.90;0.00;10.00;949.00;40.70;6.20;60.00;15.80;31.30;901.40;-;1018.40;1522.00;-;-;-;-;-;-;-
DOL;202305291210;15.80;0.00;10.00;984.00;35.90;0.70;81.00;16.20;29.90;833.60;-;1019.90;1505.00;-;-;-;-;-;-;-
LAC;202305291210;23.50;0.00;-;-;42.20;9.90;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291210;21.40;0.00;10.00;920.00;41.90;7.90;109.00;11.50;23.00;930.80;-;1017.40;1525.20;-;-;-;-;-;-;-
MLS;202305291210;12.80;0.00;10.00;980.00;73.70;8.20;42.00;9.00;25.60;803.70;-;1021.00;1502.20;-;-;-;-;-;-;-
LEI;202305291210;24.70;0.00;10.00;930.00;35.50;8.40;76.00;13.00;33.10;976.20;1014.90;1016.80;-;-;-;-;-;-;-;-
ATT;202305291210;4.80;-;1.00;494.00;85.00;2.50;221.00;2.50;5.80;732.60;-;1023.20;-;3105.30;-;-;-;-;-;-
CHB;202305291210;18.90;0.00;-;-;35.00;3.10;46.00;26.30;42.50;898.20;-;1018.20;1517.40;-;-;-;-;-;-;-
DIA;202305291210;5.70;-;10.00;1101.00;69.90;0.60;55.00;4.00;9.40;712.30;-;1024.10;-;3107.40;-;-;-;-;-;-
MAR;202305291210;20.60;0.00;-;-;56.10;11.50;93.00;7.20;20.90;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291210;21.30;0.00;10.00;926.00;54.20;11.70;260.00;7.90;15.80;972.20;1014.90;1016.50;-;-;-;-;-;-;-;-
LUG;202305291210;21.90;0.00;10.00;907.00;59.20;13.60;192.00;4.70;10.10;980.70;1015.20;1016.40;-;-;-;-;-;-;-;-
LUZ;202305291210;23.90;0.00;10.00;917.00;37.00;8.30;32.00;13.70;25.90;962.80;1014.00;1016.50;-;-;-;-;-;-;-;-
LAE;202305291210;18.80;-;10.00;951.00;40.00;4.90;25.00;23.00;41.00;920.40;-;1018.30;1523.80;-;-;-;-;-;-;-
MAG;202305291210;23.50;0.00;10.00;920.00;58.00;14.80;272.00;15.10;24.50;991.30;1014.80;1015.70;-;-;-;-;-;-;-;-
MAS;202305291210;22.30;0.00;-;-;44.30;9.60;9.00;23.40;37.80;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291210;24.30;0.00;10.00;972.00;34.70;7.70;40.00;31.70;45.40;964.20;1013.20;1015.60;-;-;-;-;-;-;-;-
MTR;202305291210;8.50;-;0.00;249.00;85.10;6.10;81.00;4.00;10.80;783.70;-;1022.40;1512.90;-;-;-;-;-;-;-
MER;202305291210;22.50;0.00;10.00;907.00;43.30;9.40;342.00;29.20;59.00;946.50;1012.40;1015.50;-;-;-;-;-;-;-;-
MOB;202305291210;20.90;0.00;-;-;45.80;8.80;7.00;11.90;18.70;918.10;-;1015.20;1502.00;-;-;-;-;-;-;-
MVE;202305291210;19.00;0.00;10.00;1012.00;45.90;7.10;229.00;9.00;17.60;857.30;-;1017.70;1497.80;-;-;-;-;-;-;-
GEN;202305291210;13.30;0.00;8.00;963.00;81.60;10.20;160.00;5.40;13.70;841.70;-;1021.00;1518.50;-;-;-;-;-;-;-
MRP;202305291210;6.10;-;6.00;1181.00;50.10;-3.50;139.00;5.40;7.90;719.00;-;1023.60;-;3106.20;-;-;-;-;-;-
MOA;202305291210;24.30;0.00;10.00;896.00;36.70;8.60;39.00;23.80;39.20;963.30;1014.30;1016.80;-;-;-;-;-;-;-;-
MTE;202305291210;16.60;0.00;0.00;349.00;42.60;3.80;358.00;6.50;13.70;841.60;-;1018.40;1496.10;-;-;-;-;-;-;-
MOE;202305291210;24.60;0.00;10.00;907.00;33.50;7.50;89.00;15.10;27.70;976.10;1015.00;1016.80;-;-;-;-;-;-;-;-
MUB;202305291210;23.30;0.00;10.00;955.00;40.50;9.10;358.00;15.10;35.60;959.50;1013.60;1016.10;-;-;-;-;-;-;-;-
NAS;202305291210;8.40;-;1.00;447.00;52.80;-0.70;341.00;14.80;23.40;765.10;-;1022.10;-;3110.60;-;-;-;-;-;-
NAP;202305291210;15.90;0.00;10.00;959.00;55.50;7.00;341.00;15.50;35.60;861.10;-;1019.80;1515.60;-;-;-;-;-;-;-
NEU;202305291210;24.80;0.00;10.00;939.00;32.40;7.20;77.00;25.60;43.20;959.10;1013.30;1016.20;-;-;-;-;-;-;-;-
CGI;202305291210;24.80;0.00;10.00;931.00;33.50;7.70;53.00;23.00;36.00;961.00;1012.40;1015.10;-;-;-;-;-;-;-;-
OBR;202305291210;24.50;0.00;-;-;38.70;9.50;358.00;19.10;34.90;967.80;1013.90;1016.20;-;-;-;-;-;-;-;-
AEG;202305291210;-;-;-;-;-;-;63.00;10.80;29.20;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291210;21.70;0.00;10.00;929.00;43.70;8.80;14.00;25.60;37.10;920.50;-;1016.50;1515.60;-;-;-;-;-;-;-
BEH;202305291210;9.30;0.00;6.00;805.00;66.80;3.50;141.00;17.60;25.60;776.90;-;1022.40;1507.70;-;-;-;-;-;-;-
PAY;202305291210;23.40;0.00;10.00;929.00;38.80;8.60;42.00;21.20;34.90;958.20;1013.20;1015.90;-;-;-;-;-;-;-;-
PIL;202305291210;10.50;0.00;10.00;967.00;70.30;5.30;35.00;19.80;33.10;791.80;-;1021.90;1508.30;-;-;-;-;-;-;-
PIO;202305291210;19.80;0.00;10.00;1047.00;55.10;10.50;89.00;20.20;27.70;903.50;-;1017.40;1514.10;-;-;-;-;-;-;-
COV;202305291210;1.40;0.00;1.00;792.00;77.50;-2.10;39.00;8.60;13.70;683.20;-;1025.30;-;3106.20;-;-;-;-;-;-
PMA;202305291210;4.70;0.00;0.00;418.00;76.20;0.90;307.00;6.80;13.00;738.60;-;1023.10;-;3105.30;-;-;-;-;-;-
PLF;202305291210;19.20;0.00;10.00;957.00;45.80;7.20;36.00;16.60;29.50;898.20;-;1017.90;1515.80;-;-;-;-;-;-;-
ROB;202305291210;16.10;0.00;0.00;292.00;66.30;9.80;226.00;8.60;13.30;894.80;-;1018.50;1514.30;-;-;-;-;-;-;-
PUY;202305291210;23.40;0.00;10.00;899.00;43.90;10.40;84.00;10.40;24.10;961.20;1012.50;1015.00;-;-;-;-;-;-;-;-
QUI;202305291210;-;-;-;-;-;-;116.00;2.50;4.00;966.30;-;1015.90;-;-;-;-;-;-;-;-
ROE;202305291210;11.20;0.00;0.00;485.00;65.00;4.90;152.00;9.00;14.40;811.90;-;1021.30;1511.30;-;-;-;-;-;-;-
RUE;202305291210;22.40;0.00;10.00;923.00;38.40;7.50;50.00;18.00;28.10;946.00;-;1017.70;1534.40;-;-;-;-;-;-;-
SBE;202305291210;14.90;0.00;10.00;1137.00;58.70;6.90;159.00;10.40;17.60;837.10;-;1020.30;1510.30;-;-;-;-;-;-;-
HAI;202305291210;22.40;0.00;10.00;928.00;34.20;5.90;45.00;23.80;40.00;934.80;-;1018.70;1539.50;-;-;-;-;-;-;-
SAM;202305291210;13.90;0.00;0.00;375.00;55.20;5.10;221.00;13.70;27.00;829.10;-;1019.30;1499.30;-;-;-;-;-;-;-
SAG;202305291210;21.30;0.00;-;-;47.30;9.60;58.00;15.80;31.70;925.70;-;1017.50;1524.40;-;-;-;-;-;-;-
SHA;202305291210;24.50;0.00;10.00;902.00;32.10;6.80;50.00;20.90;38.20;965.50;1014.90;1017.40;-;-;-;-;-;-;-;-
SRS;202305291210;23.10;0.00;-;-;45.20;10.60;271.00;17.30;26.60;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291210;-;-;-;-;-;-;62.00;14.40;29.20;968.10;-;1016.30;-;-;-;-;-;-;-;-
SPF;202305291210;21.30;0.00;10.00;953.00;43.50;8.40;37.00;21.20;31.70;931.10;-;1017.80;1528.30;-;-;-;-;-;-;-
SCU;202305291210;20.70;0.00;10.00;1120.00;38.50;6.10;70.00;11.90;19.40;869.70;-;1017.50;1503.10;-;-;-;-;-;-;-
SIA;202305291210;12.30;0.00;0.00;445.00;63.20;5.50;247.00;22.70;32.40;820.20;-;1020.20;1504.30;-;-;-;-;-;-;-
SIM;202305291210;16.10;0.00;7.00;885.00;59.80;8.30;126.00;19.40;26.60;853.80;-;1019.50;1511.00;-;-;-;-;-;-;-
SIO;202305291210;26.70;0.00;10.00;915.00;32.70;9.00;253.00;22.70;37.10;956.40;1009.80;1013.10;-;-;-;-;-;-;-;-
PRE;202305291210;-;-;-;-;-;-;13.00;25.90;38.90;-;-;-;-;-;-;-;-;-;-;-
STC;202305291210;-;-;10.00;1026.00;-;-;-;-;-;-;-;-;-;-;9.00;5.00;16.60;19.90;45.20;7.70
STG;202305291210;20.80;0.00;10.00;911.00;40.00;6.70;25.00;15.50;28.10;927.90;-;1018.20;1529.40;-;-;-;-;-;-;-
SMM;202305291210;17.00;0.00;1.00;488.00;53.50;7.50;52.00;7.20;10.80;861.90;-;1018.50;1505.60;-;-;-;-;-;-;-
SBO;202305291210;22.60;0.00;10.00;889.00;50.60;11.80;251.00;5.00;11.50;974.80;1015.00;1016.60;-;-;-;-;-;-;-;-
STK;202305291210;-;-;-;-;-;-;53.00;28.10;41.00;970.00;-;1017.10;-;-;-;-;-;-;-;-
SAE;202305291210;4.50;0.00;3.00;714.00;92.10;3.30;38.00;15.80;23.80;755.40;-;1023.50;-;3111.10;-;-;-;-;-;-
THU;202305291210;23.70;0.00;5.00;625.00;38.90;8.90;342.00;14.40;25.20;948.90;1012.50;1015.80;-;-;-;-;-;-;-;-
TIT;202305291210;2.10;-;10.00;1167.00;78.00;-1.30;148.00;14.40;20.90;701.00;-;1024.90;-;3109.40;-;-;-;-;-;-
UEB;202305291210;-;-;10.00;943.00;-;-;-;-;-;-;-;-;-;-;65.00;31.30;45.70;17.40;41.90;4.30
ULR;202305291210;19.40;0.00;10.00;940.00;36.70;4.20;89.00;9.70;19.40;865.70;-;1018.00;1504.60;-;-;-;-;-;-;-
VAD;202305291210;24.60;0.00;10.00;960.00;41.30;10.60;347.00;15.50;33.50;962.10;1013.50;1016.10;-;-;-;-;-;-;-;-
VAB;202305291210;14.70;0.00;10.00;985.00;55.40;5.90;346.00;26.30;34.90;843.80;-;1019.50;1507.30;-;-;-;-;-;-;-
VLS;202305291210;19.20;0.00;5.00;691.00;41.90;6.00;8.00;6.10;15.10;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291210;22.00;0.00;10.00;895.00;50.10;11.10;251.00;10.10;18.70;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291210;16.90;0.00;0.00;380.00;59.10;8.90;242.00;9.70;17.60;893.70;-;1018.50;1515.60;-;-;-;-;-;-;-
VIT;202305291210;21.30;0.00;-;-;42.20;7.90;50.00;22.00;34.20;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291210;27.10;0.00;10.00;1017.00;26.50;6.20;115.00;23.00;36.00;938.80;-;1013.50;1511.90;-;-;-;-;-;-;-
WFJ;202305291210;5.20;0.00;10.00;1055.00;72.60;0.70;351.00;22.30;29.50;738.40;-;1023.30;-;3108.30;-;-;-;-;-;-
WYN;202305291210;24.50;0.00;10.00;958.00;36.20;8.50;76.00;27.00;36.70;966.50;1014.10;1016.50;-;-;-;-;-;-;-;-
WAE;202305291210;23.30;0.00;10.00;932.00;38.50;8.40;98.00;8.30;16.90;959.50;1014.20;1016.80;-;-;-;-;-;-;-;-
PSI;202305291210;25.80;0.00;10.00;924.00;29.30;6.60;-;-;-;977.20;1015.00;1017.00;-;-;73.00;19.40;36.40;23.80;29.90;-
ZER;202305291210;16.20;0.00;1.00;322.00;39.50;2.40;49.00;10.80;17.30;835.60;-;1018.50;1494.00;-;-;-;-;-;-;-
REH;202305291210;23.80;0.00;10.00;923.00;35.90;7.80;49.00;15.50;35.30;964.50;1014.60;1017.00;-;-;-;-;-;-;-;-
SMA;202305291210;23.40;0.00;10.00;921.00;35.20;7.20;51.00;16.90;38.50;951.80;1014.10;1017.20;-;-;-;-;-;20.10;38.60;5.60
KLO;202305291210;24.30;0.00;10.00;949.00;36.60;8.50;49.00;23.80;37.40;966.60;1014.70;1017.10;-;-;-;-;-;-;-;-
PFA;202305291210;22.80;0.00;10.00;937.00;38.80;8.10;49.00;26.60;42.50;954.00;1014.40;1017.20;-;-;-;-;-;-;-;-
