Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
VIT;202305291450;21.90;0.00;-;-;39.60;7.60;36.00;28.10;45.70;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291450;27.20;0.00;10.00;732.00;27.50;6.90;110.00;21.60;37.10;937.90;-;1012.50;1503.90;-;-;-;-;-;-;-
WFJ;202305291450;5.10;0.00;5.00;609.00;82.40;2.40;343.00;32.80;43.90;738.40;-;1023.30;-;3108.10;-;-;-;-;-;-
WYN;202305291450;25.60;0.00;10.00;680.00;26.10;4.70;50.00;24.50;37.40;965.90;1013.30;1015.90;-;-;-;-;-;-;-;-
WAE;202305291450;24.60;0.00;10.00;665.00;36.20;8.60;36.00;26.60;36.00;959.00;1013.40;1016.30;-;-;-;-;-;-;-;-
PSI;202305291450;26.70;0.00;10.00;663.00;25.20;5.20;-;-;-;976.70;1014.40;1016.50;-;-;55.00;20.90;36.00;24.70;25.60;-
ZER;202305291450;17.20;0.00;0.00;244.00;31.60;0.20;45.00;11.20;17.30;835.20;-;1018.00;1489.40;-;-;-;-;-;-;-
REH;202305291450;24.80;0.00;10.00;669.00;27.10;4.60;39.00;14.40;26.60;964.10;1014.00;1016.60;-;-;-;-;-;-;-;-
SMA;202305291450;24.40;0.00;10.00;663.00;32.30;6.80;42.00;12.20;36.70;951.50;1013.60;1016.90;-;-;-;-;-;21.30;32.60;4.20
KLO;202305291450;24.50;0.00;10.00;644.00;31.10;6.30;35.00;21.20;35.30;966.10;1014.20;1016.60;-;-;-;-;-;-;-;-
PFA;202305291450;23.60;0.00;10.00;640.00;33.80;6.70;63.00;23.40;43.60;953.70;1013.90;1016.90;-;-;-;-;-;-;-;-
