Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
CHM;202305291200;18.40;0.00;10.00;959.00;47.60;7.10;84.00;19.40;36.40;888.80;-;1018.70;1518.20;-;-;-;-;-;-;-
CHU;202305291200;23.60;0.00;10.00;925.00;37.50;8.30;39.00;29.50;44.60;950.10;1012.20;1015.40;-;-;-;-;-;-;-;-
CHD;202305291200;21.00;0.00;6.00;677.00;53.60;11.20;218.00;16.20;25.60;898.50;-;1016.50;1506.80;-;-;-;-;-;-;-
CIM;202305291200;15.00;0.00;10.00;1044.00;69.00;9.40;187.00;6.50;14.40;835.10;-;1020.60;1512.10;-;-;-;-;-;-;-
CDM;202305291200;15.00;0.00;-;-;75.80;10.80;202.00;10.80;15.10;-;-;-;-;-;-;-;-;-;-;-
GSB;202305291200;5.90;0.10;0.00;243.00;72.50;1.30;326.00;5.80;15.50;755.50;-;1022.90;-;3108.70;-;-;-;-;-;-
COY;202305291200;21.50;0.00;-;-;39.80;7.30;57.00;23.00;35.30;-;-;-;-;-;-;-;-;-;-;-
CMA;202305291200;6.10;-;10.00;1152.00;67.10;0.50;17.00;20.90;28.80;755.60;-;1022.60;-;3107.00;-;-;-;-;-;-
CRM;202305291200;23.80;0.00;10.00;921.00;40.40;9.50;73.00;19.80;33.50;965.20;1013.70;1016.00;-;-;-;-;-;-;-;-
DAV;202305291200;16.90;0.00;9.00;910.00;39.10;2.90;15.00;13.70;24.10;840.60;-;1019.00;1500.60;-;-;-;-;-;-;-
DEM;202305291200;23.90;0.00;10.00;921.00;34.90;7.50;44.00;21.20;37.10;964.90;1014.40;1016.80;-;-;-;-;-;-;-;-
DIS;202305291200;19.70;0.00;7.00;753.00;36.20;4.30;68.00;10.40;21.60;881.20;-;1017.60;1508.10;-;-;-;-;-;-;-
EBK;202305291200;22.50;0.00;10.00;917.00;39.90;8.20;24.00;12.20;28.40;944.30;-;1017.30;1530.70;-;-;-;-;-;-;-
EGH;202305291200;4.40;-;3.00;601.00;62.00;-2.20;131.00;10.10;23.40;718.80;-;1024.10;-;3108.70;-;-;-;-;-;-
EGO;202305291200;22.60;0.00;10.00;916.00;43.00;9.40;46.00;18.70;27.40;955.40;1014.20;1016.80;-;-;-;-;-;-;-;-
EIN;202305291200;19.20;0.00;10.00;914.00;51.20;8.90;45.00;15.80;27.40;913.10;-;1018.40;1523.40;-;-;-;-;-;-;-
ELM;202305291200;21.00;0.00;10.00;1005.00;47.60;9.50;333.00;13.70;27.70;906.80;-;1017.10;1515.10;-;-;-;-;-;-;-
ENG;202305291200;19.10;0.00;10.00;1005.00;50.70;8.60;284.00;15.10;25.60;899.30;-;1018.30;1519.30;-;-;-;-;-;-;-
EVI;202305291200;23.60;0.00;10.00;950.00;48.90;12.20;332.00;22.30;37.80;958.00;1012.10;1014.70;-;-;-;-;-;-;-;-
EVO;202305291200;14.90;0.00;6.00;757.00;50.20;4.60;263.00;11.50;21.20;817.40;-;1019.70;1496.20;-;-;-;-;-;-;-
FAH;202305291200;21.60;0.00;10.00;997.00;45.50;9.30;60.00;13.70;36.00;948.00;1015.20;1018.10;-;-;-;-;-;-;-;-
FLU;202305291200;18.00;0.00;-;-;53.40;8.40;356.00;20.20;33.50;-;-;-;-;-;-;-;-;-;-;-
GRA;202305291200;22.40;0.00;10.00;986.00;41.50;8.70;31.00;30.20;47.20;940.20;-;1016.20;1520.60;-;-;-;-;-;-;-
FRU;202305291200;22.60;0.00;10.00;931.00;46.70;10.60;61.00;16.90;33.10;-;-;-;-;-;-;-;-;-;-;-
GVE;202305291200;24.20;0.00;10.00;911.00;37.50;8.80;31.00;20.50;33.50;966.60;1013.00;1015.20;-;-;-;-;-;-;-;-
GES;202305291200;20.30;0.00;-;-;55.20;11.00;169.00;6.50;11.50;-;-;-;-;-;-;-;-;-;-;-
GIH;202305291200;23.80;0.00;10.00;883.00;47.30;11.90;60.00;9.00;19.80;960.90;1013.90;1016.50;-;-;-;-;-;-;-;-
GLA;202305291200;24.20;0.00;10.00;991.00;42.50;10.70;339.00;23.40;42.10;955.10;1012.90;1015.90;-;-;-;-;-;-;-;-
GOR;202305291200;3.70;-;0.00;639.00;54.30;-4.70;59.00;5.80;15.50;697.80;-;1024.70;-;3105.80;-;-;-;-;-;-
GRE;202305291200;23.90;0.00;10.00;938.00;38.50;8.90;79.00;27.70;40.70;965.60;1013.90;1016.20;-;-;-;-;-;-;-;-
GRH;202305291200;10.90;0.00;0.00;245.00;61.50;3.80;31.00;6.10;11.90;805.40;-;1021.30;1509.20;-;-;-;-;-;-;-
GRO;202305291200;23.20;0.00;10.00;1032.00;53.50;13.20;152.00;9.00;15.80;977.40;1014.30;1015.80;-;-;-;-;-;-;-;-
GRC;202305291200;16.60;0.00;0.00;347.00;33.30;0.40;-;-;-;839.20;-;1018.60;1496.70;-;-;-;-;-;-;-
GOS;202305291200;18.40;0.00;-;-;53.40;8.80;1.00;11.50;22.30;908.00;-;1017.50;1513.80;-;-;-;-;-;-;-
GOE;202305291200;24.00;0.00;10.00;927.00;36.20;8.10;45.00;16.90;31.30;971.40;1014.50;1016.60;-;-;-;-;-;-;-;-
GUE;202305291200;9.40;0.00;3.00;687.00;66.30;3.40;339.00;8.60;15.80;774.20;-;1022.30;1504.90;-;-;-;-;-;-;-
GUT;202305291200;23.90;0.00;10.00;937.00;35.10;7.60;51.00;17.30;26.60;965.10;1014.80;1017.10;-;-;-;-;-;-;-;-
HLL;202305291200;24.00;0.00;10.00;926.00;32.10;6.30;56.00;18.00;46.10;967.70;1015.00;1017.30;-;-;-;-;-;-;-;-
HOE;202305291200;19.40;0.00;10.00;951.00;59.00;11.20;63.00;9.70;28.10;889.70;-;1019.40;1525.40;-;-;-;-;-;-;-
ILZ;202305291200;23.80;0.00;10.00;966.00;35.70;7.70;-;-;-;934.30;-;1015.60;1518.40;-;-;-;-;-;-;-
INT;202305291200;23.10;0.00;10.00;930.00;43.50;10.00;348.00;8.30;16.20;947.90;1012.50;1015.60;-;-;-;-;-;-;-;-
JUN;202305291200;-2.30;-;10.00;1083.00;84.40;-4.60;159.00;15.80;19.10;660.00;-;1025.80;-;3105.60;-;-;-;-;-;-
KOP;202305291200;23.10;0.00;10.00;944.00;37.00;7.60;58.00;27.70;40.70;959.70;1014.40;1016.90;-;-;-;-;-;-;-;-
BRL;202305291200;19.70;0.00;10.00;959.00;34.80;3.70;93.00;27.70;38.90;897.90;-;1018.40;1520.90;-;-;-;-;-;-;-
CDF;202305291200;19.40;0.00;10.00;951.00;37.30;4.50;54.00;19.40;34.60;901.40;-;1018.40;1521.10;-;-;-;-;-;-;-
DOL;202305291200;15.30;0.00;10.00;990.00;40.50;2.00;88.00;21.60;38.20;833.60;-;1019.90;1505.30;-;-;-;-;-;-;-
LAC;202305291200;23.20;0.00;-;-;43.50;10.10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291200;21.80;0.00;10.00;926.00;41.40;8.10;120.00;15.50;36.00;930.70;-;1017.30;1525.40;-;-;-;-;-;-;-
MLS;202305291200;11.30;0.00;8.00;916.00;78.30;7.70;63.00;8.30;22.70;803.70;-;1021.00;1504.80;-;-;-;-;-;-;-
LEI;202305291200;24.70;0.00;10.00;943.00;36.20;8.70;74.00;15.50;37.10;976.20;1014.90;1016.80;-;-;-;-;-;-;-;-
ATT;202305291200;8.00;-;1.00;631.00;65.90;2.00;35.00;1.80;6.80;732.60;-;1023.20;-;3109.80;-;-;-;-;-;-
CHB;202305291200;18.90;0.00;-;-;35.60;3.40;42.00;28.10;44.60;898.20;-;1018.20;1517.40;-;-;-;-;-;-;-
DIA;202305291200;4.20;-;3.00;760.00;78.40;0.80;6.00;2.50;6.80;712.30;-;1024.10;-;3106.60;-;-;-;-;-;-
MAR;202305291200;21.00;0.00;-;-;55.10;11.60;80.00;8.60;23.00;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291200;22.20;0.00;10.00;935.00;54.50;12.60;254.00;6.80;14.00;972.20;1014.80;1016.50;-;-;-;-;-;-;-;-
LUG;202305291200;21.80;0.00;10.00;905.00;59.00;13.40;180.00;5.00;11.20;980.80;1015.30;1016.50;-;-;-;-;-;-;-;-
LUZ;202305291200;24.30;0.00;10.00;928.00;38.90;9.40;6.00;13.30;27.00;962.80;1013.90;1016.50;-;-;-;-;-;-;-;-
LAE;202305291200;18.60;-;10.00;962.00;39.70;4.60;24.00;23.80;38.20;920.40;-;1018.30;1523.30;-;-;-;-;-;-;-
MAG;202305291200;23.10;0.00;10.00;924.00;54.90;13.50;264.00;16.60;25.60;991.40;1014.90;1015.80;-;-;-;-;-;-;-;-
MAS;202305291200;22.20;0.00;-;-;45.30;9.80;10.00;23.00;36.40;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291200;24.00;0.00;10.00;977.00;34.70;7.50;38.00;32.40;43.60;964.30;1013.40;1015.70;-;-;-;-;-;-;-;-
MTR;202305291200;8.20;-;1.00;438.00;92.10;7.00;17.00;3.60;9.40;783.70;-;1022.40;1513.60;-;-;-;-;-;-;-
MER;202305291200;22.50;0.00;10.00;909.00;42.80;9.20;339.00;24.50;46.80;946.50;1012.40;1015.50;-;-;-;-;-;-;-;-
MOB;202305291200;21.60;0.00;-;-;41.50;8.00;345.00;13.30;27.00;918.10;-;1015.20;1503.70;-;-;-;-;-;-;-
MVE;202305291200;19.00;0.00;10.00;1042.00;44.00;6.50;226.00;7.20;15.50;857.40;-;1017.80;1498.80;-;-;-;-;-;-;-
GEN;202305291200;13.40;0.00;10.00;1047.00;80.40;10.10;119.00;3.20;13.70;841.70;-;1021.00;1518.50;-;-;-;-;-;-;-
MRP;202305291200;6.30;-;10.00;1344.00;49.70;-3.40;166.00;4.70;8.60;719.00;-;1023.60;-;3106.40;-;-;-;-;-;-
MOA;202305291200;24.20;0.00;10.00;839.00;37.70;8.90;35.00;17.60;32.40;963.30;1014.30;1016.80;-;-;-;-;-;-;-;-
MTE;202305291200;16.50;0.00;0.00;263.00;43.00;3.90;5.00;6.10;12.20;841.60;-;1018.40;1496.20;-;-;-;-;-;-;-
MOE;202305291200;24.80;0.00;10.00;910.00;30.90;6.50;88.00;12.20;26.30;976.10;1015.00;1016.80;-;-;-;-;-;-;-;-
MUB;202305291200;23.00;0.00;10.00;967.00;40.90;9.00;49.00;16.60;38.20;959.50;1013.60;1016.10;-;-;-;-;-;-;-;-
NAS;202305291200;8.50;-;1.00;452.00;52.50;-0.70;4.00;12.20;18.40;765.20;-;1022.30;-;3111.90;-;-;-;-;-;-
NAP;202305291200;15.90;0.00;10.00;974.00;58.70;7.80;353.00;17.30;33.50;861.10;-;1019.80;1515.60;-;-;-;-;-;-;-
NEU;202305291200;24.10;0.00;10.00;941.00;32.10;6.40;76.00;24.50;39.20;959.10;1013.50;1016.20;-;-;-;-;-;-;-;-
CGI;202305291200;24.10;0.00;10.00;933.00;35.80;8.00;56.00;21.20;34.20;961.10;1012.60;1015.20;-;-;-;-;-;-;-;-
OBR;202305291200;24.60;0.00;-;-;40.00;10.10;358.00;15.80;31.30;967.90;1014.00;1016.30;-;-;-;-;-;-;-;-
AEG;202305291200;-;-;-;-;-;-;56.00;10.40;23.80;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291200;21.30;0.00;10.00;940.00;43.80;8.50;6.00;27.70;37.40;920.50;-;1016.50;1514.60;-;-;-;-;-;-;-
BEH;202305291200;9.50;0.00;4.00;860.00;65.80;3.40;142.00;16.60;24.80;776.80;-;1022.30;1506.10;-;-;-;-;-;-;-
PAY;202305291200;23.40;0.00;10.00;936.00;36.20;7.60;31.00;24.10;40.30;958.20;1013.20;1015.90;-;-;-;-;-;-;-;-
PIL;202305291200;9.50;0.00;6.00;770.00;74.10;5.10;28.00;24.10;39.20;791.80;-;1021.90;1510.50;-;-;-;-;-;-;-
PIO;202305291200;20.10;0.00;10.00;1077.00;56.20;11.10;92.00;16.20;25.60;903.60;-;1017.50;1515.60;-;-;-;-;-;-;-
COV;202305291200;1.30;0.00;1.00;605.00;81.30;-1.50;55.00;6.80;11.20;683.10;-;1025.20;-;3105.10;-;-;-;-;-;-
PMA;202305291200;4.90;0.00;1.00;505.00;74.10;0.70;246.00;10.10;16.90;738.60;-;1023.10;-;3105.70;-;-;-;-;-;-
PLF;202305291200;18.90;0.00;10.00;968.00;46.10;7.10;31.00;18.00;34.90;898.20;-;1017.90;1515.30;-;-;-;-;-;-;-
ROB;202305291200;16.20;0.00;0.00;286.00;63.40;9.20;228.00;10.40;15.10;894.80;-;1018.50;1514.40;-;-;-;-;-;-;-
PUY;202305291200;24.30;0.00;10.00;900.00;39.70;9.70;47.00;12.60;33.80;961.20;1012.40;1015.00;-;-;-;-;-;-;-;-
QUI;202305291200;-;-;-;-;-;-;176.00;2.20;3.20;966.30;-;1015.90;-;-;-;-;-;-;-;-
ROE;202305291200;11.70;0.00;4.00;746.00;68.20;6.00;150.00;11.90;19.10;811.90;-;1021.30;1510.60;-;-;-;-;-;-;-
RUE;202305291200;22.50;0.00;10.00;922.00;36.40;6.90;35.00;16.90;29.50;946.00;-;1017.70;1534.70;-;-;-;-;-;-;-
SBE;202305291200;15.10;0.00;10.00;1206.00;56.10;6.40;119.00;9.00;17.30;837.20;-;1020.40;1511.20;-;-;-;-;-;-;-
HAI;202305291200;22.40;0.00;10.00;937.00;34.80;6.10;59.00;23.00;37.40;934.80;-;1018.70;1539.50;-;-;-;-;-;-;-
SAM;202305291200;13.70;0.00;0.00;251.00;54.30;4.60;209.00;19.40;26.60;829.00;-;1019.20;1498.40;-;-;-;-;-;-;-
SAG;202305291200;21.10;0.00;-;-;47.50;9.50;42.00;13.70;24.50;925.70;-;1017.50;1523.90;-;-;-;-;-;-;-
SHA;202305291200;24.80;0.00;10.00;908.00;33.90;7.80;57.00;14.40;38.20;965.50;1014.90;1017.40;-;-;-;-;-;-;-;-
SRS;202305291200;22.90;0.00;-;-;44.30;10.10;279.00;19.40;34.20;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291200;-;-;-;-;-;-;70.00;13.70;28.40;968.10;-;1016.30;-;-;-;-;-;-;-;-
SPF;202305291200;21.00;0.00;10.00;960.00;44.10;8.30;28.00;26.30;47.20;930.90;-;1017.60;1525.60;-;-;-;-;-;-;-
SCU;202305291200;20.10;0.00;10.00;1056.00;37.30;5.10;57.00;12.20;21.20;869.80;-;1017.60;1503.70;-;-;-;-;-;-;-
SIA;202305291200;11.90;0.00;0.00;360.00;65.30;5.60;243.00;22.30;33.50;820.20;-;1020.20;1504.80;-;-;-;-;-;-;-
SIM;202305291200;16.40;0.00;10.00;1197.00;58.70;8.30;117.00;17.60;27.70;853.80;-;1019.50;1511.10;-;-;-;-;-;-;-
SIO;202305291200;26.30;0.00;10.00;913.00;33.50;9.00;251.00;19.40;29.50;956.60;1010.10;1013.30;-;-;-;-;-;-;-;-
PRE;202305291200;-;-;-;-;-;-;20.00;23.80;38.90;-;-;-;-;-;-;-;-;-;-;-
STC;202305291200;-;-;10.00;1002.00;-;-;-;-;-;-;-;-;-;-;349.00;8.60;18.40;19.70;44.00;7.10
STG;202305291200;21.50;0.00;10.00;916.00;45.20;9.10;16.00;14.00;27.70;927.90;-;1018.20;1531.30;-;-;-;-;-;-;-
SMM;202305291200;17.00;0.00;0.00;398.00;48.00;5.90;47.00;8.30;11.50;861.90;-;1018.50;1505.60;-;-;-;-;-;-;-
SBO;202305291200;21.90;0.00;10.00;898.00;50.70;11.20;206.00;6.10;11.90;974.90;1015.20;1016.70;-;-;-;-;-;-;-;-
STK;202305291200;-;-;-;-;-;-;55.00;23.00;32.00;970.10;-;1017.20;-;-;-;-;-;-;-;-
SAE;202305291200;4.50;0.00;7.00;919.00;91.30;3.20;68.00;12.60;21.60;755.40;-;1023.50;-;3111.10;-;-;-;-;-;-
THU;202305291200;24.20;0.00;10.00;960.00;37.30;8.70;9.00;8.60;20.20;948.80;1012.30;1015.70;-;-;-;-;-;-;-;-
TIT;202305291200;1.60;-;10.00;1151.00;77.60;-1.90;149.00;13.70;20.20;701.00;-;1024.90;-;3109.40;-;-;-;-;-;-
UEB;202305291200;-;-;10.00;954.00;-;-;-;-;-;-;-;-;-;-;72.00;30.60;45.70;17.40;42.50;4.50
ULR;202305291200;19.60;0.00;10.00;1061.00;32.70;2.80;88.00;13.70;25.90;865.80;-;1018.10;1505.70;-;-;-;-;-;-;-
VAD;202305291200;24.10;0.00;10.00;988.00;39.10;9.30;350.00;17.30;35.30;962.20;1013.70;1016.20;-;-;-;-;-;-;-;-
VAB;202305291200;14.60;0.00;10.00;992.00;55.40;5.80;350.00;25.60;33.80;843.90;-;1019.70;1508.30;-;-;-;-;-;-;-
VLS;202305291200;19.40;0.00;5.00;630.00;41.90;6.10;10.00;7.20;16.90;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291200;21.50;0.00;10.00;904.00;50.60;10.80;248.00;10.40;18.00;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291200;17.00;0.00;0.00;337.00;58.40;8.80;241.00;9.00;15.10;893.60;-;1018.40;1514.80;-;-;-;-;-;-;-
VIT;202305291200;20.90;0.00;-;-;43.10;7.90;53.00;23.40;37.10;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291200;26.50;0.00;10.00;1025.00;25.80;5.30;111.00;20.20;31.70;938.90;-;1013.60;1511.00;-;-;-;-;-;-;-
WFJ;202305291200;5.10;0.00;10.00;978.00;72.60;0.60;345.00;20.50;31.30;738.40;-;1023.30;-;3108.10;-;-;-;-;-;-
WYN;202305291200;24.10;0.00;10.00;956.00;35.20;7.80;73.00;22.70;34.20;966.50;1014.20;1016.50;-;-;-;-;-;-;-;-
WAE;202305291200;23.10;0.00;10.00;939.00;40.50;9.00;69.00;5.40;14.00;959.50;1014.30;1016.80;-;-;-;-;-;-;-;-
PSI;202305291200;25.90;0.00;10.00;932.00;27.20;5.60;-;-;-;977.30;1015.10;1017.10;-;-;61.00;17.60;34.60;23.80;28.70;-
ZER;202305291200;16.30;0.00;0.00;291.00;36.70;1.50;49.00;11.20;19.10;835.60;-;1018.50;1494.00;-;-;-;-;-;-;-
REH;202305291200;24.50;0.00;10.00;934.00;37.40;9.00;58.00;14.00;24.80;964.50;1014.50;1017.00;-;-;-;-;-;-;-;-
SMA;202305291200;23.50;0.00;10.00;926.00;35.20;7.30;53.00;16.20;32.80;951.80;1014.10;1017.20;-;-;-;-;-;20.00;38.50;5.50
KLO;202305291200;24.00;0.00;10.00;961.00;37.30;8.50;72.00;23.00;40.30;966.50;1014.70;1017.00;-;-;-;-;-;-;-;-
PFA;202305291200;23.00;0.00;10.00;946.00;41.20;9.10;40.00;20.50;36.40;954.00;1014.30;1017.20;-;-;-;-;-;-;-;-
