Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
CHD;202305291500;20.60;0.00;0.00;193.00;41.20;7.00;53.00;5.00;12.60;898.30;-;1016.20;1504.20;-;-;-;-;-;-;-
CIM;202305291500;13.30;0.00;10.00;688.00;75.20;9.00;127.00;5.80;11.50;834.70;-;1020.10;1508.90;-;-;-;-;-;-;-
CDM;202305291500;16.10;0.00;-;-;61.90;8.80;39.00;9.00;17.60;-;-;-;-;-;-;-;-;-;-;-
GSB;202305291500;7.90;0.00;10.00;733.00;58.90;0.40;284.00;16.20;26.30;755.20;-;1022.50;-;3110.20;-;-;-;-;-;-
COY;202305291500;22.50;0.00;-;-;32.40;5.20;58.00;23.80;36.70;-;-;-;-;-;-;-;-;-;-;-
CMA;202305291500;5.90;-;10.00;662.00;75.80;2.00;8.00;35.60;47.90;755.50;-;1022.50;-;3105.40;-;-;-;-;-;-
CRM;202305291500;24.60;0.00;10.00;643.00;35.00;8.10;72.00;19.40;32.80;964.40;1012.80;1015.20;-;-;-;-;-;-;-;-
DAV;202305291500;17.40;0.00;10.00;747.00;45.80;5.60;19.00;21.60;33.50;840.70;-;1019.10;1501.40;-;-;-;-;-;-;-
DEM;202305291500;25.60;0.00;10.00;645.00;25.50;4.40;78.00;19.10;29.50;964.10;1013.30;1015.90;-;-;-;-;-;-;-;-
DIS;202305291500;20.00;0.00;0.00;191.00;34.40;3.80;71.00;5.80;15.10;880.90;-;1017.30;1505.50;-;-;-;-;-;-;-
EBK;202305291500;22.80;0.00;10.00;617.00;34.90;6.50;36.00;11.20;23.40;944.30;-;1017.30;1531.70;-;-;-;-;-;-;-
EGH;202305291500;5.40;-;10.00;820.00;66.30;-0.40;169.00;3.20;9.40;718.90;-;1024.20;-;3110.70;-;-;-;-;-;-
EGO;202305291500;23.70;0.00;10.00;631.00;33.30;6.60;52.00;18.70;36.00;955.10;1013.60;1016.50;-;-;-;-;-;-;-;-
EIN;202305291500;20.30;0.00;10.00;646.00;44.30;7.80;39.00;18.40;31.00;912.80;-;1018.00;1523.00;-;-;-;-;-;-;-
ELM;202305291500;20.00;0.00;0.00;211.00;48.20;8.70;311.00;6.80;17.30;906.80;-;1017.10;1513.10;-;-;-;-;-;-;-
ENG;202305291500;20.40;0.00;2.00;389.00;43.80;7.70;238.00;19.40;35.30;899.00;-;1018.00;1518.70;-;-;-;-;-;-;-
EVI;202305291500;24.90;0.00;7.00;526.00;43.10;11.50;355.00;12.60;22.70;956.90;1010.70;1013.60;-;-;-;-;-;-;-;-
EVO;202305291500;14.80;0.00;0.00;259.00;45.00;3.00;260.00;5.80;11.20;817.10;-;1019.40;1493.20;-;-;-;-;-;-;-
FAH;202305291500;22.90;0.00;10.00;701.00;38.80;8.10;67.00;14.40;39.60;947.20;1014.00;1017.20;-;-;-;-;-;-;-;-
FLU;202305291500;20.50;0.00;-;-;41.10;6.80;5.00;20.90;39.20;-;-;-;-;-;-;-;-;-;-;-
GRA;202305291500;23.50;0.00;10.00;681.00;35.50;7.40;37.00;29.20;45.00;939.50;-;1015.50;1517.70;-;-;-;-;-;-;-
FRU;202305291500;23.30;0.00;10.00;741.00;42.60;9.90;26.00;17.30;30.20;-;-;-;-;-;-;-;-;-;-;-
GVE;202305291500;26.00;0.00;10.00;650.00;32.70;8.40;37.00;22.30;37.10;965.30;1011.30;1013.90;-;-;-;-;-;-;-;-
GES;202305291500;23.90;0.00;-;-;39.00;9.10;10.00;9.70;23.80;-;-;-;-;-;-;-;-;-;-;-
GIH;202305291500;23.60;0.00;2.00;282.00;44.00;10.60;51.00;11.20;22.70;960.20;1013.20;1015.80;-;-;-;-;-;-;-;-
GLA;202305291500;23.40;0.00;0.00;198.00;37.90;8.20;295.00;22.30;29.50;954.80;1012.80;1015.60;-;-;-;-;-;-;-;-
GOR;202305291500;2.80;-;4.00;367.00;62.60;-3.60;99.00;8.60;22.00;697.80;-;1024.70;-;3105.90;-;-;-;-;-;-
GRE;202305291500;24.90;0.00;10.00;654.00;32.50;7.30;64.00;24.80;44.30;964.90;1013.00;1015.50;-;-;-;-;-;-;-;-
GRH;202305291500;11.20;0.00;10.00;760.00;70.80;6.10;352.00;18.70;29.50;805.50;-;1021.40;1509.70;-;-;-;-;-;-;-
GRO;202305291500;22.40;0.00;7.00;386.00;69.60;16.60;118.00;4.00;10.10;976.30;1013.30;1014.70;-;-;-;-;-;-;-;-
GRC;202305291500;18.50;0.00;10.00;632.00;32.00;1.50;-;-;-;838.70;-;1018.00;1490.80;-;-;-;-;-;-;-
GOS;202305291500;21.30;0.00;-;-;43.00;8.20;1.00;21.20;38.90;907.10;-;1016.60;1511.30;-;-;-;-;-;-;-
GOE;202305291500;25.00;0.00;10.00;636.00;31.20;6.80;37.00;16.20;29.20;970.80;1013.80;1015.90;-;-;-;-;-;-;-;-
GUE;202305291500;9.50;0.00;10.00;771.00;70.50;4.40;340.00;27.40;46.10;774.10;-;1022.20;1503.50;-;-;-;-;-;-;-
GUT;202305291500;23.90;0.00;10.00;619.00;34.80;7.40;43.00;16.90;28.40;964.80;1014.40;1016.80;-;-;-;-;-;-;-;-
HLL;202305291500;24.80;0.00;10.00;660.00;23.50;2.60;76.00;16.20;36.00;967.20;1014.40;1016.80;-;-;-;-;-;-;-;-
HOE;202305291500;18.00;0.00;10.00;648.00;45.30;6.00;60.00;11.90;31.00;889.60;-;1019.20;1522.40;-;-;-;-;-;-;-
ILZ;202305291500;24.90;0.00;10.00;615.00;33.00;7.50;-;-;-;933.70;-;1015.00;1516.10;-;-;-;-;-;-;-
INT;202305291500;24.90;0.00;9.00;570.00;37.20;9.30;42.00;16.60;27.00;947.20;1011.30;1014.90;-;-;-;-;-;-;-;-
JUN;202305291500;0.50;-;10.00;745.00;76.10;-3.20;166.00;7.60;11.50;660.60;-;1026.70;-;3108.00;-;-;-;-;-;-
KOP;202305291500;24.80;0.00;10.00;654.00;25.90;4.00;52.00;25.20;40.70;959.10;1013.40;1016.30;-;-;-;-;-;-;-;-
BRL;202305291500;20.10;0.00;10.00;675.00;42.10;6.80;59.00;21.60;35.30;897.40;-;1017.90;1516.80;-;-;-;-;-;-;-
CDF;202305291500;20.50;0.00;10.00;674.00;38.60;5.90;31.00;26.30;37.10;901.00;-;1018.00;1519.30;-;-;-;-;-;-;-
DOL;202305291500;13.60;0.00;10.00;693.00;45.10;1.90;79.00;37.10;48.60;833.00;-;1019.20;1500.30;-;-;-;-;-;-;-
LAC;202305291500;24.20;0.00;-;-;38.40;9.10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291500;22.50;0.00;10.00;641.00;37.10;7.10;97.00;11.20;32.80;930.40;-;1017.00;1524.60;-;-;-;-;-;-;-
MLS;202305291500;13.10;0.00;10.00;689.00;66.20;6.90;15.00;24.80;38.90;803.50;-;1020.70;1499.60;-;-;-;-;-;-;-
LEI;202305291500;25.20;0.00;10.00;644.00;27.00;4.90;82.00;18.00;36.40;975.60;1014.20;1016.20;-;-;-;-;-;-;-;-
ATT;202305291500;7.10;-;0.00;214.00;73.40;2.70;339.00;2.50;5.40;732.60;-;1023.20;-;3108.50;-;-;-;-;-;-
CHB;202305291500;19.10;0.00;-;-;36.50;3.90;41.00;31.30;45.00;897.50;-;1017.40;1511.10;-;-;-;-;-;-;-
DIA;202305291500;2.80;-;0.00;31.00;100.00;2.80;22.00;17.30;24.80;712.10;-;1023.80;-;3103.60;-;-;-;-;-;-
MAR;202305291500;19.70;0.00;-;-;55.70;10.60;71.00;6.10;18.70;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291500;23.70;0.00;10.00;659.00;47.40;11.90;256.00;8.30;14.00;970.90;1013.20;1015.10;-;-;-;-;-;-;-;-
LUG;202305291500;23.40;0.00;10.00;615.00;45.30;10.90;185.00;6.50;14.00;979.30;1013.50;1015.00;-;-;-;-;-;-;-;-
LUZ;202305291500;25.00;0.00;10.00;609.00;37.90;9.70;31.00;20.20;33.80;962.30;1013.30;1016.00;-;-;-;-;-;-;-;-
LAE;202305291500;19.60;-;10.00;646.00;34.30;3.40;40.00;25.90;44.30;920.20;-;1018.10;1523.90;-;-;-;-;-;-;-
MAG;202305291500;24.90;0.00;10.00;695.00;49.90;13.70;252.00;11.50;20.50;989.80;1013.10;1014.20;-;-;-;-;-;-;-;-
MAS;202305291500;23.00;0.00;-;-;40.70;8.90;15.00;21.60;41.00;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291500;25.00;0.00;10.00;665.00;34.40;8.20;44.00;32.40;45.70;963.20;1012.00;1014.60;-;-;-;-;-;-;-;-
MTR;202305291500;9.40;-;2.00;423.00;77.20;5.60;169.00;6.80;15.50;783.50;-;1022.10;1508.50;-;-;-;-;-;-;-
MER;202305291500;23.80;0.00;6.00;512.00;37.00;8.20;276.00;21.20;45.40;946.30;1011.80;1015.20;-;-;-;-;-;-;-;-
MOB;202305291500;22.90;0.00;-;-;40.10;8.60;317.00;10.40;18.70;917.60;-;1014.60;1502.20;-;-;-;-;-;-;-
MVE;202305291500;19.30;0.00;10.00;724.00;40.40;5.50;236.00;13.00;23.80;856.80;-;1017.10;1492.80;-;-;-;-;-;-;-
GEN;202305291500;14.10;0.00;10.00;701.00;76.60;10.10;316.00;5.40;11.90;841.20;-;1020.40;1513.30;-;-;-;-;-;-;-
MRP;202305291500;6.40;-;10.00;794.00;45.80;-4.40;149.00;4.30;6.80;719.00;-;1023.60;-;3106.50;-;-;-;-;-;-
MOA;202305291500;24.70;0.00;9.00;631.00;32.80;7.30;21.00;20.90;35.30;963.00;1013.90;1016.50;-;-;-;-;-;-;-;-
MTE;202305291500;18.40;0.00;8.00;529.00;32.90;1.80;4.00;8.30;17.30;841.10;-;1017.80;1490.50;-;-;-;-;-;-;-
MOE;202305291500;25.40;0.00;10.00;649.00;28.10;5.60;90.00;20.20;32.40;975.40;1014.10;1016.10;-;-;-;-;-;-;-;-
MUB;202305291500;24.20;0.00;10.00;677.00;34.40;7.50;47.00;16.20;38.90;958.90;1012.80;1015.50;-;-;-;-;-;-;-;-
NAS;202305291500;9.60;-;10.00;786.00;47.50;-1.00;7.00;25.20;33.80;765.00;-;1022.00;-;3112.80;-;-;-;-;-;-
NAP;202305291500;17.50;0.00;10.00;663.00;45.50;5.60;337.00;12.20;34.20;861.10;-;1019.80;1516.20;-;-;-;-;-;-;-
NEU;202305291500;25.20;0.00;10.00;652.00;28.10;5.50;73.00;25.60;40.00;958.20;1012.30;1015.30;-;-;-;-;-;-;-;-
CGI;202305291500;24.90;0.00;10.00;654.00;34.30;8.10;48.00;22.70;39.60;960.00;1011.30;1014.00;-;-;-;-;-;-;-;-
OBR;202305291500;24.90;0.00;-;-;36.10;8.90;355.00;19.80;40.30;967.50;1013.50;1015.90;-;-;-;-;-;-;-;-
AEG;202305291500;-;-;-;-;-;-;39.00;13.00;27.70;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291500;22.10;0.00;10.00;628.00;38.90;7.50;31.00;32.40;49.30;919.90;-;1015.80;1511.00;-;-;-;-;-;-;-
BEH;202305291500;11.00;0.00;10.00;792.00;60.90;3.80;272.00;4.00;10.10;776.60;-;1022.10;1499.70;-;-;-;-;-;-;-
PAY;202305291500;24.60;0.00;10.00;646.00;34.00;7.70;57.00;20.50;35.60;957.40;1012.20;1015.00;-;-;-;-;-;-;-;-
PIL;202305291500;9.60;0.00;6.00;615.00;69.20;4.20;29.00;25.20;37.10;792.10;-;1022.30;1513.50;-;-;-;-;-;-;-
PIO;202305291500;19.80;0.00;5.00;464.00;53.40;10.10;101.00;16.90;26.60;902.70;-;1016.50;1506.60;-;-;-;-;-;-;-
COV;202305291500;0.20;0.10;0.00;95.00;79.80;-2.90;110.00;11.50;22.70;683.30;-;1025.40;-;3108.20;-;-;-;-;-;-
PMA;202305291500;4.80;0.00;0.00;232.00;75.60;0.90;327.00;13.00;18.40;738.90;-;1023.50;-;3108.80;-;-;-;-;-;-
PLF;202305291500;19.90;0.00;10.00;680.00;43.60;7.20;63.00;15.10;33.10;897.80;-;1017.50;1513.20;-;-;-;-;-;-;-
ROB;202305291500;18.60;0.00;6.00;663.00;61.00;10.90;226.00;13.70;23.00;894.10;-;1017.70;1511.60;-;-;-;-;-;-;-
PUY;202305291500;25.50;0.00;10.00;644.00;34.20;8.60;33.00;12.60;27.40;960.20;1011.10;1013.90;-;-;-;-;-;-;-;-
QUI;202305291500;-;-;-;-;-;-;260.00;4.30;6.50;965.50;-;1015.10;-;-;-;-;-;-;-;-
ROE;202305291500;12.30;0.00;5.00;533.00;64.20;5.70;155.00;11.50;15.80;811.40;-;1020.70;1504.50;-;-;-;-;-;-;-
RUE;202305291500;22.70;0.00;10.00;652.00;28.80;3.70;47.00;25.20;41.80;945.60;-;1017.30;1531.80;-;-;-;-;-;-;-
SBE;202305291500;11.50;0.40;0.00;19.00;82.50;8.60;120.00;6.10;10.10;837.60;-;1020.80;1516.90;-;-;-;-;-;-;-
HAI;202305291500;23.00;0.00;10.00;623.00;33.70;6.20;45.00;17.30;31.70;934.50;-;1018.30;1538.50;-;-;-;-;-;-;-
SAM;202305291500;12.70;0.20;0.00;203.00;64.40;6.20;189.00;19.40;28.10;829.00;-;1019.20;1499.20;-;-;-;-;-;-;-
SAG;202305291500;22.10;0.00;-;-;38.40;7.30;42.00;14.80;28.40;925.50;-;1017.30;1524.70;-;-;-;-;-;-;-
SHA;202305291500;24.90;0.00;10.00;646.00;22.20;1.90;65.00;21.20;38.90;965.10;1014.40;1017.00;-;-;-;-;-;-;-;-
SRS;202305291500;23.40;0.00;-;-;41.00;9.40;273.00;19.40;33.10;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291500;-;-;-;-;-;-;66.00;18.00;39.20;967.70;-;1015.90;-;-;-;-;-;-;-;-
SPF;202305291500;22.60;0.00;10.00;657.00;35.30;6.50;22.00;28.80;42.80;930.40;-;1017.00;1525.50;-;-;-;-;-;-;-
SCU;202305291500;19.00;0.00;0.00;231.00;36.00;3.60;74.00;11.90;18.00;869.40;-;1017.20;1498.90;-;-;-;-;-;-;-
SIA;202305291500;11.30;0.30;0.00;83.00;74.80;7.00;265.00;11.90;24.50;820.30;-;1020.30;1506.40;-;-;-;-;-;-;-
SIM;202305291500;17.00;0.00;10.00;706.00;53.40;7.50;161.00;12.20;26.30;853.00;-;1018.60;1503.10;-;-;-;-;-;-;-
SIO;202305291500;26.90;0.00;10.00;672.00;36.20;10.70;247.00;27.70;42.50;955.30;1008.60;1011.90;-;-;-;-;-;-;-;-
PRE;202305291500;-;-;-;-;-;-;26.00;27.00;45.40;-;-;-;-;-;-;-;-;-;-;-
STC;202305291500;-;-;10.00;743.00;-;-;-;-;-;-;-;-;-;-;96.00;23.80;31.00;22.00;28.50;2.90
STG;202305291500;21.30;0.00;10.00;617.00;37.30;6.10;4.00;19.80;32.80;927.80;-;1018.10;1529.90;-;-;-;-;-;-;-
SMM;202305291500;19.10;0.00;8.00;567.00;42.40;6.00;42.00;7.90;15.80;861.20;-;1017.70;1499.50;-;-;-;-;-;-;-
SBO;202305291500;24.10;0.00;10.00;567.00;52.20;13.70;197.00;4.00;11.90;973.50;1013.40;1015.20;-;-;-;-;-;-;-;-
STK;202305291500;-;-;-;-;-;-;47.00;28.80;37.40;969.60;-;1016.70;-;-;-;-;-;-;-;-
SAE;202305291500;4.60;0.00;2.00;496.00;87.60;2.70;30.00;19.80;31.00;755.70;-;1023.90;-;3114.60;-;-;-;-;-;-
THU;202305291500;23.50;0.00;0.00;213.00;37.70;8.30;32.00;14.40;24.10;948.60;1012.20;1015.40;-;-;-;-;-;-;-;-
TIT;202305291500;2.10;-;0.00;533.00;81.60;-0.70;43.00;4.00;10.80;701.40;-;1025.50;-;3114.00;-;-;-;-;-;-
UEB;202305291500;-;-;10.00;636.00;-;-;-;-;-;-;-;-;-;-;67.00;41.40;55.10;18.50;35.30;2.90
ULR;202305291500;19.90;0.00;10.00;744.00;39.60;5.80;43.00;10.80;17.30;865.30;-;1017.60;1500.90;-;-;-;-;-;-;-
VAD;202305291500;25.10;0.00;10.00;655.00;35.30;8.70;337.00;14.00;26.30;961.90;1013.20;1015.90;-;-;-;-;-;-;-;-
VAB;202305291500;14.00;0.00;4.00;343.00;57.70;5.80;327.00;27.00;37.80;844.00;-;1019.80;1509.40;-;-;-;-;-;-;-
VLS;202305291500;19.70;0.00;5.00;443.00;40.40;5.90;5.00;5.40;15.80;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291500;26.70;0.00;10.00;652.00;32.30;8.80;349.00;9.70;26.60;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291500;17.30;0.00;3.00;439.00;63.30;10.30;240.00;10.40;18.70;893.50;-;1018.30;1514.30;-;-;-;-;-;-;-
VIT;202305291500;21.90;0.00;-;-;39.30;7.40;43.00;23.80;38.50;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291500;27.30;0.00;10.00;699.00;23.90;4.90;127.00;18.00;30.20;937.90;-;1012.50;1504.20;-;-;-;-;-;-;-
WFJ;202305291500;5.10;0.00;5.00;535.00;83.50;2.50;343.00;33.80;47.20;738.30;-;1023.20;-;3107.00;-;-;-;-;-;-
WYN;202305291500;25.30;0.00;10.00;658.00;29.90;6.40;53.00;24.10;38.90;965.90;1013.40;1015.90;-;-;-;-;-;-;-;-
WAE;202305291500;24.20;0.00;10.00;641.00;34.80;7.70;41.00;24.50;36.40;959.10;1013.60;1016.40;-;-;-;-;-;-;-;-
PSI;202305291500;26.90;0.00;10.00;635.00;23.60;4.40;-;-;-;976.70;1014.30;1016.50;-;-;50.00;26.30;38.50;24.70;23.20;-
ZER;202305291500;17.10;0.00;0.00;236.00;31.10;-0.10;47.00;13.70;22.30;835.20;-;1018.00;1489.50;-;-;-;-;-;-;-
REH;202305291500;24.50;0.00;10.00;639.00;30.00;5.80;37.00;13.70;26.60;964.20;1014.10;1016.70;-;-;-;-;-;-;-;-
SMA;202305291500;24.10;0.00;10.00;634.00;29.70;5.30;41.00;15.80;34.90;951.50;1013.60;1016.90;-;-;-;-;-;21.20;32.20;4.00
KLO;202305291500;24.70;0.00;10.00;619.00;33.10;7.40;51.00;23.80;38.20;966.10;1014.10;1016.60;-;-;-;-;-;-;-;-
PFA;202305291500;23.40;0.00;10.00;615.00;34.50;6.90;50.00;21.20;33.50;953.70;1013.90;1016.90;-;-;-;-;-;-;-;-
