Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
CDM;202305291520;17.30;0.00;-;-;56.10;8.50;355.00;12.20;20.20;-;-;-;-;-;-;-;-;-;-;-
GSB;202305291520;8.30;0.00;9.00;676.00;59.50;0.90;283.00;16.60;29.20;755.20;-;1022.50;-;3111.10;-;-;-;-;-;-
COY;202305291520;22.50;0.00;-;-;30.70;4.40;69.00;25.60;49.00;-;-;-;-;-;-;-;-;-;-;-
CMA;202305291520;5.90;-;10.00;607.00;74.80;1.80;11.00;34.60;49.30;755.70;-;1022.70;-;3107.60;-;-;-;-;-;-
CRM;202305291520;24.60;0.00;10.00;594.00;33.40;7.40;75.00;22.00;37.40;964.40;1012.80;1015.20;-;-;-;-;-;-;-;-
DAV;202305291520;16.80;0.00;10.00;628.00;46.20;5.20;6.00;16.60;27.70;840.70;-;1019.10;1501.60;-;-;-;-;-;-;-
DEM;202305291520;25.50;0.00;10.00;588.00;25.90;4.50;72.00;20.90;34.20;964.10;1013.30;1015.90;-;-;-;-;-;-;-;-
DIS;202305291520;20.50;0.00;8.00;533.00;37.10;5.40;75.00;10.40;20.90;880.90;-;1017.30;1506.10;-;-;-;-;-;-;-
EBK;202305291520;22.80;0.00;10.00;562.00;34.70;6.40;40.00;12.20;21.60;944.30;-;1017.30;1531.70;-;-;-;-;-;-;-
EGH;202305291520;4.60;-;0.00;209.00;67.80;-0.80;96.00;6.10;19.10;718.80;-;1024.10;-;3108.90;-;-;-;-;-;-
EGO;202305291520;23.50;0.00;10.00;583.00;32.80;6.20;65.00;25.60;41.80;955.00;1013.50;1016.40;-;-;-;-;-;-;-;-
EIN;202305291520;20.20;0.00;10.00;583.00;43.30;7.30;31.00;18.70;28.10;912.90;-;1018.10;1523.70;-;-;-;-;-;-;-
ELM;202305291520;20.40;0.00;0.00;230.00;42.40;7.20;338.00;8.30;18.40;906.90;-;1017.20;1514.90;-;-;-;-;-;-;-
ENG;202305291520;20.50;0.00;3.00;405.00;43.20;7.60;254.00;18.40;34.60;899.00;-;1018.00;1518.90;-;-;-;-;-;-;-
EVI;202305291520;25.30;0.00;10.00;617.00;40.70;11.00;336.00;17.30;31.00;957.00;1010.70;1013.70;-;-;-;-;-;-;-;-
EVO;202305291520;15.90;0.00;8.00;617.00;44.00;3.70;259.00;9.40;17.30;817.00;-;1019.20;1490.80;-;-;-;-;-;-;-
FAH;202305291520;22.90;0.00;10.00;645.00;39.00;8.20;64.00;16.20;31.00;947.20;1014.00;1017.20;-;-;-;-;-;-;-;-
FLU;202305291520;20.60;0.00;-;-;40.00;6.50;7.00;21.20;40.00;-;-;-;-;-;-;-;-;-;-;-
GRA;202305291520;23.20;0.00;10.00;630.00;36.60;7.60;47.00;28.10;46.10;939.50;-;1015.50;1516.80;-;-;-;-;-;-;-
FRU;202305291520;22.60;0.00;0.00;271.00;44.00;9.70;16.00;14.00;23.00;-;-;-;-;-;-;-;-;-;-;-
GVE;202305291520;25.70;0.00;10.00;597.00;32.00;7.80;40.00;25.60;38.50;965.30;1011.40;1013.90;-;-;-;-;-;-;-;-
GES;202305291520;23.50;0.00;-;-;39.10;8.80;16.00;10.40;19.40;-;-;-;-;-;-;-;-;-;-;-
GIH;202305291520;23.40;0.00;1.00;270.00;44.90;10.80;49.00;13.00;27.40;960.20;1013.30;1015.80;-;-;-;-;-;-;-;-
GLA;202305291520;23.40;0.00;0.00;203.00;38.00;8.30;312.00;19.80;28.10;954.80;1012.80;1015.60;-;-;-;-;-;-;-;-
GOR;202305291520;3.00;-;2.00;308.00;61.70;-3.60;57.00;7.90;18.40;697.80;-;1024.70;-;3105.90;-;-;-;-;-;-
GRE;202305291520;24.80;0.00;10.00;605.00;31.90;7.00;53.00;27.70;40.30;965.00;1013.10;1015.60;-;-;-;-;-;-;-;-
GRH;202305291520;11.20;0.00;10.00;653.00;70.60;6.10;355.00;19.10;27.70;805.50;-;1021.40;1509.70;-;-;-;-;-;-;-
GRO;202305291520;24.00;0.00;10.00;646.00;59.70;15.70;337.00;6.50;13.30;976.30;1013.00;1014.70;-;-;-;-;-;-;-;-
GRC;202305291520;19.00;0.00;10.00;664.00;32.20;2.00;-;-;-;838.70;-;1018.00;1490.60;-;-;-;-;-;-;-
GOS;202305291520;20.70;0.00;-;-;44.40;8.20;360.00;19.40;37.40;907.20;-;1016.70;1511.00;-;-;-;-;-;-;-
GOE;202305291520;24.70;0.00;10.00;585.00;29.90;5.90;65.00;18.40;31.30;970.90;1013.90;1016.00;-;-;-;-;-;-;-;-
GUE;202305291520;9.20;0.00;4.00;376.00;70.70;4.20;339.00;29.50;40.30;774.10;-;1022.20;1504.40;-;-;-;-;-;-;-
GUT;202305291520;24.00;0.00;10.00;568.00;33.50;7.00;35.00;18.00;27.40;964.80;1014.40;1016.80;-;-;-;-;-;-;-;-
HLL;202305291520;24.90;0.00;10.00;604.00;26.30;4.30;88.00;1.80;32.80;967.10;1014.20;1016.70;-;-;-;-;-;-;-;-
HOE;202305291520;17.90;0.00;10.00;590.00;46.20;6.20;52.00;11.50;32.80;889.70;-;1019.40;1523.20;-;-;-;-;-;-;-
ILZ;202305291520;24.40;0.00;8.00;418.00;33.10;7.10;-;-;-;933.80;-;1015.10;1515.60;-;-;-;-;-;-;-
INT;202305291520;25.00;0.00;10.00;623.00;37.60;9.50;39.00;16.60;22.70;947.20;1011.30;1014.90;-;-;-;-;-;-;-;-
JUN;202305291520;0.20;-;10.00;694.00;72.70;-4.10;156.00;5.80;11.50;660.60;-;1026.70;-;3108.50;-;-;-;-;-;-
KOP;202305291520;24.80;0.00;10.00;596.00;29.00;5.60;53.00;22.00;33.10;959.10;1013.40;1016.30;-;-;-;-;-;-;-;-
BRL;202305291520;19.60;0.00;10.00;615.00;40.30;5.80;50.00;27.40;39.60;897.50;-;1018.00;1516.90;-;-;-;-;-;-;-
CDF;202305291520;19.90;0.00;10.00;619.00;39.00;5.50;34.00;26.60;40.00;901.00;-;1018.00;1518.20;-;-;-;-;-;-;-
DOL;202305291520;13.60;0.00;10.00;639.00;42.50;1.10;79.00;36.70;47.90;833.00;-;1019.20;1500.30;-;-;-;-;-;-;-
LAC;202305291520;24.20;0.00;-;-;38.00;9.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291520;22.60;0.00;10.00;590.00;36.40;6.90;120.00;14.80;34.60;930.40;-;1017.00;1524.90;-;-;-;-;-;-;-
MLS;202305291520;13.20;0.00;10.00;627.00;65.00;6.80;12.00;22.30;40.30;803.50;-;1020.70;1499.40;-;-;-;-;-;-;-
LEI;202305291520;25.30;0.00;10.00;596.00;28.60;5.80;81.00;12.20;27.40;975.60;1014.20;1016.20;-;-;-;-;-;-;-;-
ATT;202305291520;5.60;-;10.00;180.00;84.80;3.20;251.00;8.30;15.10;732.60;-;1023.20;-;3106.40;-;-;-;-;-;-
CHB;202305291520;19.10;0.00;-;-;37.50;4.30;42.00;30.20;47.20;897.60;-;1017.50;1512.00;-;-;-;-;-;-;-
DIA;202305291520;3.80;-;0.00;332.00;94.20;3.00;25.00;13.00;18.40;712.30;-;1024.10;-;3106.40;-;-;-;-;-;-
MAR;202305291520;19.70;0.00;-;-;53.80;10.10;70.00;5.00;16.20;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291520;24.00;0.00;10.00;620.00;46.60;11.90;232.00;8.30;16.60;970.80;1013.00;1015.00;-;-;-;-;-;-;-;-
LUG;202305291520;23.10;0.00;10.00;574.00;54.60;13.50;192.00;6.80;14.40;979.30;1013.60;1015.00;-;-;-;-;-;-;-;-
LUZ;202305291520;25.10;0.00;10.00;578.00;33.10;7.80;21.00;21.60;34.90;962.30;1013.30;1016.00;-;-;-;-;-;-;-;-
LAE;202305291520;19.80;-;10.00;594.00;35.80;4.20;28.00;24.10;38.50;920.20;-;1018.10;1524.40;-;-;-;-;-;-;-
MAG;202305291520;24.80;0.00;7.00;505.00;50.40;13.80;272.00;8.60;17.60;989.90;1013.20;1014.30;-;-;-;-;-;-;-;-
MAS;202305291520;22.80;0.00;-;-;40.00;8.50;4.00;25.90;46.80;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291520;25.10;0.00;10.00;614.00;34.30;8.30;42.00;31.00;47.50;963.20;1012.00;1014.60;-;-;-;-;-;-;-;-
MTR;202305291520;10.30;-;1.00;317.00;73.40;5.80;139.00;5.80;13.00;783.50;-;1022.10;1506.20;-;-;-;-;-;-;-
MER;202305291520;22.80;0.00;0.00;126.00;39.20;8.20;282.00;11.50;26.30;946.40;1012.20;1015.40;-;-;-;-;-;-;-;-
MOB;202305291520;22.30;0.00;-;-;41.40;8.60;322.00;16.60;31.00;917.60;-;1014.60;1500.70;-;-;-;-;-;-;-
MVE;202305291520;19.90;0.00;9.00;620.00;39.70;5.80;273.00;10.40;23.40;856.90;-;1017.20;1494.00;-;-;-;-;-;-;-
GEN;202305291520;13.20;0.00;2.00;278.00;78.50;9.50;206.00;3.20;7.60;841.20;-;1020.40;1513.60;-;-;-;-;-;-;-
MRP;202305291520;6.40;-;10.00;690.00;45.40;-4.50;81.00;3.20;7.60;719.00;-;1023.60;-;3106.50;-;-;-;-;-;-
MOA;202305291520;24.80;0.00;10.00;578.00;31.90;7.00;31.00;15.80;27.00;962.90;1013.70;1016.40;-;-;-;-;-;-;-;-
MTE;202305291520;17.50;0.00;1.00;246.00;34.90;1.80;5.00;9.00;17.60;841.10;-;1017.80;1490.80;-;-;-;-;-;-;-
MOE;202305291520;24.60;0.00;10.00;603.00;28.40;5.10;104.00;20.90;33.50;975.40;1014.30;1016.10;-;-;-;-;-;-;-;-
MUB;202305291520;24.30;0.00;10.00;622.00;33.20;7.10;34.00;14.00;34.60;958.90;1012.70;1015.50;-;-;-;-;-;-;-;-
NAS;202305291520;9.20;-;5.00;391.00;46.30;-1.70;5.00;23.40;31.00;765.00;-;1022.00;-;3111.70;-;-;-;-;-;-
NAP;202305291520;17.60;0.00;10.00;602.00;48.20;6.50;349.00;15.50;34.60;861.00;-;1019.60;1515.30;-;-;-;-;-;-;-
NEU;202305291520;24.80;0.00;10.00;601.00;27.90;5.00;81.00;26.60;43.20;958.30;1012.50;1015.40;-;-;-;-;-;-;-;-
CGI;202305291520;24.70;0.00;10.00;603.00;31.40;6.60;46.00;28.80;42.80;960.10;1011.50;1014.10;-;-;-;-;-;-;-;-
OBR;202305291520;24.80;0.00;-;-;35.90;8.70;355.00;20.50;38.50;967.60;1013.60;1016.00;-;-;-;-;-;-;-;-
AEG;202305291520;-;-;-;-;-;-;48.00;11.20;22.30;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291520;22.10;0.00;10.00;571.00;40.60;8.10;38.00;31.00;43.90;919.90;-;1015.80;1511.00;-;-;-;-;-;-;-
BEH;202305291520;9.10;0.00;0.00;209.00;72.90;4.50;156.00;13.70;23.00;776.80;-;1022.30;1507.20;-;-;-;-;-;-;-
PAY;202305291520;24.50;0.00;10.00;597.00;31.10;6.30;41.00;20.50;35.30;957.50;1012.30;1015.10;-;-;-;-;-;-;-;-
PIL;202305291520;10.50;0.00;6.00;463.00;64.50;4.10;34.00;31.00;42.50;792.10;-;1022.30;1511.50;-;-;-;-;-;-;-
PIO;202305291520;18.40;0.00;0.00;189.00;59.40;10.40;81.00;15.80;26.60;902.80;-;1016.60;1504.90;-;-;-;-;-;-;-
COV;202305291520;0.50;0.00;1.00;264.00;89.70;-1.00;318.00;13.00;16.20;683.20;-;1025.30;-;3106.80;-;-;-;-;-;-
PMA;202305291520;4.90;0.00;3.00;354.00;77.90;1.40;317.00;9.40;16.20;738.90;-;1023.50;-;3108.90;-;-;-;-;-;-
PLF;202305291520;19.50;0.00;10.00;625.00;41.30;6.00;58.00;18.70;36.70;897.80;-;1017.50;1512.50;-;-;-;-;-;-;-
ROB;202305291520;17.40;0.00;3.00;241.00;62.00;10.10;226.00;9.70;18.70;894.20;-;1017.80;1510.70;-;-;-;-;-;-;-
PUY;202305291520;25.50;0.00;10.00;596.00;32.90;8.00;36.00;14.00;34.90;960.20;1011.10;1013.90;-;-;-;-;-;-;-;-
QUI;202305291520;-;-;-;-;-;-;268.00;5.80;14.80;965.50;-;1015.10;-;-;-;-;-;-;-;-
ROE;202305291520;12.50;0.00;10.00;661.00;62.10;5.40;213.00;5.40;9.40;811.30;-;1020.60;1503.20;-;-;-;-;-;-;-
RUE;202305291520;23.00;0.00;10.00;600.00;30.10;4.60;52.00;20.50;35.60;945.60;-;1017.30;1532.80;-;-;-;-;-;-;-
SBE;202305291520;10.20;0.50;0.00;54.00;93.80;9.20;359.00;3.20;6.10;837.50;-;1020.70;1516.50;-;-;-;-;-;-;-
HAI;202305291520;22.80;0.00;10.00;572.00;33.60;6.00;47.00;18.70;31.30;934.50;-;1018.30;1538.00;-;-;-;-;-;-;-
SAM;202305291520;13.20;0.00;0.00;202.00;58.40;5.20;188.00;13.70;24.50;829.10;-;1019.30;1499.80;-;-;-;-;-;-;-
SAG;202305291520;22.00;0.00;-;-;38.70;7.30;40.00;16.60;31.30;925.60;-;1017.40;1525.40;-;-;-;-;-;-;-
SHA;202305291520;24.70;0.00;10.00;597.00;21.40;1.20;60.00;24.50;47.90;965.10;1014.50;1017.00;-;-;-;-;-;-;-;-
SRS;202305291520;23.20;0.00;-;-;40.30;9.00;278.00;17.30;39.60;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291520;-;-;-;-;-;-;70.00;17.60;29.20;967.80;-;1016.00;-;-;-;-;-;-;-;-
SPF;202305291520;22.60;0.00;10.00;602.00;35.70;6.70;20.00;25.60;40.00;930.50;-;1017.20;1526.40;-;-;-;-;-;-;-
SCU;202305291520;19.80;0.00;10.00;610.00;37.10;4.70;53.00;10.10;15.10;869.50;-;1017.30;1500.50;-;-;-;-;-;-;-
SIA;202305291520;10.90;0.00;0.00;180.00;80.20;7.60;257.00;14.40;26.30;820.20;-;1020.20;1505.90;-;-;-;-;-;-;-
SIM;202305291520;16.80;0.00;10.00;643.00;51.50;6.80;171.00;13.00;25.90;853.00;-;1018.60;1503.10;-;-;-;-;-;-;-
SIO;202305291520;26.90;0.00;10.00;606.00;36.10;10.60;253.00;30.20;43.20;955.20;1008.50;1011.80;-;-;-;-;-;-;-;-
PRE;202305291520;-;-;-;-;-;-;36.00;25.90;38.50;-;-;-;-;-;-;-;-;-;-;-
STC;202305291520;-;-;10.00;686.00;-;-;-;-;-;-;-;-;-;-;91.00;24.50;38.20;22.20;26.60;2.10
STG;202305291520;21.60;0.00;10.00;564.00;37.00;6.30;46.00;14.40;27.70;927.90;-;1018.20;1531.60;-;-;-;-;-;-;-
SMM;202305291520;17.50;0.00;0.00;201.00;47.90;6.30;36.00;6.80;13.30;861.20;-;1017.70;1498.90;-;-;-;-;-;-;-
SBO;202305291520;23.80;0.00;10.00;519.00;50.80;13.00;253.00;4.70;11.20;973.50;1013.40;1015.20;-;-;-;-;-;-;-;-
STK;202305291520;-;-;-;-;-;-;44.00;28.80;38.90;969.60;-;1016.70;-;-;-;-;-;-;-;-
SAE;202305291520;4.40;0.00;4.00;396.00;87.70;2.50;44.00;18.40;27.40;755.70;-;1023.90;-;3114.10;-;-;-;-;-;-
THU;202305291520;24.40;0.00;6.00;493.00;37.40;8.90;55.00;13.70;26.30;948.60;1012.00;1015.40;-;-;-;-;-;-;-;-
TIT;202305291520;1.10;-;0.00;312.00;95.10;0.40;30.00;8.60;16.60;701.40;-;1025.50;-;3113.90;-;-;-;-;-;-
UEB;202305291520;-;-;10.00;584.00;-;-;-;-;-;-;-;-;-;-;60.00;39.60;48.20;18.60;34.00;2.40
ULR;202305291520;18.70;0.00;4.00;354.00;40.80;5.10;58.00;15.10;25.60;865.30;-;1017.60;1500.30;-;-;-;-;-;-;-
VAD;202305291520;24.90;0.00;10.00;596.00;34.10;8.00;342.00;17.60;37.10;961.90;1013.20;1015.90;-;-;-;-;-;-;-;-
VAB;202305291520;14.90;0.00;9.00;627.00;55.60;6.10;332.00;26.60;41.00;843.90;-;1019.70;1508.20;-;-;-;-;-;-;-
VLS;202305291520;19.00;0.00;0.00;220.00;41.20;5.50;57.00;4.70;21.60;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291520;26.50;0.00;10.00;608.00;32.70;8.80;7.00;10.10;28.40;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291520;17.20;0.00;0.00;122.00;62.30;9.90;229.00;7.60;13.70;893.50;-;1018.30;1514.10;-;-;-;-;-;-;-
VIT;202305291520;21.60;0.00;-;-;38.50;6.90;49.00;28.40;46.40;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291520;26.90;0.00;10.00;648.00;24.50;4.90;123.00;20.20;32.80;937.90;-;1012.50;1503.00;-;-;-;-;-;-;-
WFJ;202305291520;5.00;0.00;7.00;662.00;84.10;2.50;345.00;29.20;38.50;738.50;-;1023.50;-;3109.00;-;-;-;-;-;-
WYN;202305291520;25.10;0.00;10.00;602.00;31.10;6.80;48.00;25.20;37.40;966.00;1013.50;1016.00;-;-;-;-;-;-;-;-
WAE;202305291520;24.20;0.00;10.00;583.00;37.90;9.00;56.00;20.20;30.60;959.10;1013.60;1016.40;-;-;-;-;-;-;-;-
PSI;202305291520;26.70;0.00;10.00;581.00;22.50;3.60;-;-;-;976.70;1014.40;1016.50;-;-;50.00;21.20;34.20;24.80;22.70;-
ZER;202305291520;17.30;0.00;8.00;505.00;33.20;1.00;46.00;14.40;21.60;835.10;-;1017.90;1488.30;-;-;-;-;-;-;-
REH;202305291520;24.50;0.00;10.00;583.00;28.80;5.20;41.00;14.40;27.70;964.20;1014.10;1016.70;-;-;-;-;-;-;-;-
SMA;202305291520;23.90;0.00;10.00;587.00;29.80;5.20;43.00;12.60;31.00;951.50;1013.70;1016.90;-;-;-;-;-;21.30;31.30;3.60
KLO;202305291520;24.40;0.00;10.00;567.00;31.50;6.40;50.00;25.20;39.60;966.20;1014.30;1016.70;-;-;-;-;-;-;-;-
PFA;202305291520;23.30;0.00;10.00;567.00;34.10;6.60;56.00;25.20;37.10;953.70;1013.90;1016.90;-;-;-;-;-;-;-;-
