Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
BEZ;202305291530;25.50;0.00;10.00;554.00;24.80;3.90;49.00;10.10;30.60;977.50;1014.40;1016.30;-;-;-;-;-;-;-;-
BIA;202305291530;22.80;0.00;7.00;458.00;64.40;15.70;162.00;9.00;18.00;980.90;1012.70;1014.00;-;-;-;-;-;-;-;-
BIN;202305291530;18.30;0.00;-;-;41.20;4.90;47.00;11.90;22.00;-;-;-;-;-;-;-;-;-;-;-
BIZ;202305291530;24.00;0.00;10.00;519.00;31.80;6.20;55.00;18.70;29.20;957.20;1014.10;1016.90;-;-;-;-;-;-;-;-
BIV;202305291530;14.10;0.00;-;-;52.90;4.60;266.00;21.20;29.90;-;-;-;-;-;-;-;-;-;-;-
BIE;202305291530;23.00;0.00;10.00;613.00;33.50;6.10;35.00;18.00;33.80;935.80;-;1015.50;1515.40;-;-;-;-;-;-;-
BLA;202305291530;19.10;0.00;10.00;611.00;30.60;1.40;29.00;11.20;21.20;845.60;-;1018.00;1494.20;-;-;-;-;-;-;-
BOL;202305291530;22.60;0.00;10.00;553.00;42.20;9.10;44.00;24.50;36.40;920.80;-;1015.80;1512.30;-;-;-;-;-;-;-
BOU;202305291530;24.00;-;-;-;42.00;10.30;262.00;15.50;21.20;968.90;1011.10;1013.10;-;-;-;-;-;-;-;-
BRZ;202305291530;-;0.00;-;-;-;-;79.00;19.40;28.40;948.70;-;1015.20;-;-;-;-;-;-;-;-
BUS;202305291530;24.80;0.00;10.00;577.00;29.60;5.90;37.00;15.80;35.60;970.40;1014.10;1016.30;-;-;-;-;-;-;-;-
BUF;202305291530;14.50;0.00;10.00;501.00;39.80;1.00;291.00;10.40;23.00;803.80;-;1020.30;1494.10;-;-;-;-;-;-;-
FRE;202305291530;18.00;0.00;10.00;627.00;38.70;3.70;63.00;16.90;28.80;881.30;-;1018.70;1515.40;-;-;-;-;-;-;-
CEV;202305291530;23.20;0.00;10.00;461.00;50.00;12.20;216.00;21.60;35.60;964.60;1012.20;1014.30;-;-;-;-;-;-;-;-
CHZ;202305291530;24.40;0.00;10.00;541.00;34.80;7.90;51.00;16.20;27.40;963.90;1013.70;1016.20;-;-;-;-;-;-;-;-
CHA;202305291530;15.80;0.00;10.00;621.00;41.10;2.60;41.00;30.20;43.60;841.80;-;1020.40;1513.20;-;-;-;-;-;-;-
CHM;202305291530;18.90;0.00;10.00;591.00;38.80;4.60;83.00;18.00;31.70;888.50;-;1018.40;1516.00;-;-;-;-;-;-;-
CHU;202305291530;24.80;0.00;10.00;544.00;35.00;8.30;28.00;22.70;38.20;949.80;1011.60;1015.10;-;-;-;-;-;-;-;-
CHD;202305291530;22.00;0.00;8.00;459.00;48.10;10.50;355.00;4.30;14.00;898.30;-;1016.20;1506.70;-;-;-;-;-;-;-
CIM;202305291530;13.10;0.00;2.00;376.00;71.60;8.10;121.00;6.10;9.00;834.70;-;1020.10;1509.10;-;-;-;-;-;-;-
CDM;202305291530;17.50;0.00;-;-;55.20;8.40;351.00;13.00;19.80;-;-;-;-;-;-;-;-;-;-;-
GSB;202305291530;8.50;0.00;7.00;505.00;57.80;0.70;288.00;12.20;23.80;755.20;-;1022.50;-;3111.60;-;-;-;-;-;-
COY;202305291530;22.60;0.00;-;-;29.50;3.90;70.00;23.80;43.90;-;-;-;-;-;-;-;-;-;-;-
CMA;202305291530;6.00;-;10.00;579.00;74.80;1.90;5.00;36.00;47.20;755.60;-;1022.60;-;3106.70;-;-;-;-;-;-
CRM;202305291530;24.20;0.00;10.00;568.00;37.00;8.60;61.00;19.10;31.00;964.40;1012.80;1015.20;-;-;-;-;-;-;-;-
DAV;202305291530;16.80;0.00;10.00;631.00;45.00;4.80;339.00;16.20;33.80;840.80;-;1019.20;1502.70;-;-;-;-;-;-;-
DEM;202305291530;25.60;0.00;10.00;561.00;26.90;5.20;57.00;18.40;31.70;964.00;1013.20;1015.80;-;-;-;-;-;-;-;-
DIS;202305291530;20.00;0.00;8.00;504.00;37.80;5.20;73.00;12.60;23.00;880.90;-;1017.30;1505.50;-;-;-;-;-;-;-
EBK;202305291530;22.80;0.00;10.00;535.00;35.00;6.60;38.00;14.40;29.20;944.30;-;1017.30;1531.70;-;-;-;-;-;-;-
EGH;202305291530;5.10;-;2.00;193.00;64.90;-0.90;160.00;2.50;9.40;718.80;-;1024.10;-;3109.30;-;-;-;-;-;-
EGO;202305291530;23.40;0.00;10.00;557.00;33.30;6.40;65.00;27.00;39.20;955.00;1013.60;1016.40;-;-;-;-;-;-;-;-
EIN;202305291530;20.10;0.00;10.00;506.00;41.70;6.70;52.00;17.60;29.20;912.90;-;1018.10;1523.50;-;-;-;-;-;-;-
ELM;202305291530;20.10;0.00;0.00;205.00;44.80;7.70;342.00;6.80;18.00;907.00;-;1017.30;1515.20;-;-;-;-;-;-;-
ENG;202305291530;19.90;0.00;3.00;354.00;46.10;8.00;261.00;15.10;32.00;899.10;-;1018.10;1518.80;-;-;-;-;-;-;-
EVI;202305291530;25.10;0.00;10.00;597.00;42.30;11.40;330.00;20.20;33.10;957.00;1010.80;1013.70;-;-;-;-;-;-;-;-
EVO;202305291530;16.20;0.00;10.00;705.00;40.00;2.60;255.00;10.40;16.90;817.00;-;1019.20;1490.50;-;-;-;-;-;-;-
FAH;202305291530;22.80;0.00;10.00;596.00;41.50;9.00;34.00;12.60;26.60;947.20;1014.00;1017.20;-;-;-;-;-;-;-;-
FLU;202305291530;20.30;0.00;-;-;40.30;6.40;5.00;21.20;35.60;-;-;-;-;-;-;-;-;-;-;-
GRA;202305291530;23.30;0.00;10.00;601.00;36.30;7.50;45.00;27.40;49.30;939.50;-;1015.50;1517.10;-;-;-;-;-;-;-
FRU;202305291530;22.70;0.00;9.00;520.00;44.50;10.00;24.00;15.10;26.30;-;-;-;-;-;-;-;-;-;-;-
GVE;202305291530;25.70;0.00;10.00;569.00;32.50;8.00;37.00;22.70;37.80;965.30;1011.40;1013.90;-;-;-;-;-;-;-;-
GES;202305291530;23.50;0.00;-;-;40.10;9.20;7.00;11.90;24.80;-;-;-;-;-;-;-;-;-;-;-
GIH;202305291530;23.40;0.00;0.00;221.00;43.80;10.40;47.00;11.90;25.90;960.20;1013.30;1015.80;-;-;-;-;-;-;-;-
GLA;202305291530;24.60;0.00;8.00;457.00;38.70;9.60;321.00;18.00;30.20;954.90;1012.70;1015.70;-;-;-;-;-;-;-;-
GOR;202305291530;4.00;-;7.00;498.00;58.20;-3.50;74.00;7.20;14.40;697.80;-;1024.70;-;3105.80;-;-;-;-;-;-
GRE;202305291530;24.80;0.00;10.00;576.00;31.70;6.90;47.00;24.50;36.70;965.00;1013.10;1015.60;-;-;-;-;-;-;-;-
GRH;202305291530;11.30;0.00;10.00;624.00;69.20;5.90;357.00;17.30;31.30;805.50;-;1021.40;1509.60;-;-;-;-;-;-;-
GRO;202305291530;24.30;0.00;10.00;652.00;56.10;15.00;27.00;7.60;10.80;976.30;1013.00;1014.70;-;-;-;-;-;-;-;-
GRC;202305291530;19.30;0.00;10.00;622.00;34.50;3.30;-;-;-;838.70;-;1018.00;1490.50;-;-;-;-;-;-;-
GOS;202305291530;20.60;0.00;-;-;44.40;8.10;358.00;19.40;40.30;907.30;-;1016.80;1511.70;-;-;-;-;-;-;-
GOE;202305291530;24.80;0.00;10.00;561.00;32.50;7.20;69.00;15.50;33.50;970.80;1013.80;1015.90;-;-;-;-;-;-;-;-
GUE;202305291530;9.70;0.00;9.00;604.00;70.10;4.50;336.00;27.40;39.60;774.10;-;1022.20;1503.00;-;-;-;-;-;-;-
GUT;202305291530;23.80;0.00;10.00;542.00;35.30;7.60;39.00;19.10;31.70;964.80;1014.50;1016.80;-;-;-;-;-;-;-;-
HLL;202305291530;24.60;0.00;10.00;571.00;27.70;4.70;82.00;0.40;1.10;967.20;1014.40;1016.80;-;-;-;-;-;-;-;-
HOE;202305291530;17.80;0.00;10.00;562.00;48.50;6.80;52.00;13.30;36.40;889.70;-;1019.40;1523.10;-;-;-;-;-;-;-
ILZ;202305291530;23.80;0.00;2.00;203.00;34.50;7.20;-;-;-;933.80;-;1015.10;1513.80;-;-;-;-;-;-;-
INT;202305291530;24.80;0.00;10.00;558.00;37.50;9.30;33.00;19.10;27.40;947.20;1011.30;1014.90;-;-;-;-;-;-;-;-
JUN;202305291530;-0.40;-;10.00;663.00;77.40;-3.90;143.00;4.70;10.40;660.60;-;1026.70;-;3109.60;-;-;-;-;-;-
KOP;202305291530;24.80;0.00;10.00;570.00;29.50;5.80;56.00;23.80;34.60;959.10;1013.40;1016.30;-;-;-;-;-;-;-;-
BRL;202305291530;19.70;0.00;10.00;586.00;41.50;6.30;48.00;23.40;38.50;897.50;-;1018.00;1517.10;-;-;-;-;-;-;-
CDF;202305291530;20.00;0.00;10.00;591.00;35.30;4.20;44.00;23.80;42.50;901.00;-;1018.00;1518.40;-;-;-;-;-;-;-
DOL;202305291530;13.50;0.00;10.00;614.00;43.70;1.40;80.00;36.00;49.70;833.00;-;1019.20;1500.30;-;-;-;-;-;-;-
LAC;202305291530;24.00;0.00;-;-;37.90;8.80;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291530;22.60;0.00;10.00;564.00;36.60;7.00;119.00;12.60;29.50;930.40;-;1017.00;1524.90;-;-;-;-;-;-;-
MLS;202305291530;13.40;0.00;10.00;598.00;65.20;7.00;15.00;21.20;40.00;803.50;-;1020.70;1499.10;-;-;-;-;-;-;-
LEI;202305291530;25.20;0.00;10.00;573.00;26.20;4.50;95.00;14.40;27.40;975.60;1014.20;1016.20;-;-;-;-;-;-;-;-
ATT;202305291530;5.40;-;0.00;224.00;85.10;3.10;226.00;8.60;13.30;732.60;-;1023.20;-;3106.10;-;-;-;-;-;-
CHB;202305291530;19.10;0.00;-;-;37.60;4.30;36.00;29.90;49.00;897.50;-;1017.40;1511.10;-;-;-;-;-;-;-
DIA;202305291530;3.40;-;0.00;88.00;97.00;3.00;27.00;14.00;24.80;712.30;-;1024.10;-;3106.20;-;-;-;-;-;-
MAR;202305291530;19.60;0.00;-;-;53.00;9.80;41.00;4.00;12.20;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291530;23.50;0.00;6.00;513.00;46.50;11.40;235.00;10.40;20.90;970.80;1013.10;1015.00;-;-;-;-;-;-;-;-
LUG;202305291530;22.70;0.00;10.00;553.00;56.60;13.60;192.00;7.20;13.30;979.30;1013.60;1015.00;-;-;-;-;-;-;-;-
LUZ;202305291530;24.90;0.00;10.00;571.00;31.90;7.00;23.00;20.90;33.80;962.30;1013.30;1016.00;-;-;-;-;-;-;-;-
LAE;202305291530;19.80;-;10.00;569.00;36.40;4.50;26.00;22.30;37.40;920.20;-;1018.10;1524.40;-;-;-;-;-;-;-
MAG;202305291530;24.30;0.00;1.00;312.00;49.60;13.10;264.00;9.40;16.60;989.90;1013.30;1014.30;-;-;-;-;-;-;-;-
MAS;202305291530;22.70;0.00;-;-;39.50;8.20;3.00;28.10;46.10;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291530;25.10;0.00;10.00;586.00;34.30;8.30;43.00;28.10;41.80;963.20;1012.00;1014.60;-;-;-;-;-;-;-;-
MTR;202305291530;9.20;-;0.00;197.00;69.80;4.00;100.00;6.80;13.30;783.50;-;1022.10;1509.00;-;-;-;-;-;-;-
MER;202305291530;23.00;0.00;2.00;226.00;36.80;7.50;283.00;15.80;34.90;946.40;1012.10;1015.40;-;-;-;-;-;-;-;-
MOB;202305291530;22.40;0.00;-;-;42.30;9.00;317.00;15.10;28.80;917.60;-;1014.60;1501.00;-;-;-;-;-;-;-
MVE;202305291530;19.30;0.00;10.00;601.00;38.60;4.90;308.00;9.00;23.40;856.80;-;1017.10;1492.80;-;-;-;-;-;-;-
GEN;202305291530;13.60;0.00;6.00;375.00;78.90;10.00;158.00;3.60;9.00;841.30;-;1020.50;1514.40;-;-;-;-;-;-;-
MRP;202305291530;6.40;-;10.00;569.00;44.40;-4.80;60.00;6.80;14.00;719.00;-;1023.60;-;3106.50;-;-;-;-;-;-
MOA;202305291530;24.80;0.00;10.00;552.00;31.30;6.70;23.00;18.00;29.20;962.90;1013.70;1016.40;-;-;-;-;-;-;-;-
MTE;202305291530;18.00;0.00;10.00;581.00;34.60;2.20;347.00;10.40;15.80;841.10;-;1017.80;1490.60;-;-;-;-;-;-;-
MOE;202305291530;24.50;0.00;10.00;578.00;29.70;5.70;104.00;21.20;32.00;975.40;1014.30;1016.10;-;-;-;-;-;-;-;-
MUB;202305291530;24.10;0.00;10.00;593.00;32.80;6.70;45.00;16.90;37.10;958.90;1012.80;1015.50;-;-;-;-;-;-;-;-
NAS;202305291530;9.60;-;10.00;612.00;46.60;-1.30;6.00;19.10;27.70;765.10;-;1022.10;-;3113.80;-;-;-;-;-;-
NAP;202305291530;16.60;0.00;10.00;576.00;47.90;5.50;343.00;16.60;35.30;861.10;-;1019.80;1515.80;-;-;-;-;-;-;-
NEU;202305291530;24.80;0.00;10.00;572.00;27.90;5.00;71.00;24.10;41.40;958.30;1012.50;1015.40;-;-;-;-;-;-;-;-
CGI;202305291530;24.80;0.00;10.00;580.00;30.10;6.10;39.00;26.30;40.00;960.10;1011.40;1014.10;-;-;-;-;-;-;-;-
OBR;202305291530;24.60;0.00;-;-;35.80;8.50;355.00;20.90;39.20;967.50;1013.60;1015.90;-;-;-;-;-;-;-;-
AEG;202305291530;-;-;-;-;-;-;31.00;13.70;26.30;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291530;22.20;0.00;10.00;545.00;40.20;8.00;29.00;31.00;48.20;919.80;-;1015.70;1510.30;-;-;-;-;-;-;-
BEH;202305291530;9.00;0.00;0.00;264.00;77.50;5.30;142.00;15.10;19.80;776.80;-;1022.30;1507.50;-;-;-;-;-;-;-
PAY;202305291530;24.50;0.00;10.00;566.00;32.20;6.80;46.00;19.80;35.30;957.40;1012.20;1015.00;-;-;-;-;-;-;-;-
PIL;202305291530;10.00;0.00;8.00;576.00;64.60;3.60;36.00;27.00;39.20;792.00;-;1022.20;1511.50;-;-;-;-;-;-;-
PIO;202305291530;18.30;0.00;0.00;186.00;63.50;11.30;59.00;11.20;18.70;902.90;-;1016.70;1505.70;-;-;-;-;-;-;-
COV;202305291530;0.60;0.00;1.00;370.00;86.10;-1.50;332.00;12.60;15.10;683.30;-;1025.40;-;3107.90;-;-;-;-;-;-
PMA;202305291530;4.40;0.00;1.00;289.00;83.50;1.90;331.00;12.60;17.60;738.80;-;1023.30;-;3107.00;-;-;-;-;-;-
PLF;202305291530;19.80;0.00;10.00;600.00;43.00;6.90;61.00;16.20;31.00;897.90;-;1017.60;1514.00;-;-;-;-;-;-;-
ROB;202305291530;16.60;0.00;0.00;60.00;70.30;11.20;236.00;6.10;17.60;894.50;-;1018.10;1512.20;-;-;-;-;-;-;-
PUY;202305291530;25.50;0.00;10.00;569.00;33.00;8.10;33.00;14.00;44.30;960.20;1011.10;1013.90;-;-;-;-;-;-;-;-
QUI;202305291530;-;-;-;-;-;-;275.00;3.60;9.40;965.50;-;1015.10;-;-;-;-;-;-;-;-
ROE;202305291530;12.80;0.00;10.00;660.00;61.00;5.50;188.00;7.60;16.20;811.40;-;1020.70;1503.80;-;-;-;-;-;-;-
RUE;202305291530;22.90;0.00;10.00;579.00;26.40;2.60;62.00;20.20;35.30;945.60;-;1017.30;1532.40;-;-;-;-;-;-;-
SBE;202305291530;10.40;0.00;0.00;96.00;94.70;9.60;28.00;5.80;11.50;837.30;-;1020.50;1514.40;-;-;-;-;-;-;-
HAI;202305291530;22.70;0.00;10.00;543.00;33.50;5.80;47.00;20.50;34.20;934.50;-;1018.30;1537.70;-;-;-;-;-;-;-
SAM;202305291530;13.90;0.00;4.00;460.00;58.00;5.80;204.00;16.20;23.40;829.20;-;1019.40;1500.30;-;-;-;-;-;-;-
SAG;202305291530;21.90;0.00;-;-;38.30;7.10;52.00;17.60;33.50;925.60;-;1017.40;1525.10;-;-;-;-;-;-;-
SHA;202305291530;24.50;0.00;10.00;572.00;20.10;0.20;64.00;25.90;48.60;965.10;1014.50;1017.00;-;-;-;-;-;-;-;-
SRS;202305291530;23.40;0.00;-;-;41.60;9.60;280.00;15.80;30.20;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291530;-;-;-;-;-;-;72.00;17.30;34.60;967.80;-;1016.00;-;-;-;-;-;-;-;-
SPF;202305291530;22.60;0.00;10.00;573.00;35.10;6.40;22.00;26.60;42.80;930.50;-;1017.20;1526.40;-;-;-;-;-;-;-
SCU;202305291530;20.00;0.00;10.00;595.00;30.20;2.00;69.00;10.80;25.90;869.40;-;1017.20;1499.60;-;-;-;-;-;-;-
SIA;202305291530;11.70;0.00;5.00;413.00;78.80;8.10;259.00;15.10;25.20;820.20;-;1020.20;1505.00;-;-;-;-;-;-;-
SIM;202305291530;17.00;0.00;10.00;615.00;55.00;7.90;174.00;15.10;26.30;852.90;-;1018.50;1502.10;-;-;-;-;-;-;-
SIO;202305291530;26.90;0.00;10.00;579.00;35.50;10.40;249.00;29.20;40.70;955.20;1008.50;1011.80;-;-;-;-;-;-;-;-
PRE;202305291530;-;-;-;-;-;-;39.00;24.80;41.80;-;-;-;-;-;-;-;-;-;-;-
STC;202305291530;-;-;10.00;654.00;-;-;-;-;-;-;-;-;-;-;102.00;21.20;30.20;22.20;25.20;1.40
STG;202305291530;21.50;0.00;10.00;537.00;38.10;6.60;14.00;17.30;32.00;927.90;-;1018.20;1531.30;-;-;-;-;-;-;-
SMM;202305291530;17.60;0.00;1.00;247.00;48.50;6.60;49.00;5.40;10.10;861.20;-;1017.70;1498.90;-;-;-;-;-;-;-
SBO;202305291530;24.20;0.00;10.00;490.00;52.70;13.90;220.00;2.90;7.20;973.50;1013.40;1015.20;-;-;-;-;-;-;-;-
STK;202305291530;-;-;-;-;-;-;43.00;28.40;35.30;969.70;-;1016.80;-;-;-;-;-;-;-;-
SAE;202305291530;4.70;0.00;1.00;357.00;87.00;2.70;36.00;18.40;25.90;755.70;-;1023.90;-;3114.80;-;-;-;-;-;-
THU;202305291530;23.80;0.00;0.00;228.00;38.10;8.70;55.00;11.50;21.20;948.60;1012.20;1015.40;-;-;-;-;-;-;-;-
TIT;202305291530;0.90;-;0.00;230.00;100.00;0.90;10.00;7.20;19.10;701.40;-;1025.50;-;3113.90;-;-;-;-;-;-
UEB;202305291530;-;-;10.00;556.00;-;-;-;-;-;-;-;-;-;-;58.00;40.30;54.40;18.70;34.30;2.70
ULR;202305291530;19.20;0.00;7.00;446.00;39.50;5.10;62.00;13.30;25.60;865.30;-;1017.60;1500.50;-;-;-;-;-;-;-
VAD;202305291530;24.70;0.00;10.00;571.00;34.00;7.80;341.00;16.60;31.70;961.90;1013.20;1015.90;-;-;-;-;-;-;-;-
VAB;202305291530;14.40;0.00;3.00;330.00;56.40;5.80;336.00;28.40;41.80;843.90;-;1019.70;1508.30;-;-;-;-;-;-;-
VLS;202305291530;18.90;0.00;0.00;182.00;42.20;5.80;20.00;5.80;20.90;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291530;26.40;0.00;10.00;570.00;33.50;9.10;11.00;6.80;22.70;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291530;16.70;0.10;0.00;64.00;65.30;10.20;201.00;8.30;14.80;893.60;-;1018.40;1514.30;-;-;-;-;-;-;-
VIT;202305291530;21.70;0.00;-;-;38.70;7.00;45.00;27.00;43.60;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291530;27.20;0.00;10.00;618.00;22.60;4.00;106.00;22.30;36.40;937.80;-;1012.40;1503.00;-;-;-;-;-;-;-
WFJ;202305291530;5.00;0.00;9.00;641.00;84.70;2.60;341.00;31.00;41.00;738.40;-;1023.30;-;3108.00;-;-;-;-;-;-
WYN;202305291530;24.90;0.00;10.00;567.00;31.70;6.90;41.00;24.50;36.00;966.00;1013.50;1016.00;-;-;-;-;-;-;-;-
WAE;202305291530;24.20;0.00;10.00;561.00;37.50;8.80;52.00;21.20;34.60;959.10;1013.60;1016.40;-;-;-;-;-;-;-;-
PSI;202305291530;26.60;0.00;10.00;551.00;23.20;3.90;-;-;-;976.70;1014.40;1016.50;-;-;55.00;22.00;37.80;24.80;22.90;-
ZER;202305291530;17.10;0.00;5.00;434.00;33.20;0.80;44.00;15.80;29.90;835.10;-;1017.90;1488.40;-;-;-;-;-;-;-
REH;202305291530;24.50;0.00;10.00;557.00;32.60;7.00;38.00;13.30;28.40;964.20;1014.10;1016.70;-;-;-;-;-;-;-;-
SMA;202305291530;23.60;0.00;10.00;558.00;30.50;5.30;55.00;15.80;32.80;951.50;1013.80;1016.90;-;-;-;-;-;21.20;31.10;3.50
KLO;202305291530;24.40;0.00;10.00;544.00;32.40;6.80;38.00;28.80;39.20;966.20;1014.30;1016.70;-;-;-;-;-;-;-;-
PFA;202305291530;23.40;0.00;10.00;541.00;33.30;6.40;63.00;22.70;39.20;953.70;1013.90;1016.90;-;-;-;-;-;-;-;-
