Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
BOU;202305291540;23.10;-;-;-;48.20;11.60;269.00;14.00;19.80;968.90;1011.30;1013.10;-;-;-;-;-;-;-;-
BRZ;202305291540;-;0.00;-;-;-;-;71.00;23.40;39.60;948.70;-;1015.20;-;-;-;-;-;-;-;-
BUS;202305291540;24.70;0.00;10.00;555.00;30.10;6.00;32.00;14.80;33.10;970.40;1014.10;1016.30;-;-;-;-;-;-;-;-
BUF;202305291540;14.10;0.00;0.00;129.00;39.10;0.40;307.00;4.30;11.50;803.70;-;1020.20;1493.70;-;-;-;-;-;-;-
FRE;202305291540;18.30;0.00;10.00;602.00;41.80;5.10;70.00;20.50;34.90;881.30;-;1018.70;1515.70;-;-;-;-;-;-;-
CEV;202305291540;23.00;0.00;10.00;483.00;49.60;11.90;222.00;24.80;37.10;964.70;1012.30;1014.40;-;-;-;-;-;-;-;-
CHZ;202305291540;24.20;0.00;10.00;514.00;33.80;7.30;46.00;20.20;33.80;963.80;1013.60;1016.10;-;-;-;-;-;-;-;-
CHA;202305291540;15.20;0.00;10.00;593.00;38.50;1.20;43.00;32.40;50.80;841.80;-;1020.40;1513.30;-;-;-;-;-;-;-
CHM;202305291540;18.90;0.00;10.00;565.00;30.00;1.00;87.00;17.30;32.80;888.50;-;1018.40;1516.00;-;-;-;-;-;-;-
CHU;202305291540;24.80;0.00;10.00;521.00;32.70;7.30;24.00;23.00;48.20;949.80;1011.60;1015.10;-;-;-;-;-;-;-;-
CHD;202305291540;21.60;0.00;10.00;626.00;42.20;8.20;6.00;5.80;13.30;898.40;-;1016.30;1506.90;-;-;-;-;-;-;-
CIM;202305291540;13.10;0.00;0.00;319.00;73.90;8.60;116.00;6.50;10.40;834.70;-;1020.10;1509.10;-;-;-;-;-;-;-
CDM;202305291540;17.40;0.00;-;-;55.00;8.30;350.00;11.90;25.60;-;-;-;-;-;-;-;-;-;-;-
GSB;202305291540;8.10;0.00;6.00;459.00;59.70;0.70;296.00;7.20;28.80;755.30;-;1022.60;-;3111.70;-;-;-;-;-;-
COY;202305291540;22.40;-;-;-;29.40;3.70;58.00;26.30;54.40;-;-;-;-;-;-;-;-;-;-;-
CMA;202305291540;6.10;-;10.00;553.00;74.90;2.00;8.00;35.30;47.20;755.70;-;1022.70;-;3108.00;-;-;-;-;-;-
CRM;202305291540;24.30;0.00;10.00;544.00;33.90;7.40;72.00;22.70;34.60;964.30;1012.70;1015.10;-;-;-;-;-;-;-;-
DAV;202305291540;16.60;0.00;10.00;591.00;46.50;5.10;330.00;17.30;29.50;840.70;-;1019.10;1501.70;-;-;-;-;-;-;-
DEM;202305291540;25.60;0.00;10.00;537.00;26.70;5.10;68.00;18.40;33.10;964.00;1013.20;1015.80;-;-;-;-;-;-;-;-
DIS;202305291540;20.40;0.00;10.00;587.00;34.80;4.40;82.00;13.70;24.80;881.00;-;1017.40;1506.90;-;-;-;-;-;-;-
EBK;202305291540;22.70;0.00;10.00;506.00;34.50;6.30;29.00;11.90;24.80;944.30;-;1017.30;1531.30;-;-;-;-;-;-;-
EGH;202305291540;5.80;-;10.00;600.00;62.20;-0.90;187.00;2.90;9.00;718.70;-;1024.00;-;3108.70;-;-;-;-;-;-
EGO;202305291540;23.40;0.00;10.00;530.00;32.10;5.80;55.00;22.30;37.80;955.00;1013.60;1016.40;-;-;-;-;-;-;-;-
EIN;202305291540;20.10;0.00;10.00;518.00;42.00;6.80;55.00;14.80;23.80;912.90;-;1018.10;1523.50;-;-;-;-;-;-;-
ELM;202305291540;20.60;0.00;3.00;324.00;41.80;7.20;338.00;5.80;12.20;907.00;-;1017.30;1516.20;-;-;-;-;-;-;-
ENG;202305291540;19.40;0.00;0.00;148.00;45.20;7.20;242.00;16.90;31.70;899.10;-;1018.10;1517.90;-;-;-;-;-;-;-
EVI;202305291540;24.90;0.00;10.00;553.00;43.10;11.50;335.00;19.40;36.40;957.00;1010.80;1013.70;-;-;-;-;-;-;-;-
EVO;202305291540;15.90;0.00;7.00;584.00;39.10;2.00;266.00;9.40;20.50;817.00;-;1019.20;1490.80;-;-;-;-;-;-;-
FAH;202305291540;22.80;0.00;10.00;593.00;43.10;9.60;53.00;15.50;36.40;947.10;1013.90;1017.10;-;-;-;-;-;-;-;-
FLU;202305291540;20.50;0.00;-;-;39.50;6.30;360.00;18.40;31.30;-;-;-;-;-;-;-;-;-;-;-
GRA;202305291540;23.30;0.00;10.00;570.00;34.30;6.70;37.00;34.20;49.30;939.50;-;1015.50;1517.10;-;-;-;-;-;-;-
FRU;202305291540;22.70;0.00;10.00;519.00;44.40;10.00;47.00;18.40;30.20;-;-;-;-;-;-;-;-;-;-;-
GVE;202305291540;25.80;0.00;10.00;539.00;29.40;6.60;32.00;22.30;34.90;965.30;1011.30;1013.90;-;-;-;-;-;-;-;-
GES;202305291540;23.60;0.00;-;-;39.40;9.00;8.00;11.90;23.00;-;-;-;-;-;-;-;-;-;-;-
GIH;202305291540;23.20;0.00;0.00;166.00;44.30;10.40;46.00;13.30;26.60;960.20;1013.30;1015.80;-;-;-;-;-;-;-;-
GLA;202305291540;23.20;0.00;0.00;156.00;39.30;8.60;307.00;19.80;29.90;954.90;1012.90;1015.70;-;-;-;-;-;-;-;-
GOR;202305291540;3.60;-;3.00;427.00;60.70;-3.30;112.00;13.70;19.40;697.80;-;1024.70;-;3105.90;-;-;-;-;-;-
GRE;202305291540;24.60;0.00;10.00;546.00;31.40;6.50;67.00;25.90;40.30;965.00;1013.20;1015.60;-;-;-;-;-;-;-;-
GRH;202305291540;11.20;0.00;10.00;598.00;70.40;6.00;353.00;18.40;33.80;805.50;-;1021.40;1509.70;-;-;-;-;-;-;-
GRO;202305291540;24.30;0.00;9.00;555.00;54.30;14.50;8.00;10.80;20.20;976.30;1013.00;1014.70;-;-;-;-;-;-;-;-
GRC;202305291540;19.10;0.00;10.00;577.00;32.60;2.30;-;-;-;838.60;-;1017.90;1489.60;-;-;-;-;-;-;-
GOS;202305291540;20.50;0.00;-;-;44.50;8.00;354.00;20.20;42.50;907.30;-;1016.80;1511.50;-;-;-;-;-;-;-
GOE;202305291540;24.50;0.00;10.00;534.00;31.70;6.60;54.00;16.90;28.80;970.80;1013.80;1015.90;-;-;-;-;-;-;-;-
GUE;202305291540;9.40;0.00;10.00;569.00;68.70;3.90;347.00;26.60;43.20;774.10;-;1022.20;1503.80;-;-;-;-;-;-;-
GUT;202305291540;23.80;0.00;10.00;518.00;33.90;7.00;32.00;19.80;32.80;964.80;1014.50;1016.80;-;-;-;-;-;-;-;-
HLL;202305291540;24.60;0.00;10.00;540.00;27.00;4.40;88.00;11.90;26.60;967.20;1014.40;1016.80;-;-;-;-;-;-;-;-
HOE;202305291540;18.00;0.00;10.00;531.00;47.80;6.80;60.00;6.80;21.60;889.70;-;1019.40;1523.40;-;-;-;-;-;-;-
ILZ;202305291540;23.40;0.00;0.00;121.00;34.70;7.00;-;-;-;933.90;-;1015.20;1513.60;-;-;-;-;-;-;-
INT;202305291540;24.60;0.00;10.00;544.00;38.60;9.60;32.00;17.60;27.40;947.20;1011.40;1014.90;-;-;-;-;-;-;-;-
JUN;202305291540;-0.80;-;10.00;635.00;88.80;-2.40;120.00;5.80;12.20;660.60;-;1026.70;-;3110.30;-;-;-;-;-;-
KOP;202305291540;24.30;0.00;10.00;542.00;28.20;4.70;51.00;25.20;41.00;959.10;1013.50;1016.30;-;-;-;-;-;-;-;-
BRL;202305291540;19.60;0.00;10.00;556.00;44.00;7.00;53.00;28.40;47.50;897.50;-;1018.00;1516.90;-;-;-;-;-;-;-
CDF;202305291540;20.00;0.00;10.00;564.00;38.50;5.50;48.00;23.80;36.40;901.00;-;1018.00;1518.40;-;-;-;-;-;-;-
DOL;202305291540;13.40;0.00;10.00;588.00;42.90;1.10;81.00;36.00;48.60;833.10;-;1019.30;1501.40;-;-;-;-;-;-;-
LAC;202305291540;24.00;0.00;-;-;37.90;8.80;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291540;22.40;0.00;10.00;535.00;36.80;6.90;114.00;17.60;29.50;930.40;-;1017.00;1524.40;-;-;-;-;-;-;-
MLS;202305291540;12.40;0.00;10.00;569.00;66.50;6.30;16.00;31.70;50.00;803.50;-;1020.70;1500.80;-;-;-;-;-;-;-
LEI;202305291540;25.10;0.00;10.00;543.00;25.10;3.80;97.00;14.00;28.80;975.60;1014.20;1016.20;-;-;-;-;-;-;-;-
ATT;202305291540;5.30;-;10.00;391.00;88.00;3.50;218.00;10.40;15.50;732.50;-;1023.10;-;3104.90;-;-;-;-;-;-
CHB;202305291540;18.90;-;-;-;37.40;4.10;40.00;33.10;54.70;897.60;-;1017.50;1511.70;-;-;-;-;-;-;-
DIA;202305291540;4.60;-;0.00;68.00;89.90;3.10;32.00;12.20;19.10;712.30;-;1024.10;-;3106.80;-;-;-;-;-;-
MAR;202305291540;19.40;0.00;-;-;53.80;9.80;39.00;4.00;13.30;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291540;22.80;0.00;4.00;348.00;46.80;10.80;249.00;9.70;18.70;970.80;1013.20;1015.00;-;-;-;-;-;-;-;-
LUG;202305291540;23.50;0.00;10.00;514.00;49.90;12.50;189.00;6.50;14.00;979.20;1013.40;1014.90;-;-;-;-;-;-;-;-
LUZ;202305291540;25.20;0.00;10.00;540.00;32.10;7.40;20.00;21.20;33.80;962.30;1013.20;1016.00;-;-;-;-;-;-;-;-
LAE;202305291540;19.70;-;10.00;537.00;36.60;4.50;27.00;26.60;42.50;920.10;-;1018.00;1523.20;-;-;-;-;-;-;-
MAG;202305291540;24.30;0.00;3.00;371.00;50.40;13.30;269.00;10.10;15.50;989.80;1013.10;1014.20;-;-;-;-;-;-;-;-
MAS;202305291540;22.70;0.00;-;-;39.30;8.20;5.00;25.20;46.10;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291540;25.10;0.00;10.00;556.00;34.50;8.40;45.00;25.20;40.00;963.30;1012.10;1014.70;-;-;-;-;-;-;-;-
MTR;202305291540;9.00;-;0.00;146.00;67.50;3.30;113.00;6.80;12.20;783.50;-;1022.10;1509.50;-;-;-;-;-;-;-
MER;202305291540;23.20;0.00;4.00;326.00;36.50;7.50;290.00;18.70;37.10;946.40;1012.10;1015.40;-;-;-;-;-;-;-;-
MOB;202305291540;22.10;0.00;-;-;42.40;8.70;320.00;18.00;31.30;917.60;-;1014.60;1500.20;-;-;-;-;-;-;-
MVE;202305291540;19.00;0.00;10.00;572.00;37.60;4.20;337.00;11.20;23.00;856.90;-;1017.20;1493.80;-;-;-;-;-;-;-
GEN;202305291540;13.10;0.00;0.00;180.00;80.30;9.80;138.00;3.20;10.10;841.30;-;1020.50;1514.60;-;-;-;-;-;-;-
MRP;202305291540;6.10;-;10.00;597.00;43.80;-5.30;63.00;9.70;16.90;719.00;-;1023.60;-;3106.20;-;-;-;-;-;-
MOA;202305291540;24.70;0.00;10.00;516.00;30.90;6.40;21.00;20.90;38.90;962.90;1013.80;1016.40;-;-;-;-;-;-;-;-
MTE;202305291540;18.50;0.00;10.00;680.00;35.20;2.80;345.00;7.20;13.30;841.10;-;1017.80;1490.40;-;-;-;-;-;-;-
MOE;202305291540;24.50;0.00;10.00;549.00;30.90;6.20;104.00;20.50;40.70;975.30;1014.20;1016.00;-;-;-;-;-;-;-;-
MUB;202305291540;24.30;0.00;10.00;567.00;33.40;7.20;31.00;10.10;27.00;958.90;1012.70;1015.50;-;-;-;-;-;-;-;-
NAS;202305291540;9.50;-;10.00;576.00;46.40;-1.40;347.00;18.40;25.60;765.10;-;1022.10;-;3113.60;-;-;-;-;-;-
NAP;202305291540;16.60;0.00;10.00;549.00;46.80;5.20;349.00;13.70;31.30;861.10;-;1019.80;1515.80;-;-;-;-;-;-;-
NEU;202305291540;24.70;0.00;10.00;547.00;28.50;5.20;75.00;22.70;39.60;958.30;1012.50;1015.40;-;-;-;-;-;-;-;-
CGI;202305291540;24.70;0.00;10.00;553.00;29.70;5.80;37.00;24.50;38.20;960.10;1011.50;1014.10;-;-;-;-;-;-;-;-
OBR;202305291540;24.60;0.00;-;-;35.40;8.30;355.00;21.60;41.00;967.50;1013.60;1015.90;-;-;-;-;-;-;-;-
AEG;202305291540;-;-;-;-;-;-;32.00;11.50;25.20;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291540;22.20;0.00;10.00;519.00;39.40;7.70;27.00;31.70;42.80;919.80;-;1015.70;1510.30;-;-;-;-;-;-;-
BEH;202305291540;8.00;0.00;0.00;155.00;82.30;5.20;143.00;17.60;24.10;776.80;-;1022.30;1510.30;-;-;-;-;-;-;-
PAY;202305291540;24.10;0.00;10.00;538.00;32.90;6.80;55.00;24.10;45.70;957.50;1012.40;1015.10;-;-;-;-;-;-;-;-
PIL;202305291540;10.00;0.00;2.00;370.00;65.60;3.90;34.00;23.80;38.90;792.10;-;1022.30;1512.60;-;-;-;-;-;-;-
PIO;202305291540;18.10;0.00;2.00;240.00;62.50;10.80;75.00;14.40;24.50;903.00;-;1016.80;1506.20;-;-;-;-;-;-;-
COV;202305291540;0.50;0.00;1.00;349.00;89.20;-1.10;335.00;9.70;11.90;683.30;-;1025.40;-;3108.00;-;-;-;-;-;-
PMA;202305291540;4.70;0.00;5.00;427.00;82.30;1.90;336.00;11.90;15.80;738.80;-;1023.30;-;3107.50;-;-;-;-;-;-
PLF;202305291540;19.60;0.00;10.00;572.00;43.20;6.80;61.00;14.40;28.40;897.90;-;1017.60;1513.70;-;-;-;-;-;-;-
ROB;202305291540;16.40;0.00;0.00;93.00;69.00;10.70;282.00;7.20;11.20;894.50;-;1018.10;1511.90;-;-;-;-;-;-;-
PUY;202305291540;25.40;0.00;10.00;538.00;33.20;8.10;30.00;15.50;33.80;960.10;1011.00;1013.80;-;-;-;-;-;-;-;-
QUI;202305291540;-;-;-;-;-;-;244.00;1.40;4.30;965.60;-;1015.20;-;-;-;-;-;-;-;-
ROE;202305291540;11.90;0.00;4.00;428.00;65.60;5.70;159.00;9.40;15.50;811.40;-;1020.70;1505.10;-;-;-;-;-;-;-
RUE;202305291540;22.80;0.00;10.00;556.00;24.70;1.60;46.00;23.40;36.70;945.60;-;1017.30;1532.10;-;-;-;-;-;-;-
SBE;202305291540;10.60;0.00;0.00;125.00;86.80;8.50;293.00;3.20;7.20;837.20;-;1020.40;1513.30;-;-;-;-;-;-;-
HAI;202305291540;22.60;0.00;10.00;516.00;33.80;5.90;54.00;21.60;36.40;934.60;-;1018.50;1538.30;-;-;-;-;-;-;-
SAM;202305291540;14.50;0.00;10.00;674.00;57.00;6.10;203.00;18.00;28.40;829.10;-;1019.30;1498.80;-;-;-;-;-;-;-
SAG;202305291540;22.00;0.00;-;-;38.80;7.30;52.00;15.10;23.80;925.50;-;1017.30;1524.40;-;-;-;-;-;-;-
SHA;202305291540;24.40;0.00;10.00;544.00;19.90;-0.10;79.00;27.40;51.10;965.10;1014.50;1017.00;-;-;-;-;-;-;-;-
SRS;202305291540;23.60;0.00;-;-;41.20;9.70;281.00;16.60;32.00;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291540;-;-;-;-;-;-;67.00;17.60;34.90;967.80;-;1016.00;-;-;-;-;-;-;-;-
SPF;202305291540;22.40;0.00;10.00;542.00;35.20;6.30;17.00;29.90;46.80;930.40;-;1017.00;1525.00;-;-;-;-;-;-;-
SCU;202305291540;19.90;0.00;10.00;591.00;34.30;3.70;50.00;12.60;24.10;869.40;-;1017.20;1499.60;-;-;-;-;-;-;-
SIA;202305291540;11.60;0.00;2.00;407.00;81.20;8.50;247.00;19.10;33.10;820.30;-;1020.30;1506.10;-;-;-;-;-;-;-
SIM;202305291540;16.70;0.00;10.00;588.00;55.20;7.70;172.00;11.90;29.20;852.80;-;1018.40;1501.10;-;-;-;-;-;-;-
SIO;202305291540;27.10;0.00;10.00;547.00;35.50;10.50;247.00;29.20;40.70;955.20;1008.50;1011.80;-;-;-;-;-;-;-;-
PRE;202305291540;-;-;-;-;-;-;33.00;24.80;42.10;-;-;-;-;-;-;-;-;-;-;-
STC;202305291540;-;-;10.00;622.00;-;-;-;-;-;-;-;-;-;-;100.00;23.00;32.80;22.20;25.00;1.30
STG;202305291540;21.60;0.00;10.00;509.00;36.00;5.90;23.00;15.80;32.80;927.80;-;1018.10;1530.70;-;-;-;-;-;-;-
SMM;202305291540;18.10;0.00;3.00;293.00;46.50;6.50;57.00;4.00;6.10;861.20;-;1017.70;1499.10;-;-;-;-;-;-;-
SBO;202305291540;24.00;0.00;10.00;466.00;49.80;12.90;235.00;6.50;13.00;973.40;1013.30;1015.10;-;-;-;-;-;-;-;-
STK;202305291540;-;-;-;-;-;-;46.00;28.80;36.40;969.70;-;1016.80;-;-;-;-;-;-;-;-
SAE;202305291540;4.50;0.00;3.00;332.00;88.20;2.70;39.00;21.20;32.80;755.70;-;1023.90;-;3114.30;-;-;-;-;-;-
THU;202305291540;23.50;0.00;0.00;202.00;37.60;8.20;37.00;15.80;31.70;948.60;1012.20;1015.40;-;-;-;-;-;-;-;-
TIT;202305291540;1.20;-;0.00;111.00;100.00;1.20;358.00;7.20;19.40;701.30;-;1025.30;-;3112.80;-;-;-;-;-;-
UEB;202305291540;-;-;10.00;530.00;-;-;-;-;-;-;-;-;-;-;61.00;43.20;56.20;18.50;34.30;2.50
ULR;202305291540;19.70;0.00;10.00;576.00;40.10;5.80;53.00;15.50;25.60;865.30;-;1017.60;1500.80;-;-;-;-;-;-;-
VAD;202305291540;23.90;0.00;6.00;308.00;35.70;7.80;349.00;16.60;31.70;961.90;1013.40;1015.90;-;-;-;-;-;-;-;-
VAB;202305291540;14.60;0.00;9.00;535.00;55.50;5.80;332.00;31.00;45.00;843.90;-;1019.70;1508.30;-;-;-;-;-;-;-
VLS;202305291540;18.70;0.00;0.00;116.00;42.70;5.80;32.00;5.80;15.10;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291540;26.30;0.00;10.00;492.00;33.40;8.90;353.00;9.00;22.30;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291540;15.80;0.10;0.00;91.00;74.20;11.20;208.00;6.80;13.30;893.60;-;1018.40;1512.90;-;-;-;-;-;-;-
VIT;202305291540;21.60;0.00;-;-;38.90;7.00;46.00;27.00;45.40;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291540;27.00;0.00;10.00;582.00;27.30;6.60;125.00;14.80;28.80;937.80;-;1012.40;1502.40;-;-;-;-;-;-;-
WFJ;202305291540;4.60;0.00;1.00;343.00;86.30;2.50;342.00;29.90;38.90;738.50;-;1023.50;-;3108.40;-;-;-;-;-;-
WYN;202305291540;24.90;0.00;10.00;539.00;28.30;5.30;47.00;23.40;42.80;965.90;1013.40;1015.90;-;-;-;-;-;-;-;-
WAE;202305291540;24.00;0.00;10.00;533.00;39.20;9.30;38.00;23.40;33.80;959.10;1013.60;1016.40;-;-;-;-;-;-;-;-
PSI;202305291540;26.60;0.00;10.00;523.00;24.10;4.40;-;-;-;976.70;1014.40;1016.50;-;-;58.00;22.00;44.30;24.70;23.40;-
ZER;202305291540;17.00;0.00;4.00;316.00;33.60;0.90;43.00;15.10;25.20;835.10;-;1017.90;1488.50;-;-;-;-;-;-;-
REH;202305291540;24.40;0.00;10.00;530.00;32.80;7.00;41.00;14.00;29.20;964.10;1014.10;1016.60;-;-;-;-;-;-;-;-
SMA;202305291540;23.80;0.00;10.00;530.00;31.00;5.70;63.00;15.10;32.00;951.40;1013.60;1016.80;-;-;-;-;-;21.30;31.10;3.50
KLO;202305291540;24.40;0.00;10.00;517.00;32.50;6.90;40.00;26.60;39.20;966.10;1014.20;1016.60;-;-;-;-;-;-;-;-
PFA;202305291540;23.40;0.00;10.00;510.00;34.70;7.00;53.00;22.00;34.90;953.70;1013.90;1016.90;-;-;-;-;-;-;-;-
