Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
CDF;202305281810;17.20;0.00;7.00;109.00;53.50;7.70;24.00;13.70;22.30;900.10;-;1017.00;1504.90;-;-;-;-;-;-;-
DOL;202305281810;12.10;0.00;9.00;114.00;51.10;2.30;61.00;18.40;27.40;832.80;-;1018.90;1499.20;-;-;-;-;-;-;-
LAC;202305281810;21.30;0.00;-;-;46.60;9.40;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305281810;20.40;0.00;10.00;98.00;42.50;7.20;207.00;3.60;11.20;929.50;-;1016.00;1510.50;-;-;-;-;-;-;-
MLS;202305281810;9.70;0.00;10.00;107.00;64.30;3.30;27.00;25.60;38.50;802.70;-;1019.80;1497.10;-;-;-;-;-;-;-
LEI;202305281810;21.90;0.00;10.00;102.00;40.70;8.00;57.00;10.80;16.90;974.60;1013.70;1015.10;-;-;-;-;-;-;-;-
ATT;202305281810;3.90;-;3.00;71.00;91.00;2.60;169.00;10.10;13.30;731.90;-;1022.30;-;3096.30;-;-;-;-;-;-
CHB;202305281810;16.80;0.00;-;-;42.40;4.00;40.00;23.00;32.40;896.90;-;1016.70;1501.60;-;-;-;-;-;-;-
DIA;202305281810;2.30;-;0.00;6.00;98.00;2.00;17.00;6.80;12.20;711.50;-;1023.00;-;3096.50;-;-;-;-;-;-
MAR;202305281810;16.70;0.00;-;-;61.20;9.20;290.00;2.90;4.00;-;-;-;-;-;-;-;-;-;-;-
OTL;202305281810;20.30;0.00;0.00;5.00;58.10;11.80;217.00;15.80;40.00;970.40;1013.20;1014.60;-;-;-;-;-;-;-;-
LUG;202305281810;16.30;0.00;0.00;9.00;95.20;15.50;169.00;4.70;8.30;979.30;1014.40;1015.00;-;-;-;-;-;-;-;-
LUZ;202305281810;21.50;0.00;10.00;97.00;43.30;8.50;3.00;11.50;18.00;961.20;1012.80;1014.80;-;-;-;-;-;-;-;-
LAE;202305281810;18.20;-;10.00;102.00;44.60;6.00;40.00;19.40;29.90;919.00;-;1016.80;1509.50;-;-;-;-;-;-;-
MAG;202305281810;19.90;0.80;0.00;0.00;70.90;14.50;222.00;23.00;42.10;989.60;1013.30;1014.00;-;-;-;-;-;-;-;-
MAS;202305281810;20.10;0.00;-;-;40.60;6.30;359.00;18.00;28.40;-;-;-;-;-;-;-;-;-;-;-
MAH;202305281810;22.20;0.00;10.00;108.00;40.10;8.00;29.00;13.70;20.90;962.60;1011.90;1014.00;-;-;-;-;-;-;-;-
MTR;202305281810;8.30;-;8.00;120.00;71.80;3.50;41.00;3.60;7.60;782.40;-;1020.80;1499.40;-;-;-;-;-;-;-
MER;202305281810;21.60;0.00;10.00;102.00;37.80;6.60;312.00;19.10;29.20;945.70;1011.70;1014.60;-;-;-;-;-;-;-;-
MOB;202305281810;18.90;0.00;-;-;54.40;9.50;153.00;6.10;13.30;917.60;-;1014.60;1492.70;-;-;-;-;-;-;-
MVE;202305281810;15.50;0.00;0.00;39.00;46.00;3.90;335.00;9.70;18.70;856.60;-;1016.90;1489.90;-;-;-;-;-;-;-
GEN;202305281810;10.10;0.00;0.00;4.00;99.20;10.00;123.00;23.00;26.60;840.30;-;1019.30;1505.60;-;-;-;-;-;-;-
MRP;202305281810;4.10;-;0.00;224.00;62.20;-2.50;127.00;13.00;17.30;718.10;-;1022.40;-;3094.50;-;-;-;-;-;-
MOA;202305281810;22.50;0.00;10.00;108.00;37.40;7.30;45.00;9.70;16.20;961.90;1013.10;1015.30;-;-;-;-;-;-;-;-
MTE;202305281810;14.50;0.00;0.00;73.00;53.80;5.30;31.00;3.60;8.30;841.00;-;1017.70;1490.70;-;-;-;-;-;-;-
MOE;202305281810;21.00;0.00;0.00;62.00;47.60;9.50;97.00;15.10;23.40;974.30;1013.60;1015.00;-;-;-;-;-;-;-;-
MUB;202305281810;21.40;0.00;10.00;126.00;41.90;7.90;61.00;7.60;14.40;958.00;1012.40;1014.50;-;-;-;-;-;-;-;-
NAS;202305281810;5.00;-;0.00;51.00;79.20;1.70;114.00;9.00;15.80;764.70;-;1021.60;-;3097.10;-;-;-;-;-;-
NAP;202305281810;13.90;0.00;0.00;61.00;57.50;5.70;358.00;8.60;18.00;860.10;-;1018.60;1505.00;-;-;-;-;-;-;-
NEU;202305281810;21.80;0.00;0.00;55.00;39.20;7.30;31.00;15.50;27.70;957.50;1012.20;1014.50;-;-;-;-;-;-;-;-
CGI;202305281810;21.90;0.00;3.00;85.00;33.50;5.10;1.00;5.00;12.20;959.70;1011.60;1013.70;-;-;-;-;-;-;-;-
OBR;202305281810;21.80;0.00;-;-;40.60;7.80;357.00;13.70;22.00;966.90;1013.40;1015.30;-;-;-;-;-;-;-;-
AEG;202305281810;-;-;-;-;-;-;37.00;10.10;18.40;-;-;-;-;-;-;-;-;-;-;-
ORO;202305281810;19.10;0.00;10.00;107.00;43.80;6.50;35.00;23.40;30.60;919.30;-;1015.20;1498.10;-;-;-;-;-;-;-
BEH;202305281810;7.20;0.00;0.00;71.00;70.00;2.10;135.00;13.00;17.60;776.00;-;1021.30;1503.80;-;-;-;-;-;-;-
PAY;202305281810;21.80;0.00;10.00;108.00;37.70;6.70;47.00;13.00;22.70;956.60;1011.90;1014.20;-;-;-;-;-;-;-;-
PIL;202305281810;8.20;0.00;10.00;143.00;73.70;3.80;34.00;25.60;33.80;791.00;-;1020.90;1504.80;-;-;-;-;-;-;-
PIO;202305281810;17.50;0.00;0.00;60.00;62.50;10.30;14.00;1.40;4.00;902.10;-;1015.90;1496.70;-;-;-;-;-;-;-
COV;202305281810;0.10;0.00;9.00;149.00;83.00;-2.40;14.00;7.90;17.30;682.40;-;1024.20;-;3097.70;-;-;-;-;-;-
PMA;202305281810;3.10;0.00;0.00;28.00;91.60;1.90;344.00;19.80;27.00;737.90;-;1022.20;-;3095.10;-;-;-;-;-;-
PLF;202305281810;17.00;0.00;10.00;115.00;47.20;5.70;44.00;11.90;32.40;897.10;-;1016.70;1501.70;-;-;-;-;-;-;-
ROB;202305281810;13.90;0.00;0.00;49.00;81.40;10.80;259.00;2.90;6.10;893.80;-;1017.30;1501.50;-;-;-;-;-;-;-
PUY;202305281810;23.20;0.00;10.00;110.00;35.10;6.90;30.00;9.40;22.30;959.60;1010.90;1013.30;-;-;-;-;-;-;-;-
QUI;202305281810;-;-;-;-;-;-;356.00;3.60;5.80;965.10;-;1014.70;-;-;-;-;-;-;-;-
ROE;202305281810;9.90;0.00;0.00;43.00;81.50;6.90;190.00;2.50;4.30;810.60;-;1019.70;1499.70;-;-;-;-;-;-;-
RUE;202305281810;20.80;0.00;10.00;97.00;39.60;6.60;74.00;14.40;23.80;944.40;-;1016.00;1514.70;-;-;-;-;-;-;-
SBE;202305281810;11.90;0.00;0.00;44.00;80.20;8.60;359.00;1.40;3.20;836.10;-;1019.10;1501.70;-;-;-;-;-;-;-
HAI;202305281810;19.40;0.00;10.00;99.00;41.90;6.10;51.00;14.80;23.80;933.60;-;1017.40;1519.80;-;-;-;-;-;-;-
SAM;202305281810;13.00;0.00;0.00;51.00;49.40;2.70;348.00;16.90;24.10;828.40;-;1018.40;1492.80;-;-;-;-;-;-;-
SAG;202305281810;19.60;0.00;-;-;43.70;6.90;42.00;14.40;24.10;924.60;-;1016.30;1509.90;-;-;-;-;-;-;-
SHA;202305281810;21.50;0.00;0.00;39.00;29.00;2.70;71.00;21.20;33.80;964.10;1014.00;1015.90;-;-;-;-;-;-;-;-
SRS;202305281810;20.60;0.00;-;-;50.60;10.00;342.00;8.30;12.60;-;-;-;-;-;-;-;-;-;-;-
SCM;202305281810;-;-;-;-;-;-;72.00;11.20;25.60;966.70;-;1014.90;-;-;-;-;-;-;-;-
SPF;202305281810;19.90;0.00;10.00;107.00;43.80;7.20;23.00;17.60;27.00;929.60;-;1016.20;1510.70;-;-;-;-;-;-;-
SCU;202305281810;14.10;0.00;0.00;45.00;53.10;4.70;68.00;11.50;23.80;870.40;-;1018.30;1505.20;-;-;-;-;-;-;-
SIA;202305281810;11.70;0.00;0.00;47.00;59.70;4.10;226.00;9.40;20.20;819.20;-;1019.00;1494.70;-;-;-;-;-;-;-
SIM;202305281810;11.80;0.00;0.00;31.00;93.30;10.80;82.00;1.80;5.80;852.60;-;1018.10;1498.60;-;-;-;-;-;-;-
SIO;202305281810;23.70;0.00;0.00;52.00;37.10;8.20;232.00;5.40;9.00;955.50;1009.50;1012.10;-;-;-;-;-;-;-;-
PRE;202305281810;-;-;-;-;-;-;16.00;10.80;18.70;-;-;-;-;-;-;-;-;-;-;-
STC;202305281810;-;-;6.00;96.00;-;-;-;-;-;-;-;-;-;-;105.00;25.60;30.60;20.80;37.80;5.90
STG;202305281810;18.90;0.00;8.00;86.00;40.90;5.30;50.00;7.90;16.90;926.90;-;1017.10;1515.10;-;-;-;-;-;-;-
SMM;202305281810;15.10;0.00;0.00;57.00;49.80;4.70;37.00;10.10;17.30;861.30;-;1017.80;1498.90;-;-;-;-;-;-;-
SBO;202305281810;16.00;0.00;0.00;0.00;93.80;15.00;216.00;2.90;4.30;973.40;1014.50;1015.10;-;-;-;-;-;-;-;-
STK;202305281810;-;-;-;-;-;-;45.00;21.60;27.70;968.80;-;1015.80;-;-;-;-;-;-;-;-
SAE;202305281810;3.50;0.00;0.00;91.00;93.90;2.60;56.00;20.90;28.40;754.50;-;1022.40;-;3099.30;-;-;-;-;-;-
THU;202305281810;22.40;0.00;0.00;128.00;35.80;6.50;338.00;7.90;16.90;947.90;1011.70;1014.70;-;-;-;-;-;-;-;-
TIT;202305281810;0.30;-;10.00;116.00;84.80;-2.00;29.00;5.00;7.60;700.30;-;1024.00;-;3101.30;-;-;-;-;-;-
UEB;202305281810;-;-;10.00;107.00;-;-;-;-;-;-;-;-;-;-;69.00;35.60;46.80;17.60;41.20;4.30
ULR;202305281810;15.80;0.00;0.00;42.00;47.20;4.60;69.00;12.60;24.80;865.00;-;1017.20;1495.70;-;-;-;-;-;-;-
VAD;202305281810;22.00;0.00;0.00;117.00;42.30;8.60;318.00;9.70;17.60;961.20;1013.00;1015.20;-;-;-;-;-;-;-;-
VAB;202305281810;12.20;0.00;0.00;86.00;67.40;6.30;333.00;26.30;39.20;843.50;-;1019.20;1504.80;-;-;-;-;-;-;-
VLS;202305281810;15.30;0.00;0.00;38.00;57.50;7.00;90.00;6.50;14.00;-;-;-;-;-;-;-;-;-;-;-
VEV;202305281810;24.20;0.00;0.00;60.00;33.70;7.20;21.00;13.00;28.80;-;-;-;-;-;-;-;-;-;-;-
VIO;202305281810;15.90;0.00;0.00;58.00;75.00;11.50;240.00;6.80;13.70;892.60;-;1017.30;1503.60;-;-;-;-;-;-;-
VIT;202305281810;18.90;0.00;-;-;43.80;6.30;41.00;17.60;29.50;-;-;-;-;-;-;-;-;-;-;-
VIS;202305281810;22.90;0.00;10.00;118.00;34.40;6.40;136.00;15.10;29.20;938.30;-;1012.90;1494.30;-;-;-;-;-;-;-
WFJ;202305281810;2.50;0.00;0.00;41.00;96.40;2.00;344.00;22.70;28.40;737.80;-;1022.50;-;3097.40;-;-;-;-;-;-
WYN;202305281810;22.10;0.00;10.00;95.00;40.30;8.00;65.00;11.50;18.00;964.90;1012.90;1014.80;-;-;-;-;-;-;-;-
WAE;202305281810;21.20;0.00;10.00;110.00;43.30;8.20;48.00;18.70;32.00;958.10;1013.20;1015.30;-;-;-;-;-;-;-;-
PSI;202305281810;23.40;0.00;10.00;97.00;37.10;7.90;-;-;-;975.70;1013.80;1015.40;-;-;58.00;13.70;22.30;23.10;34.00;-
ZER;202305281810;13.30;0.00;0.00;46.00;46.40;2.10;227.00;12.60;16.20;835.00;-;1017.80;1489.50;-;-;-;-;-;-;-
REH;202305281810;21.80;0.00;10.00;98.00;36.40;6.20;60.00;12.20;24.50;963.10;1013.50;1015.50;-;-;-;-;-;-;-;-
SMA;202305281810;21.20;0.00;10.00;102.00;37.40;6.10;47.00;11.50;24.80;950.40;1013.10;1015.70;-;-;-;-;-;19.90;39.00;5.50
KLO;202305281810;22.00;0.00;10.00;94.00;36.20;6.30;64.00;18.00;25.90;965.10;1013.60;1015.50;-;-;-;-;-;-;-;-
PFA;202305281810;20.70;0.00;10.00;97.00;42.00;7.30;52.00;15.10;25.60;952.70;1013.50;1015.80;-;-;-;-;-;-;-;-
