Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202305291230;23.30;0.00;10.00;908.00;33.50;6.40;52.00;14.40;26.30;954.10;1014.50;1017.40;-;-;-;-;-;-;-;-
COM;202305291230;22.00;0.00;10.00;1089.00;55.80;12.80;163.00;8.30;14.80;948.80;1013.40;1016.30;-;-;-;-;-;-;-;-
ABO;202305291230;18.30;0.00;5.00;676.00;48.70;7.30;34.00;15.10;25.90;868.30;-;1018.40;1508.20;-;-;-;-;-;-;-
AIG;202305291230;23.70;0.00;10.00;890.00;48.50;12.20;346.00;18.00;27.70;969.00;1012.10;1014.10;-;-;-;-;-;-;-;-
ALT;202305291230;23.40;0.00;10.00;955.00;48.80;12.00;338.00;18.00;27.00;963.80;1013.30;1015.60;-;-;-;-;-;-;-;-
ARH;202305291230;24.70;0.00;10.00;894.00;38.50;9.60;14.00;14.80;25.90;969.40;1014.30;1016.50;-;-;-;-;-;-;-;-
AND;202305291230;22.00;0.00;6.00;727.00;39.60;7.60;19.00;12.60;20.50;902.70;-;1016.20;1508.00;-;-;-;-;-;-;-
ANT;202305291230;15.40;0.00;0.00;456.00;59.10;7.50;4.00;18.70;29.90;857.50;-;1019.30;1510.20;-;-;-;-;-;-;-
ARO;202305291230;12.80;0.00;0.00;328.00;52.00;3.20;355.00;10.10;22.70;813.10;-;1020.60;1504.10;-;-;-;-;-;-;-
RAG;202305291230;24.00;0.00;10.00;900.00;40.80;9.90;332.00;19.40;40.00;957.50;1013.20;1016.00;-;-;-;-;-;-;-;-
BAN;202305291230;-;-;10.00;914.00;-;-;-;-;-;-;-;-;-;-;48.00;40.30;54.00;16.90;44.60;4.80
BAS;202305291230;25.60;0.00;10.00;900.00;40.00;11.00;334.00;6.10;19.40;979.00;1014.80;1016.70;-;-;-;-;-;-;-;-
LAT;202305291230;18.50;0.00;2.00;615.00;43.60;5.90;315.00;9.00;18.70;-;-;-;-;-;-;-;-;-;-;-
BER;202305291230;23.20;0.00;10.00;932.00;37.80;8.00;47.00;24.50;39.60;951.30;1013.30;1016.30;-;-;-;-;-;-;-;-
BEZ;202305291230;25.10;0.00;10.00;911.00;31.70;7.10;54.00;11.20;27.40;977.90;1014.90;1016.70;-;-;-;-;-;-;-;-
BIA;202305291230;23.20;0.00;4.00;701.00;56.20;14.00;169.00;15.10;27.70;981.80;1013.60;1014.90;-;-;-;-;-;-;-;-
BIN;202305291230;17.60;0.00;-;-;45.00;5.50;49.00;16.20;29.90;-;-;-;-;-;-;-;-;-;-;-
BIZ;202305291230;23.70;0.00;10.00;885.00;33.00;6.50;42.00;22.70;36.70;957.40;1014.30;1017.10;-;-;-;-;-;-;-;-
BIV;202305291230;13.50;0.00;-;-;61.30;6.20;223.00;9.00;15.80;-;-;-;-;-;-;-;-;-;-;-
BIE;202305291230;22.40;0.00;10.00;992.00;35.70;6.50;36.00;22.70;40.30;936.40;-;1016.20;1519.10;-;-;-;-;-;-;-
BLA;202305291230;17.40;0.00;5.00;534.00;38.70;3.20;209.00;6.10;14.40;846.00;-;1018.40;1498.50;-;-;-;-;-;-;-
BOL;202305291230;22.60;0.00;10.00;919.00;41.20;8.80;36.00;20.90;31.30;921.00;-;1016.00;1514.20;-;-;-;-;-;-;-
BOU;202305291230;19.30;-;-;-;62.00;11.80;333.00;5.00;6.50;970.30;1013.30;1014.60;-;-;-;-;-;-;-;-
BRZ;202305291230;-;0.00;-;-;-;-;95.00;21.20;31.70;949.00;-;1015.50;-;-;-;-;-;-;-;-
