Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
BUF;202305291300;13.20;0.00;0.00;331.00;47.20;2.20;147.00;9.00;15.80;804.10;-;1020.70;1499.50;-;-;-;-;-;-;-
FRE;202305291300;18.40;0.00;10.00;965.00;38.20;3.90;63.00;21.60;37.10;881.70;-;1019.20;1519.70;-;-;-;-;-;-;-
CEV;202305291300;23.90;0.00;10.00;867.00;48.00;12.20;212.00;22.70;36.00;965.50;1013.00;1015.30;-;-;-;-;-;-;-;-
CHZ;202305291300;24.40;0.00;10.00;867.00;37.30;8.90;40.00;19.40;36.40;964.20;1014.00;1016.50;-;-;-;-;-;-;-;-
CHA;202305291300;15.60;0.00;10.00;931.00;56.90;7.10;45.00;26.60;42.10;841.90;-;1020.50;1514.20;-;-;-;-;-;-;-
CHM;202305291300;18.50;0.00;10.00;911.00;42.40;5.50;91.00;19.80;34.60;888.80;-;1018.70;1518.30;-;-;-;-;-;-;-
CHU;202305291300;24.30;0.00;10.00;867.00;35.30;8.00;49.00;24.10;41.80;950.00;1012.00;1015.30;-;-;-;-;-;-;-;-
CHD;202305291300;21.40;0.00;10.00;984.00;50.60;10.70;203.00;12.20;23.00;898.50;-;1016.50;1507.50;-;-;-;-;-;-;-
CIM;202305291300;13.30;0.00;10.00;930.00;74.80;8.90;205.00;6.10;15.10;835.10;-;1020.60;1513.00;-;-;-;-;-;-;-
CDM;202305291300;16.20;0.00;-;-;65.60;9.80;242.00;6.50;14.00;-;-;-;-;-;-;-;-;-;-;-
GSB;202305291300;7.80;0.00;9.00;1076.00;65.10;1.70;282.00;14.80;29.20;755.30;-;1022.60;-;3111.00;-;-;-;-;-;-
COY;202305291300;22.20;0.00;-;-;41.10;8.40;61.00;20.90;38.90;-;-;-;-;-;-;-;-;-;-;-
CMA;202305291300;6.60;-;10.00;1019.00;66.60;0.80;1.00;20.50;29.50;755.80;-;1022.80;-;3110.30;-;-;-;-;-;-
CRM;202305291300;24.10;0.00;10.00;879.00;36.40;8.30;69.00;22.00;34.90;965.00;1013.50;1015.80;-;-;-;-;-;-;-;-
DAV;202305291300;17.30;0.00;9.00;935.00;39.50;3.40;19.00;18.00;31.00;840.70;-;1019.10;1501.50;-;-;-;-;-;-;-
DEM;202305291300;24.60;0.00;10.00;883.00;34.20;7.80;50.00;16.60;30.60;964.80;1014.20;1016.70;-;-;-;-;-;-;-;-
DIS;202305291300;19.90;0.00;6.00;727.00;34.50;3.80;56.00;9.00;19.10;881.30;-;1017.70;1509.30;-;-;-;-;-;-;-
EBK;202305291300;22.60;0.00;10.00;871.00;38.30;7.70;38.00;14.40;32.80;944.40;-;1017.40;1531.90;-;-;-;-;-;-;-
EGH;202305291300;6.20;-;9.00;1003.00;59.80;-1.00;183.00;5.80;16.90;719.00;-;1024.40;-;3112.40;-;-;-;-;-;-
EGO;202305291300;23.50;0.00;10.00;869.00;37.00;8.00;48.00;19.80;37.10;955.40;1014.00;1016.80;-;-;-;-;-;-;-;-
EIN;202305291300;20.00;0.00;10.00;865.00;49.10;9.00;17.00;17.30;27.40;913.00;-;1018.20;1524.20;-;-;-;-;-;-;-
ELM;202305291300;21.90;0.00;10.00;949.00;37.00;6.60;340.00;10.10;18.40;906.90;-;1017.20;1517.90;-;-;-;-;-;-;-
ENG;202305291300;20.40;0.00;10.00;977.00;46.60;8.60;256.00;10.80;21.60;899.40;-;1018.40;1522.50;-;-;-;-;-;-;-
EVI;202305291300;23.40;0.00;4.00;494.00;48.50;11.90;333.00;20.20;35.60;957.70;1011.80;1014.40;-;-;-;-;-;-;-;-
EVO;202305291300;13.90;0.00;0.00;450.00;58.30;5.90;291.00;6.10;10.80;817.50;-;1019.80;1498.50;-;-;-;-;-;-;-
FAH;202305291300;22.20;0.00;10.00;889.00;46.60;10.20;67.00;16.60;32.00;948.00;1015.00;1018.10;-;-;-;-;-;-;-;-
FLU;202305291300;19.90;0.00;-;-;47.80;8.50;10.00;20.20;32.00;-;-;-;-;-;-;-;-;-;-;-
GRA;202305291300;23.00;0.00;10.00;931.00;40.70;8.90;41.00;24.50;36.00;940.10;-;1016.10;1521.60;-;-;-;-;-;-;-
FRU;202305291300;23.10;0.00;10.00;843.00;40.40;8.90;24.00;18.70;34.20;-;-;-;-;-;-;-;-;-;-;-
GVE;202305291300;25.30;0.00;10.00;874.00;35.90;9.10;44.00;22.70;33.50;966.10;1012.30;1014.70;-;-;-;-;-;-;-;-
GES;202305291300;22.10;0.00;-;-;48.60;10.80;189.00;11.20;16.20;-;-;-;-;-;-;-;-;-;-;-
GIH;202305291300;24.40;0.00;10.00;844.00;45.70;11.90;54.00;10.40;20.20;960.70;1013.60;1016.30;-;-;-;-;-;-;-;-
GLA;202305291300;24.70;0.00;10.00;889.00;37.30;9.20;330.00;24.50;37.10;954.90;1012.60;1015.70;-;-;-;-;-;-;-;-
GOR;202305291300;3.50;-;0.00;629.00;53.30;-5.10;114.00;9.40;20.50;697.90;-;1024.80;-;3107.00;-;-;-;-;-;-
GRE;202305291300;24.50;0.00;10.00;884.00;35.90;8.40;84.00;25.60;37.80;965.50;1013.70;1016.10;-;-;-;-;-;-;-;-
GRH;202305291300;11.60;0.00;7.00;857.00;65.00;5.30;355.00;14.40;22.30;805.60;-;1021.60;1510.10;-;-;-;-;-;-;-
GRO;202305291300;23.30;0.00;1.00;397.00;53.30;13.30;159.00;11.20;20.50;977.00;1013.90;1015.40;-;-;-;-;-;-;-;-
GRC;202305291300;18.30;0.00;10.00;1036.00;35.20;2.70;-;-;-;839.10;-;1018.50;1495.00;-;-;-;-;-;-;-
GOS;202305291300;20.10;0.00;-;-;48.50;8.90;3.00;12.60;23.00;907.90;-;1017.40;1516.30;-;-;-;-;-;-;-
GOE;202305291300;24.20;0.00;10.00;872.00;32.20;6.60;41.00;19.10;32.00;971.40;1014.50;1016.60;-;-;-;-;-;-;-;-
GUE;202305291300;9.10;0.00;6.00;769.00;78.80;5.60;347.00;10.80;16.90;774.30;-;1022.40;1506.90;-;-;-;-;-;-;-
GUT;202305291300;24.10;0.00;10.00;852.00;34.40;7.40;46.00;17.30;25.90;965.10;1014.70;1017.10;-;-;-;-;-;-;-;-
HLL;202305291300;24.60;0.00;10.00;880.00;33.20;7.40;73.00;17.30;30.60;967.60;1014.80;1017.20;-;-;-;-;-;-;-;-
HOE;202305291300;19.50;0.00;10.00;891.00;54.10;10.00;62.00;11.20;39.60;889.80;-;1019.50;1526.50;-;-;-;-;-;-;-
ILZ;202305291300;24.60;0.00;10.00;890.00;32.50;7.00;-;-;-;934.10;-;1015.40;1518.90;-;-;-;-;-;-;-
INT;202305291300;23.90;0.00;10.00;885.00;40.60;9.70;59.00;14.00;20.90;947.80;1012.20;1015.50;-;-;-;-;-;-;-;-
JUN;202305291300;-1.60;-;10.00;1039.00;91.20;-2.80;145.00;13.70;15.80;660.50;-;1026.50;-;3110.50;-;-;-;-;-;-
KOP;202305291300;24.60;0.00;10.00;890.00;34.10;7.80;49.00;25.90;40.70;959.50;1013.90;1016.70;-;-;-;-;-;-;-;-
BRL;202305291300;20.40;0.00;10.00;906.00;45.30;8.20;71.00;20.50;32.40;897.80;-;1018.30;1521.10;-;-;-;-;-;-;-
CDF;202305291300;20.60;0.00;10.00;905.00;36.00;5.00;64.00;16.60;31.70;901.30;-;1018.30;1522.30;-;-;-;-;-;-;-
DOL;202305291300;16.10;0.00;10.00;942.00;35.40;0.80;68.00;15.10;31.00;833.60;-;1019.90;1504.80;-;-;-;-;-;-;-
LAC;202305291300;23.90;0.00;-;-;40.10;9.50;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291300;22.20;0.00;10.00;876.00;40.90;8.30;114.00;15.50;37.10;930.80;-;1017.40;1527.50;-;-;-;-;-;-;-
MLS;202305291300;13.10;0.00;9.00;843.00;69.30;7.60;42.00;9.00;27.40;803.70;-;1021.00;1501.70;-;-;-;-;-;-;-
LEI;202305291300;25.10;0.00;10.00;871.00;36.00;9.00;57.00;13.70;25.90;976.20;1014.90;1016.80;-;-;-;-;-;-;-;-
ATT;202305291300;5.90;-;4.00;844.00;77.80;2.30;208.00;5.00;9.00;732.70;-;1023.30;-;3107.90;-;-;-;-;-;-
CHB;202305291300;19.10;0.00;-;-;33.30;2.60;42.00;30.60;42.10;898.00;-;1017.90;1515.80;-;-;-;-;-;-;-
DIA;202305291300;7.10;-;10.00;940.00;75.40;3.10;77.00;5.40;10.40;712.40;-;1024.20;-;3109.30;-;-;-;-;-;-
MAR;202305291300;21.70;0.00;-;-;52.30;11.50;88.00;7.90;24.80;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291300;22.80;0.00;10.00;874.00;54.00;13.00;242.00;9.70;20.50;971.80;1014.30;1016.10;-;-;-;-;-;-;-;-
LUG;202305291300;22.00;0.00;10.00;858.00;57.30;13.20;192.00;10.40;15.50;980.40;1014.90;1016.10;-;-;-;-;-;-;-;-
LUZ;202305291300;25.10;0.00;10.00;865.00;40.80;10.90;20.00;15.80;28.10;962.70;1013.70;1016.40;-;-;-;-;-;-;-;-
LAE;202305291300;19.00;-;10.00;900.00;38.10;4.40;20.00;26.30;42.10;920.40;-;1018.30;1524.30;-;-;-;-;-;-;-
MAG;202305291300;24.30;0.00;9.00;778.00;51.70;13.70;278.00;12.20;21.60;990.80;1014.20;1015.20;-;-;-;-;-;-;-;-
MAS;202305291300;22.70;0.00;-;-;40.60;8.60;8.00;27.70;43.90;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291300;24.60;0.00;10.00;922.00;34.70;8.00;46.00;32.80;45.70;963.90;1012.80;1015.30;-;-;-;-;-;-;-;-
MTR;202305291300;9.30;-;3.00;472.00;79.20;5.90;100.00;2.50;7.90;783.70;-;1022.40;1510.90;-;-;-;-;-;-;-
MER;202305291300;23.20;0.00;10.00;899.00;41.20;9.30;329.00;30.60;48.20;946.70;1012.40;1015.70;-;-;-;-;-;-;-;-
MOB;202305291300;22.50;0.00;-;-;42.10;9.00;314.00;9.00;16.90;918.10;-;1015.20;1505.90;-;-;-;-;-;-;-
MVE;202305291300;18.90;0.00;10.00;973.00;40.80;5.30;229.00;9.70;21.60;857.20;-;1017.60;1496.70;-;-;-;-;-;-;-
GEN;202305291300;12.40;0.00;0.00;289.00;82.30;9.50;220.00;2.50;10.80;841.60;-;1020.80;1517.80;-;-;-;-;-;-;-
MRP;202305291300;6.20;-;5.00;895.00;48.60;-3.80;200.00;6.10;10.10;719.00;-;1023.60;-;3106.30;-;-;-;-;-;-
MOA;202305291300;24.80;0.00;10.00;886.00;34.50;8.10;19.00;19.40;34.60;963.10;1014.00;1016.60;-;-;-;-;-;-;-;-
MTE;202305291300;17.20;0.00;0.00;312.00;39.10;3.20;345.00;4.70;10.40;841.50;-;1018.30;1494.90;-;-;-;-;-;-;-
MOE;202305291300;25.30;0.00;10.00;855.00;31.70;7.30;88.00;10.10;20.20;976.00;1014.80;1016.70;-;-;-;-;-;-;-;-
MUB;202305291300;23.60;0.00;10.00;901.00;39.70;9.10;59.00;20.20;47.90;959.20;1013.20;1015.80;-;-;-;-;-;-;-;-
NAS;202305291300;9.80;-;9.00;1058.00;48.50;-0.50;1.00;18.00;25.90;765.20;-;1022.30;-;3115.40;-;-;-;-;-;-
NAP;202305291300;17.40;0.00;10.00;906.00;56.10;8.60;354.00;12.20;45.00;861.20;-;1019.90;1517.20;-;-;-;-;-;-;-
NEU;202305291300;24.60;0.00;10.00;891.00;29.90;5.80;75.00;22.70;36.70;959.00;1013.30;1016.10;-;-;-;-;-;-;-;-
CGI;202305291300;24.60;0.00;10.00;889.00;31.90;6.80;39.00;28.40;48.20;960.70;1012.10;1014.80;-;-;-;-;-;-;-;-
OBR;202305291300;25.00;0.00;-;-;36.80;9.20;352.00;20.50;36.40;967.70;1013.70;1016.10;-;-;-;-;-;-;-;-
AEG;202305291300;-;-;-;-;-;-;19.00;17.30;29.20;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291300;21.60;0.00;10.00;864.00;42.10;8.20;29.00;29.50;40.00;920.50;-;1016.50;1515.30;-;-;-;-;-;-;-
BEH;202305291300;10.30;0.00;10.00;1025.00;61.30;3.20;153.00;17.60;23.80;776.90;-;1022.40;1505.00;-;-;-;-;-;-;-
PAY;202305291300;24.00;0.00;10.00;892.00;35.40;7.80;38.00;20.90;47.50;957.90;1012.80;1015.60;-;-;-;-;-;-;-;-
PIL;202305291300;9.90;0.00;7.00;746.00;71.30;5.00;21.00;26.30;36.70;792.00;-;1022.20;1511.70;-;-;-;-;-;-;-
PIO;202305291300;19.90;0.00;6.00;737.00;58.20;11.40;89.00;18.70;28.40;903.40;-;1017.30;1513.40;-;-;-;-;-;-;-
COV;202305291300;0.10;0.00;1.00;563.00;85.70;-2.00;17.00;7.90;11.50;683.30;-;1025.40;-;3108.30;-;-;-;-;-;-
PMA;202305291300;5.00;0.00;0.00;166.00;75.70;1.10;296.00;9.40;14.40;738.80;-;1023.30;-;3108.00;-;-;-;-;-;-
PLF;202305291300;19.10;0.00;10.00;894.00;46.10;7.30;28.00;20.90;36.00;898.20;-;1017.90;1515.70;-;-;-;-;-;-;-
ROB;202305291300;17.00;0.00;1.00;490.00;65.60;10.50;32.00;4.00;6.10;894.70;-;1018.30;1514.80;-;-;-;-;-;-;-
PUY;202305291300;24.90;0.00;10.00;870.00;37.60;9.50;44.00;13.00;27.40;961.00;1012.10;1014.70;-;-;-;-;-;-;-;-
QUI;202305291300;-;-;-;-;-;-;242.00;2.20;3.60;966.00;-;1015.60;-;-;-;-;-;-;-;-
ROE;202305291300;11.60;0.00;10.00;1025.00;65.00;5.30;157.00;10.40;16.20;811.90;-;1021.30;1510.80;-;-;-;-;-;-;-
RUE;202305291300;23.30;0.00;10.00;886.00;35.00;7.00;54.00;16.20;35.30;946.10;-;1017.80;1538.30;-;-;-;-;-;-;-
SBE;202305291300;14.20;0.00;4.00;621.00;56.70;5.70;122.00;12.20;21.60;837.20;-;1020.40;1511.60;-;-;-;-;-;-;-
HAI;202305291300;23.30;0.00;10.00;884.00;32.80;6.00;58.00;17.30;29.50;934.80;-;1018.70;1542.20;-;-;-;-;-;-;-
SAM;202305291300;14.00;0.00;0.00;267.00;52.70;4.50;213.00;19.80;29.50;829.00;-;1019.20;1498.20;-;-;-;-;-;-;-
SAG;202305291300;21.80;0.00;-;-;43.70;8.90;60.00;16.20;25.60;925.70;-;1017.50;1525.80;-;-;-;-;-;-;-
SHA;202305291300;25.00;0.00;10.00;859.00;30.70;6.60;50.00;22.00;44.60;965.50;1014.80;1017.40;-;-;-;-;-;-;-;-
SRS;202305291300;23.40;0.00;-;-;43.60;10.30;272.00;18.40;31.70;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291300;-;-;-;-;-;-;73.00;16.90;32.00;968.00;-;1016.20;-;-;-;-;-;-;-;-
SPF;202305291300;22.40;0.00;10.00;900.00;41.20;8.60;34.00;22.00;34.90;930.90;-;1017.60;1529.60;-;-;-;-;-;-;-
SCU;202305291300;21.20;0.00;6.00;753.00;34.50;4.90;87.00;12.20;18.70;869.70;-;1017.50;1503.50;-;-;-;-;-;-;-
SIA;202305291300;12.00;0.00;0.00;396.00;68.40;6.40;245.00;24.10;34.90;820.30;-;1020.30;1505.70;-;-;-;-;-;-;-
SIM;202305291300;15.10;0.00;2.00;501.00;63.20;8.20;141.00;13.70;20.90;853.80;-;1019.50;1510.90;-;-;-;-;-;-;-
SIO;202305291300;27.00;0.00;10.00;940.00;32.90;9.30;250.00;27.40;38.90;956.10;1009.50;1012.80;-;-;-;-;-;-;-;-
PRE;202305291300;-;-;-;-;-;-;33.00;26.30;41.80;-;-;-;-;-;-;-;-;-;-;-
STC;202305291300;-;-;10.00;980.00;-;-;-;-;-;-;-;-;-;-;93.00;27.00;38.50;21.50;26.80;1.60
STG;202305291300;21.00;0.00;-;-;40.60;7.10;-;-;-;928.00;-;1018.30;1530.90;-;-;-;-;-;-;-
SMM;202305291300;18.50;0.00;3.00;586.00;45.80;6.60;53.00;14.80;25.20;861.60;-;1018.10;1503.30;-;-;-;-;-;-;-
SBO;202305291300;23.10;0.00;10.00;818.00;49.60;12.00;167.00;3.60;8.30;974.50;1014.60;1016.30;-;-;-;-;-;-;-;-
STK;202305291300;-;-;-;-;-;-;53.00;24.50;35.60;970.10;-;1017.20;-;-;-;-;-;-;-;-
SAE;202305291300;4.30;0.00;0.00;449.00;92.40;3.20;46.00;14.40;27.40;755.60;-;1023.80;-;3112.80;-;-;-;-;-;-
THU;202305291300;23.60;0.00;6.00;656.00;41.30;9.70;6.00;14.00;28.10;949.00;1012.60;1015.90;-;-;-;-;-;-;-;-
TIT;202305291300;1.70;-;0.00;503.00;78.10;-1.70;128.00;12.20;17.60;701.20;-;1025.20;-;3111.70;-;-;-;-;-;-
UEB;202305291300;-;-;9.00;777.00;-;-;-;-;-;-;-;-;-;-;61.00;31.30;45.70;17.90;38.80;3.70
ULR;202305291300;20.80;0.00;8.00;835.00;38.00;6.00;112.00;11.90;22.70;865.70;-;1018.00;1505.40;-;-;-;-;-;-;-
VAD;202305291300;24.90;0.00;10.00;876.00;36.00;8.80;345.00;17.60;37.80;962.00;1013.30;1016.00;-;-;-;-;-;-;-;-
VAB;202305291300;15.00;0.00;10.00;940.00;53.20;5.60;353.00;30.60;43.90;843.80;-;1019.50;1507.20;-;-;-;-;-;-;-
VLS;202305291300;19.30;0.00;5.00;613.00;40.20;5.40;19.00;5.80;15.50;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291300;21.70;0.00;10.00;837.00;56.30;12.60;187.00;6.80;11.50;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291300;16.80;0.00;1.00;342.00;63.70;9.90;244.00;7.20;11.90;893.80;-;1018.60;1516.30;-;-;-;-;-;-;-
VIT;202305291300;21.40;0.00;-;-;41.80;7.90;50.00;27.70;40.30;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291300;27.40;0.00;10.00;980.00;25.20;5.80;108.00;18.00;32.00;938.60;-;1013.30;1511.00;-;-;-;-;-;-;-
WFJ;202305291300;5.60;0.00;9.00;984.00;73.30;1.20;347.00;27.70;38.90;738.50;-;1023.50;-;3110.00;-;-;-;-;-;-
WYN;202305291300;25.00;0.00;10.00;877.00;34.50;8.30;40.00;22.70;34.60;966.50;1014.00;1016.50;-;-;-;-;-;-;-;-
WAE;202305291300;23.60;0.00;10.00;864.00;37.60;8.30;63.00;11.90;21.20;959.30;1013.90;1016.60;-;-;-;-;-;-;-;-
PSI;202305291300;26.50;0.00;10.00;884.00;26.30;5.60;-;-;-;977.30;1015.00;1017.10;-;-;65.00;23.40;37.10;24.10;26.80;-
ZER;202305291300;16.90;0.00;3.00;398.00;34.20;1.00;48.00;8.30;16.20;835.50;-;1018.30;1492.60;-;-;-;-;-;-;-
REH;202305291300;24.40;0.00;10.00;875.00;37.00;8.80;64.00;16.20;28.10;964.50;1014.50;1017.00;-;-;-;-;-;-;-;-
SMA;202305291300;23.60;0.00;10.00;877.00;32.20;6.00;53.00;18.40;40.00;951.80;1014.10;1017.20;-;-;-;-;-;20.70;35.50;4.90
KLO;202305291300;24.60;0.00;10.00;887.00;34.00;7.70;29.00;23.00;42.10;966.60;1014.70;1017.10;-;-;-;-;-;-;-;-
PFA;202305291300;23.40;0.00;10.00;864.00;37.40;8.10;38.00;23.00;40.70;954.00;1014.20;1017.20;-;-;-;-;-;-;-;-
