Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
BIN;202305291250;18.20;0.00;-;-;46.10;6.40;55.00;16.20;33.80;-;-;-;-;-;-;-;-;-;-;-
BIZ;202305291250;23.90;0.00;10.00;862.00;31.20;5.80;46.00;22.30;34.20;957.40;1014.30;1017.10;-;-;-;-;-;-;-;-
BIV;202305291250;13.90;0.00;-;-;54.50;4.90;254.00;8.60;17.30;-;-;-;-;-;-;-;-;-;-;-
BIE;202305291250;22.50;0.00;10.00;967.00;35.20;6.40;46.00;21.60;50.40;936.40;-;1016.20;1519.40;-;-;-;-;-;-;-
BLA;202305291250;18.70;0.00;8.00;862.00;34.80;2.90;29.00;10.80;22.00;846.00;-;1018.40;1498.30;-;-;-;-;-;-;-
BOL;202305291250;22.80;0.00;10.00;900.00;39.60;8.40;40.00;20.50;33.10;920.90;-;1015.90;1513.70;-;-;-;-;-;-;-
BOU;202305291250;19.60;-;-;-;66.60;13.20;351.00;4.30;5.40;970.10;1013.10;1014.40;-;-;-;-;-;-;-;-
BRZ;202305291250;-;0.00;-;-;-;-;95.00;21.60;30.60;949.00;-;1015.50;-;-;-;-;-;-;-;-
BUS;202305291250;24.40;0.00;10.00;877.00;37.50;9.00;40.00;10.10;23.40;970.90;1014.70;1016.80;-;-;-;-;-;-;-;-
BUF;202305291250;13.20;0.00;0.00;286.00;47.70;2.40;122.00;11.90;23.80;804.00;-;1020.60;1498.50;-;-;-;-;-;-;-
FRE;202305291250;18.00;0.00;10.00;980.00;35.90;2.70;61.00;22.70;39.60;881.70;-;1019.20;1519.20;-;-;-;-;-;-;-
CEV;202305291250;24.00;0.00;10.00;905.00;48.40;12.40;212.00;19.10;37.10;965.60;1013.10;1015.40;-;-;-;-;-;-;-;-
CHZ;202305291250;24.40;0.00;10.00;878.00;37.80;9.10;46.00;16.90;33.80;964.10;1013.90;1016.40;-;-;-;-;-;-;-;-
CHA;202305291250;15.10;0.00;10.00;895.00;56.20;6.40;51.00;27.70;40.30;842.00;-;1020.60;1515.40;-;-;-;-;-;-;-
CHM;202305291250;18.80;0.00;10.00;922.00;43.70;6.20;88.00;19.80;34.20;888.80;-;1018.70;1518.70;-;-;-;-;-;-;-
CHU;202305291250;24.20;0.00;10.00;882.00;36.10;8.20;50.00;27.40;41.80;950.00;1012.00;1015.30;-;-;-;-;-;-;-;-
CHD;202305291250;22.20;0.00;8.00;894.00;49.30;11.10;210.00;12.20;19.80;898.50;-;1016.50;1508.90;-;-;-;-;-;-;-
CIM;202305291250;13.80;0.00;10.00;933.00;66.00;7.60;200.00;8.30;15.10;835.10;-;1020.60;1512.70;-;-;-;-;-;-;-
CDM;202305291250;16.30;0.00;-;-;63.40;9.30;334.00;5.80;11.20;-;-;-;-;-;-;-;-;-;-;-
GSB;202305291250;7.40;0.00;9.00;1038.00;67.20;1.70;305.00;10.80;20.20;755.40;-;1022.70;-;3111.20;-;-;-;-;-;-
COY;202305291250;22.10;0.00;-;-;41.70;8.50;59.00;18.70;30.60;-;-;-;-;-;-;-;-;-;-;-
CMA;202305291250;6.40;-;9.00;1034.00;67.70;0.90;7.00;20.20;28.10;755.80;-;1022.80;-;3109.80;-;-;-;-;-;-
CRM;202305291250;24.00;0.00;10.00;888.00;37.80;8.70;69.00;20.50;36.40;965.00;1013.50;1015.80;-;-;-;-;-;-;-;-
DAV;202305291250;16.00;0.00;1.00;331.00;43.50;3.60;356.00;14.80;26.60;840.70;-;1019.10;1501.90;-;-;-;-;-;-;-
DEM;202305291250;24.60;0.00;10.00;896.00;34.90;8.10;56.00;13.70;29.50;964.90;1014.30;1016.80;-;-;-;-;-;-;-;-
DIS;202305291250;20.40;0.00;9.00;880.00;36.00;4.80;75.00;9.00;15.50;881.30;-;1017.70;1509.90;-;-;-;-;-;-;-
EBK;202305291250;22.40;0.00;10.00;881.00;38.50;7.60;9.00;13.30;34.60;944.30;-;1017.30;1530.40;-;-;-;-;-;-;-
EGH;202305291250;5.40;-;8.00;1079.00;61.90;-1.30;148.00;6.50;17.30;718.90;-;1024.20;-;3110.70;-;-;-;-;-;-
EGO;202305291250;23.30;0.00;10.00;883.00;37.70;8.10;67.00;25.20;39.20;955.40;1014.00;1016.80;-;-;-;-;-;-;-;-
EIN;202305291250;19.90;0.00;10.00;875.00;50.20;9.20;21.00;18.70;26.60;913.00;-;1018.20;1524.00;-;-;-;-;-;-;-
ELM;202305291250;21.80;0.00;10.00;1024.00;39.10;7.30;341.00;11.20;21.20;906.90;-;1017.20;1517.70;-;-;-;-;-;-;-
ENG;202305291250;20.90;0.00;9.00;866.00;48.90;9.80;258.00;15.10;29.90;899.40;-;1018.40;1523.40;-;-;-;-;-;-;-
EVI;202305291250;23.80;0.00;7.00;654.00;46.90;11.80;339.00;21.20;38.50;957.80;1011.90;1014.50;-;-;-;-;-;-;-;-
EVO;202305291250;13.20;0.00;1.00;384.00;61.80;6.00;310.00;4.30;8.60;817.60;-;1020.00;1500.40;-;-;-;-;-;-;-
FAH;202305291250;22.20;0.00;10.00;904.00;44.40;9.50;66.00;13.00;27.40;948.00;1015.00;1018.10;-;-;-;-;-;-;-;-
FLU;202305291250;19.10;0.00;-;-;48.50;8.00;17.00;19.40;33.10;-;-;-;-;-;-;-;-;-;-;-
GRA;202305291250;23.10;0.00;10.00;942.00;39.10;8.40;24.00;30.20;40.70;940.10;-;1016.10;1521.90;-;-;-;-;-;-;-
FRU;202305291250;23.10;0.00;10.00;903.00;42.40;9.60;61.00;16.20;28.80;-;-;-;-;-;-;-;-;-;-;-
GVE;202305291250;24.80;0.00;10.00;882.00;34.40;8.10;48.00;20.50;31.30;966.20;1012.50;1014.80;-;-;-;-;-;-;-;-
GES;202305291250;21.80;0.00;-;-;48.60;10.50;199.00;11.50;15.80;-;-;-;-;-;-;-;-;-;-;-
GIH;202305291250;24.30;0.00;10.00;856.00;44.20;11.30;58.00;12.60;22.00;960.70;1013.60;1016.30;-;-;-;-;-;-;-;-
GLA;202305291250;24.80;0.00;10.00;911.00;38.20;9.60;326.00;24.10;41.80;954.90;1012.60;1015.70;-;-;-;-;-;-;-;-
GOR;202305291250;3.50;-;0.00;628.00;54.20;-4.90;106.00;7.90;21.20;697.90;-;1024.80;-;3107.00;-;-;-;-;-;-
GRE;202305291250;24.30;0.00;10.00;897.00;37.70;9.00;80.00;24.50;40.30;965.50;1013.80;1016.10;-;-;-;-;-;-;-;-
GRH;202305291250;11.60;0.00;10.00;1109.00;61.70;4.50;4.00;10.40;19.80;805.60;-;1021.60;1510.10;-;-;-;-;-;-;-
GRO;202305291250;24.00;0.00;10.00;980.00;53.40;14.00;170.00;11.20;18.00;977.10;1013.90;1015.50;-;-;-;-;-;-;-;-
GRC;202305291250;18.50;0.00;10.00;1079.00;35.40;2.90;-;-;-;839.10;-;1018.50;1494.90;-;-;-;-;-;-;-
GOS;202305291250;20.20;0.00;-;-;49.70;9.40;6.00;11.50;24.50;907.90;-;1017.40;1516.60;-;-;-;-;-;-;-
GOE;202305291250;24.20;0.00;10.00;875.00;35.70;8.10;41.00;18.70;29.90;971.40;1014.50;1016.60;-;-;-;-;-;-;-;-
GUE;202305291250;8.70;0.00;2.00;537.00;80.40;5.50;347.00;10.10;14.00;774.30;-;1022.40;1508.00;-;-;-;-;-;-;-
GUT;202305291250;24.20;0.00;10.00;874.00;34.00;7.40;49.00;16.90;27.00;965.10;1014.70;1017.10;-;-;-;-;-;-;-;-
HLL;202305291250;24.50;0.00;10.00;889.00;34.40;7.80;47.00;16.90;27.00;967.60;1014.80;1017.20;-;-;-;-;-;-;-;-
HOE;202305291250;18.50;0.00;10.00;904.00;50.00;7.90;52.00;8.30;20.20;889.80;-;1019.50;1525.00;-;-;-;-;-;-;-
ILZ;202305291250;24.30;0.00;10.00;915.00;32.80;6.90;-;-;-;934.20;-;1015.50;1519.00;-;-;-;-;-;-;-
INT;202305291250;23.80;0.00;10.00;898.00;42.20;10.20;64.00;14.40;19.80;947.90;1012.30;1015.60;-;-;-;-;-;-;-;-
JUN;202305291250;-1.50;-;10.00;1089.00;85.80;-3.60;143.00;16.60;18.70;660.40;-;1026.40;-;3109.10;-;-;-;-;-;-
KOP;202305291250;24.60;0.00;10.00;903.00;36.10;8.60;61.00;22.30;35.30;959.50;1013.90;1016.70;-;-;-;-;-;-;-;-
BRL;202305291250;20.30;0.00;10.00;922.00;45.00;8.00;69.00;19.10;34.60;897.80;-;1018.30;1521.00;-;-;-;-;-;-;-
CDF;202305291250;20.20;0.00;10.00;916.00;42.10;6.90;64.00;18.70;28.80;901.40;-;1018.40;1522.50;-;-;-;-;-;-;-
DOL;202305291250;16.10;0.00;10.00;953.00;35.40;0.80;81.00;19.10;29.90;833.60;-;1019.90;1504.80;-;-;-;-;-;-;-
LAC;202305291250;24.20;0.00;-;-;41.30;10.20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291250;22.30;0.00;10.00;887.00;42.00;8.80;113.00;11.50;27.00;930.80;-;1017.40;1527.80;-;-;-;-;-;-;-
MLS;202305291250;12.60;0.00;10.00;914.00;69.50;7.20;31.00;11.90;30.20;803.70;-;1021.00;1502.60;-;-;-;-;-;-;-
LEI;202305291250;24.80;0.00;10.00;885.00;34.30;8.00;62.00;15.80;28.10;976.20;1014.90;1016.80;-;-;-;-;-;-;-;-
ATT;202305291250;5.80;-;8.00;1101.00;77.40;2.20;187.00;6.50;11.20;732.70;-;1023.30;-;3107.80;-;-;-;-;-;-
CHB;202305291250;19.00;0.00;-;-;33.90;2.80;46.00;31.00;43.60;898.10;-;1018.10;1516.60;-;-;-;-;-;-;-
DIA;202305291250;6.20;-;10.00;784.00;77.70;2.60;62.00;2.20;7.90;712.40;-;1024.20;-;3108.80;-;-;-;-;-;-
MAR;202305291250;21.90;0.00;-;-;53.60;12.10;90.00;6.10;17.60;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291250;22.70;0.00;10.00;886.00;54.30;13.00;231.00;12.20;19.80;971.90;1014.40;1016.20;-;-;-;-;-;-;-;-
LUG;202305291250;22.50;0.00;10.00;887.00;59.20;14.10;188.00;9.00;14.00;980.40;1014.80;1016.10;-;-;-;-;-;-;-;-
LUZ;202305291250;24.90;0.00;10.00;882.00;39.50;10.20;31.00;18.70;32.00;962.70;1013.70;1016.40;-;-;-;-;-;-;-;-
LAE;202305291250;19.20;-;10.00;917.00;37.70;4.40;7.00;24.50;40.70;920.40;-;1018.30;1524.80;-;-;-;-;-;-;-
MAG;202305291250;24.60;0.00;10.00;925.00;54.50;14.80;278.00;11.50;22.70;990.90;1014.30;1015.30;-;-;-;-;-;-;-;-
MAS;202305291250;22.70;0.00;-;-;41.40;8.90;12.00;24.80;39.20;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291250;24.50;0.00;10.00;930.00;34.70;7.90;44.00;32.80;47.90;964.00;1013.00;1015.40;-;-;-;-;-;-;-;-
MTR;202305291250;8.30;-;2.00;407.00;78.30;4.80;206.00;5.00;11.90;783.70;-;1022.40;1513.40;-;-;-;-;-;-;-
MER;202305291250;22.90;0.00;10.00;828.00;41.90;9.30;331.00;32.00;59.00;946.70;1012.50;1015.70;-;-;-;-;-;-;-;-
MOB;202305291250;22.20;0.00;-;-;42.90;9.00;317.00;10.80;19.10;918.20;-;1015.30;1506.10;-;-;-;-;-;-;-
MVE;202305291250;19.20;0.00;10.00;975.00;40.00;5.30;241.00;11.50;18.40;857.30;-;1017.70;1497.80;-;-;-;-;-;-;-
GEN;202305291250;12.90;0.00;0.00;421.00;81.10;9.70;273.00;2.20;10.40;841.70;-;1021.00;1518.70;-;-;-;-;-;-;-
MRP;202305291250;5.30;-;8.00;1300.00;52.70;-3.60;95.00;6.80;14.80;719.00;-;1023.60;-;3105.60;-;-;-;-;-;-
MOA;202305291250;24.70;0.00;10.00;911.00;33.90;7.80;32.00;21.20;37.10;963.10;1014.00;1016.60;-;-;-;-;-;-;-;-
MTE;202305291250;17.10;0.00;2.00;488.00;40.70;3.70;346.00;7.90;14.40;841.50;-;1018.30;1495.00;-;-;-;-;-;-;-
MOE;202305291250;25.00;0.00;10.00;873.00;32.10;7.20;86.00;14.00;31.00;976.10;1014.90;1016.80;-;-;-;-;-;-;-;-
MUB;202305291250;23.50;0.00;10.00;917.00;38.00;8.40;48.00;16.90;38.90;959.30;1013.30;1015.90;-;-;-;-;-;-;-;-
NAS;202305291250;9.70;-;9.00;1047.00;49.00;-0.50;341.00;18.40;26.30;765.10;-;1022.10;-;3114.10;-;-;-;-;-;-
NAP;202305291250;17.00;0.00;10.00;925.00;60.30;9.30;357.00;14.40;32.00;861.20;-;1019.90;1517.00;-;-;-;-;-;-;-
NEU;202305291250;24.60;0.00;10.00;901.00;31.10;6.40;78.00;24.50;40.00;959.00;1013.30;1016.10;-;-;-;-;-;-;-;-
CGI;202305291250;24.50;0.00;10.00;898.00;32.80;7.10;56.00;24.80;37.80;960.80;1012.20;1014.90;-;-;-;-;-;-;-;-
OBR;202305291250;25.00;0.00;-;-;36.80;9.20;359.00;20.20;35.60;967.70;1013.70;1016.10;-;-;-;-;-;-;-;-
AEG;202305291250;-;-;-;-;-;-;50.00;10.40;25.60;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291250;21.50;0.00;10.00;882.00;42.50;8.20;12.00;33.10;44.60;920.40;-;1016.40;1514.10;-;-;-;-;-;-;-
BEH;202305291250;9.90;0.00;6.00;815.00;63.70;3.40;146.00;18.70;25.90;776.90;-;1022.40;1506.10;-;-;-;-;-;-;-
PAY;202305291250;24.10;0.00;10.00;904.00;36.40;8.30;34.00;22.70;41.00;958.00;1012.90;1015.70;-;-;-;-;-;-;-;-
PIL;202305291250;10.40;0.00;9.00;924.00;70.80;5.30;30.00;22.30;33.50;792.00;-;1022.20;1510.60;-;-;-;-;-;-;-
PIO;202305291250;19.00;0.00;4.00;596.00;56.90;10.30;90.00;19.40;26.60;903.40;-;1017.30;1511.70;-;-;-;-;-;-;-
COV;202305291250;0.60;0.00;1.00;514.00;81.70;-2.20;12.00;4.00;9.70;683.20;-;1025.30;-;3106.80;-;-;-;-;-;-
PMA;202305291250;5.00;0.00;1.00;338.00;75.90;1.10;300.00;9.40;15.10;738.80;-;1023.30;-;3108.00;-;-;-;-;-;-
PLF;202305291250;18.80;0.00;10.00;910.00;45.60;6.80;33.00;20.20;34.60;898.20;-;1017.90;1515.10;-;-;-;-;-;-;-
ROB;202305291250;16.40;0.00;0.00;456.00;65.00;9.80;10.00;1.80;4.30;894.80;-;1018.50;1514.80;-;-;-;-;-;-;-
PUY;202305291250;24.20;0.00;10.00;888.00;42.10;10.50;85.00;7.60;16.20;961.10;1012.30;1014.90;-;-;-;-;-;-;-;-
QUI;202305291250;-;-;-;-;-;-;253.00;3.20;4.30;966.00;-;1015.60;-;-;-;-;-;-;-;-
ROE;202305291250;11.60;0.00;6.00;771.00;68.00;5.90;156.00;10.40;14.40;811.80;-;1021.20;1509.70;-;-;-;-;-;-;-
RUE;202305291250;22.90;0.00;10.00;900.00;36.90;7.40;75.00;19.80;34.60;946.00;-;1017.70;1536.00;-;-;-;-;-;-;-
SBE;202305291250;14.90;0.00;9.00;977.00;53.80;5.60;119.00;10.80;17.60;837.20;-;1020.40;1511.30;-;-;-;-;-;-;-
HAI;202305291250;23.10;0.00;10.00;901.00;32.70;5.80;40.00;18.70;34.90;934.80;-;1018.70;1541.60;-;-;-;-;-;-;-
SAM;202305291250;14.40;0.00;0.00;349.00;54.40;5.30;209.00;19.40;26.30;829.00;-;1019.20;1497.90;-;-;-;-;-;-;-
SAG;202305291250;21.70;0.00;-;-;44.90;9.20;53.00;15.50;26.60;925.70;-;1017.50;1525.50;-;-;-;-;-;-;-
SHA;202305291250;24.50;0.00;10.00;876.00;30.30;5.90;48.00;20.50;37.80;965.50;1014.90;1017.40;-;-;-;-;-;-;-;-
SRS;202305291250;23.60;0.00;-;-;44.90;10.90;280.00;19.40;35.60;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291250;-;-;-;-;-;-;67.00;16.90;33.10;968.00;-;1016.20;-;-;-;-;-;-;-;-
SPF;202305291250;21.80;0.00;10.00;915.00;41.10;8.00;34.00;24.80;36.00;931.00;-;1017.70;1528.80;-;-;-;-;-;-;-
SCU;202305291250;22.30;0.00;10.00;1097.00;34.00;5.70;94.00;13.00;22.00;869.70;-;1017.50;1504.30;-;-;-;-;-;-;-
SIA;202305291250;12.40;0.00;0.00;476.00;65.10;6.00;244.00;23.80;35.30;820.20;-;1020.20;1504.20;-;-;-;-;-;-;-
SIM;202305291250;16.10;0.00;6.00;673.00;60.00;8.30;124.00;18.00;24.80;853.70;-;1019.40;1510.00;-;-;-;-;-;-;-
SIO;202305291250;26.80;0.00;10.00;940.00;34.30;9.80;250.00;25.90;34.90;956.20;1009.60;1012.90;-;-;-;-;-;-;-;-
PRE;202305291250;-;-;-;-;-;-;36.00;27.70;45.70;-;-;-;-;-;-;-;-;-;-;-
STC;202305291250;-;-;10.00;1006.00;-;-;-;-;-;-;-;-;-;-;93.00;22.00;36.00;21.60;26.80;1.70
STG;202305291250;21.30;0.00;10.00;873.00;39.80;7.10;10.00;18.70;31.00;927.90;-;1018.20;1530.80;-;-;-;-;-;-;-
SMM;202305291250;18.80;0.00;9.00;963.00;46.50;7.10;34.00;10.80;22.00;861.60;-;1018.10;1503.40;-;-;-;-;-;-;-
SBO;202305291250;23.40;0.00;10.00;825.00;50.30;12.50;228.00;7.60;13.70;974.50;1014.50;1016.30;-;-;-;-;-;-;-;-
STK;202305291250;-;-;-;-;-;-;51.00;27.70;37.10;970.00;-;1017.10;-;-;-;-;-;-;-;-
SAE;202305291250;4.40;0.00;0.00;351.00;92.20;3.20;36.00;10.10;22.70;755.50;-;1023.70;-;3112.00;-;-;-;-;-;-
THU;202305291250;23.50;0.00;3.00;493.00;39.30;8.90;38.00;15.50;33.50;949.00;1012.70;1015.90;-;-;-;-;-;-;-;-
TIT;202305291250;1.50;-;10.00;1051.00;79.70;-1.60;139.00;11.90;17.30;701.20;-;1025.20;-;3111.70;-;-;-;-;-;-
UEB;202305291250;-;-;10.00;902.00;-;-;-;-;-;-;-;-;-;-;72.00;27.40;42.10;18.10;40.10;4.30
ULR;202305291250;19.70;0.00;10.00;1031.00;34.40;3.60;92.00;11.50;22.30;865.70;-;1018.00;1504.80;-;-;-;-;-;-;-
VAD;202305291250;24.80;0.00;10.00;893.00;37.20;9.20;350.00;18.40;38.20;961.90;1013.20;1015.90;-;-;-;-;-;-;-;-
VAB;202305291250;14.90;0.00;10.00;981.00;52.60;5.30;350.00;32.40;46.10;843.80;-;1019.50;1507.20;-;-;-;-;-;-;-
VLS;202305291250;20.10;0.00;7.00;820.00;38.90;5.70;19.00;7.60;18.40;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291250;22.30;0.00;10.00;852.00;51.30;11.80;221.00;9.40;19.40;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291250;16.90;0.00;0.00;331.00;61.80;9.50;268.00;6.80;13.30;893.70;-;1018.50;1515.60;-;-;-;-;-;-;-
VIT;202305291250;21.60;0.00;-;-;42.20;8.20;45.00;24.50;39.20;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291250;27.00;0.00;10.00;985.00;26.50;6.20;102.00;21.60;29.20;938.60;-;1013.30;1509.70;-;-;-;-;-;-;-
WFJ;202305291250;5.70;0.00;8.00;882.00;69.50;0.60;346.00;23.00;31.30;738.50;-;1023.50;-;3110.20;-;-;-;-;-;-
WYN;202305291250;24.70;0.00;10.00;901.00;36.00;8.60;50.00;21.60;33.50;966.50;1014.10;1016.50;-;-;-;-;-;-;-;-
WAE;202305291250;23.90;0.00;10.00;876.00;40.60;9.70;45.00;7.60;19.10;959.30;1013.90;1016.60;-;-;-;-;-;-;-;-
PSI;202305291250;26.30;0.00;10.00;894.00;27.40;6.00;-;-;-;977.20;1014.90;1017.00;-;-;71.00;24.10;37.80;24.10;27.50;-
ZER;202305291250;16.40;0.00;0.00;296.00;35.40;1.10;47.00;13.00;22.70;835.50;-;1018.30;1492.90;-;-;-;-;-;-;-
REH;202305291250;24.20;0.00;10.00;889.00;33.80;7.30;46.00;15.10;27.70;964.50;1014.50;1017.00;-;-;-;-;-;-;-;-
SMA;202305291250;23.70;0.00;10.00;891.00;34.30;7.00;60.00;16.90;37.40;951.80;1014.00;1017.20;-;-;-;-;-;20.60;36.20;5.10
KLO;202305291250;24.00;0.00;10.00;906.00;35.60;7.90;48.00;19.40;34.20;966.50;1014.70;1017.00;-;-;-;-;-;-;-;-
PFA;202305291250;23.40;0.00;10.00;872.00;38.00;8.30;36.00;24.10;39.60;953.90;1014.10;1017.10;-;-;-;-;-;-;-;-
