Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
BEZ;202305291440;25.80;0.00;10.00;676.00;27.70;5.80;64.00;9.70;32.00;977.40;1014.20;1016.20;-;-;-;-;-;-;-;-
BIA;202305291440;24.50;0.00;1.00;399.00;46.30;12.20;176.00;28.40;44.60;980.70;1012.30;1013.80;-;-;-;-;-;-;-;-
BIN;202305291440;18.30;0.00;-;-;42.10;5.20;59.00;13.00;24.10;-;-;-;-;-;-;-;-;-;-;-
BIZ;202305291440;24.20;0.00;10.00;642.00;31.50;6.20;33.00;20.50;31.70;957.20;1014.00;1016.90;-;-;-;-;-;-;-;-
BIV;202305291440;13.80;0.00;-;-;53.00;4.40;267.00;20.20;35.60;-;-;-;-;-;-;-;-;-;-;-
BIE;202305291440;23.00;0.00;10.00;747.00;34.30;6.40;28.00;18.40;36.40;935.80;-;1015.50;1515.40;-;-;-;-;-;-;-
BLA;202305291440;18.60;0.00;3.00;371.00;31.90;1.60;9.00;7.90;20.20;845.60;-;1018.00;1494.30;-;-;-;-;-;-;-
BOL;202305291440;22.50;0.00;10.00;676.00;42.00;9.00;37.00;20.50;29.50;920.80;-;1015.80;1512.00;-;-;-;-;-;-;-
BOU;202305291440;23.60;-;-;-;44.70;10.90;264.00;20.90;28.40;969.00;1011.30;1013.20;-;-;-;-;-;-;-;-
BRZ;202305291440;-;0.00;-;-;-;-;80.00;14.80;25.90;948.60;-;1015.10;-;-;-;-;-;-;-;-
BUS;202305291440;25.00;0.00;10.00;701.00;32.90;7.60;52.00;11.50;27.00;970.40;1014.10;1016.30;-;-;-;-;-;-;-;-
BUF;202305291440;14.40;0.00;10.00;753.00;45.90;2.90;128.00;13.00;25.60;803.80;-;1020.30;1494.30;-;-;-;-;-;-;-
FRE;202305291440;18.20;0.00;10.00;785.00;37.70;3.50;70.00;24.50;42.80;881.30;-;1018.70;1515.60;-;-;-;-;-;-;-
CEV;202305291440;23.70;0.00;10.00;682.00;49.40;12.50;212.00;23.40;39.60;964.70;1012.20;1014.40;-;-;-;-;-;-;-;-
CHZ;202305291440;24.50;0.00;10.00;676.00;34.10;7.70;56.00;22.30;34.20;963.80;1013.50;1016.10;-;-;-;-;-;-;-;-
CHA;202305291440;15.40;0.00;10.00;752.00;43.60;3.10;43.00;40.00;53.60;841.60;-;1020.20;1511.30;-;-;-;-;-;-;-
CHM;202305291440;18.90;0.00;10.00;720.00;37.50;4.10;85.00;21.20;37.40;888.50;-;1018.40;1516.00;-;-;-;-;-;-;-
CHU;202305291440;25.20;0.00;10.00;688.00;33.50;8.00;35.00;23.00;36.00;949.60;1011.30;1014.90;-;-;-;-;-;-;-;-
CHD;202305291440;20.60;0.00;0.00;207.00;44.80;8.20;45.00;7.20;14.40;898.20;-;1016.10;1503.30;-;-;-;-;-;-;-
CIM;202305291440;13.90;0.00;10.00;771.00;68.20;8.10;185.00;7.20;13.00;834.60;-;1020.00;1507.60;-;-;-;-;-;-;-
CDM;202305291440;15.50;0.00;-;-;62.80;8.40;47.00;6.50;11.90;-;-;-;-;-;-;-;-;-;-;-
GSB;202305291440;7.50;0.00;10.00;849.00;59.10;0.00;278.00;16.90;23.00;755.20;-;1022.50;-;3109.20;-;-;-;-;-;-
COY;202305291440;22.50;0.00;-;-;33.00;5.40;70.00;24.50;39.20;-;-;-;-;-;-;-;-;-;-;-
CMA;202305291440;6.30;-;10.00;716.00;71.90;1.60;360.00;24.80;40.00;755.60;-;1022.60;-;3107.40;-;-;-;-;-;-
CRM;202305291440;24.60;0.00;10.00;694.00;35.30;8.30;73.00;21.20;32.40;964.40;1012.80;1015.20;-;-;-;-;-;-;-;-
DAV;202305291440;17.30;0.00;10.00;695.00;42.90;4.60;13.00;16.20;33.80;840.60;-;1019.00;1500.40;-;-;-;-;-;-;-
DEM;202305291440;25.10;0.00;10.00;682.00;33.90;8.10;30.00;15.80;31.00;964.20;1013.50;1016.10;-;-;-;-;-;-;-;-
DIS;202305291440;21.00;0.00;10.00;753.00;38.50;6.30;77.00;7.60;18.40;880.90;-;1017.30;1506.60;-;-;-;-;-;-;-
EBK;202305291440;22.90;0.00;10.00;674.00;35.70;6.90;27.00;11.90;29.90;944.20;-;1017.20;1531.10;-;-;-;-;-;-;-
EGH;202305291440;5.60;-;1.00;359.00;64.60;-0.50;77.00;4.70;16.60;718.80;-;1024.10;-;3109.70;-;-;-;-;-;-
EGO;202305291440;23.60;0.00;10.00;678.00;34.80;7.20;51.00;21.60;46.80;954.90;1013.40;1016.30;-;-;-;-;-;-;-;-
EIN;202305291440;20.50;0.00;10.00;730.00;44.30;7.90;30.00;14.40;23.80;912.80;-;1018.00;1523.50;-;-;-;-;-;-;-
ELM;202305291440;20.60;0.00;1.00;281.00;40.80;6.80;340.00;7.90;14.80;906.80;-;1017.10;1514.30;-;-;-;-;-;-;-
ENG;202305291440;20.10;0.00;5.00;487.00;45.70;8.00;238.00;20.50;32.40;899.00;-;1018.00;1518.20;-;-;-;-;-;-;-
EVI;202305291440;24.70;0.00;5.00;430.00;45.20;12.00;357.00;13.30;26.30;957.00;1010.80;1013.70;-;-;-;-;-;-;-;-
EVO;202305291440;15.00;0.00;0.00;306.00;43.80;2.80;270.00;9.40;18.00;817.00;-;1019.20;1491.90;-;-;-;-;-;-;-
FAH;202305291440;22.60;0.00;10.00;747.00;40.80;8.60;59.00;16.90;34.90;947.30;1014.20;1017.30;-;-;-;-;-;-;-;-
FLU;202305291440;20.70;0.00;-;-;43.40;7.80;7.00;20.20;37.80;-;-;-;-;-;-;-;-;-;-;-
GRA;202305291440;23.20;0.00;10.00;734.00;37.60;8.00;49.00;28.10;40.30;939.50;-;1015.50;1516.80;-;-;-;-;-;-;-
FRU;202305291440;23.20;0.00;10.00;740.00;43.00;9.90;35.00;17.30;28.40;-;-;-;-;-;-;-;-;-;-;-
GVE;202305291440;25.30;0.00;10.00;701.00;32.90;7.80;38.00;22.30;37.10;965.30;1011.40;1013.90;-;-;-;-;-;-;-;-
GES;202305291440;23.50;0.00;-;-;43.90;10.50;249.00;9.00;20.20;-;-;-;-;-;-;-;-;-;-;-
GIH;202305291440;24.60;0.00;10.00;685.00;42.30;11.00;48.00;13.00;26.60;960.20;1013.00;1015.80;-;-;-;-;-;-;-;-
GLA;202305291440;24.00;0.00;6.00;515.00;37.30;8.50;294.00;22.30;30.20;954.70;1012.60;1015.50;-;-;-;-;-;-;-;-
GOR;202305291440;2.70;-;2.00;416.00;60.70;-4.10;94.00;7.90;18.70;697.80;-;1024.70;-;3105.90;-;-;-;-;-;-
GRE;202305291440;24.80;0.00;10.00;701.00;33.80;7.80;68.00;23.80;35.30;965.00;1013.10;1015.60;-;-;-;-;-;-;-;-
GRH;202305291440;11.70;0.00;8.00;727.00;69.70;6.40;2.00;16.90;25.60;805.50;-;1021.40;1508.90;-;-;-;-;-;-;-
GRO;202305291440;23.70;0.00;0.00;267.00;50.90;12.90;153.00;6.80;11.20;976.20;1013.00;1014.60;-;-;-;-;-;-;-;-
GRC;202305291440;19.10;0.00;10.00;778.00;33.70;2.80;-;-;-;838.70;-;1018.00;1490.60;-;-;-;-;-;-;-
GOS;202305291440;20.90;0.00;-;-;43.50;8.00;3.00;20.50;39.60;907.10;-;1016.60;1510.50;-;-;-;-;-;-;-
GOE;202305291440;25.00;0.00;10.00;688.00;31.30;6.80;63.00;13.00;24.50;970.90;1013.90;1016.00;-;-;-;-;-;-;-;-
GUE;202305291440;9.20;0.00;4.00;507.00;73.30;4.70;342.00;26.60;40.00;774.10;-;1022.20;1504.40;-;-;-;-;-;-;-
GUT;202305291440;24.00;0.00;10.00;673.00;32.40;6.50;49.00;18.40;27.70;964.80;1014.40;1016.80;-;-;-;-;-;-;-;-
HLL;202305291440;24.70;0.00;10.00;707.00;25.60;3.70;76.00;13.70;33.80;967.30;1014.50;1016.90;-;-;-;-;-;-;-;-
HOE;202305291440;17.80;0.00;10.00;700.00;45.40;5.80;68.00;11.20;28.10;889.70;-;1019.40;1523.10;-;-;-;-;-;-;-
ILZ;202305291440;24.80;0.00;10.00;653.00;32.70;7.30;-;-;-;933.60;-;1014.90;1514.90;-;-;-;-;-;-;-
INT;202305291440;25.20;0.00;10.00;736.00;37.90;9.80;51.00;16.90;23.80;947.20;1011.20;1014.90;-;-;-;-;-;-;-;-
JUN;202305291440;0.60;-;10.00;833.00;72.50;-3.80;198.00;3.60;9.00;660.50;-;1026.50;-;3106.60;-;-;-;-;-;-
KOP;202305291440;24.50;0.00;10.00;702.00;29.50;5.60;72.00;21.20;33.10;959.00;1013.40;1016.20;-;-;-;-;-;-;-;-
BRL;202305291440;20.00;0.00;10.00;736.00;42.90;7.00;53.00;23.00;38.50;897.40;-;1017.90;1516.70;-;-;-;-;-;-;-
CDF;202305291440;20.00;0.00;10.00;721.00;38.40;5.40;51.00;24.80;42.10;900.90;-;1017.80;1517.50;-;-;-;-;-;-;-
DOL;202305291440;14.30;0.00;10.00;748.00;42.60;1.80;80.00;36.00;47.20;833.00;-;1019.20;1499.80;-;-;-;-;-;-;-
LAC;202305291440;24.10;0.00;-;-;39.00;9.30;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291440;22.70;0.00;10.00;696.00;37.80;7.60;129.00;13.70;28.10;930.40;-;1017.00;1525.20;-;-;-;-;-;-;-
MLS;202305291440;12.50;0.00;10.00;733.00;66.10;6.30;16.00;23.80;42.50;803.40;-;1020.60;1499.60;-;-;-;-;-;-;-
LEI;202305291440;25.20;0.00;10.00;696.00;30.20;6.50;70.00;17.60;33.50;975.70;1014.30;1016.30;-;-;-;-;-;-;-;-
ATT;202305291440;7.70;-;10.00;928.00;72.90;3.20;292.00;4.00;11.20;732.50;-;1023.10;-;3108.20;-;-;-;-;-;-
CHB;202305291440;19.20;0.00;-;-;31.20;1.80;43.00;33.80;48.20;897.50;-;1017.40;1511.30;-;-;-;-;-;-;-
DIA;202305291440;4.90;-;0.00;192.00;89.70;3.40;23.00;10.40;15.80;712.20;-;1024.00;-;3105.80;-;-;-;-;-;-
MAR;202305291440;19.70;0.00;-;-;57.50;11.10;62.00;7.20;18.70;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291440;23.10;0.00;10.00;693.00;48.30;11.60;255.00;8.60;14.00;970.90;1013.30;1015.10;-;-;-;-;-;-;-;-
LUG;202305291440;23.10;0.00;10.00;668.00;51.60;12.60;201.00;6.50;12.60;979.40;1013.70;1015.10;-;-;-;-;-;-;-;-
LUZ;202305291440;25.30;0.00;9.00;537.00;32.10;7.50;33.00;17.60;32.40;962.20;1013.10;1015.90;-;-;-;-;-;-;-;-
LAE;202305291440;19.80;-;10.00;703.00;36.90;4.70;22.00;26.30;42.10;920.10;-;1018.00;1523.50;-;-;-;-;-;-;-
MAG;202305291440;24.80;0.00;10.00;651.00;53.40;14.70;255.00;13.00;21.60;989.90;1013.20;1014.30;-;-;-;-;-;-;-;-
MAS;202305291440;22.80;0.00;-;-;40.60;8.70;6.00;25.90;39.20;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291440;25.00;0.00;10.00;713.00;34.50;8.30;40.00;29.50;45.70;963.30;1012.10;1014.70;-;-;-;-;-;-;-;-
MTR;202305291440;10.00;-;0.00;283.00;69.10;4.60;167.00;4.30;10.40;783.50;-;1022.10;1507.00;-;-;-;-;-;-;-
MER;202305291440;23.60;0.00;9.00;695.00;37.00;8.10;285.00;22.00;46.40;946.30;1011.90;1015.20;-;-;-;-;-;-;-;-
MOB;202305291440;22.80;0.00;-;-;42.40;9.40;329.00;9.00;20.90;917.70;-;1014.70;1502.90;-;-;-;-;-;-;-
MVE;202305291440;19.90;0.00;10.00;756.00;42.10;6.70;239.00;15.10;29.20;856.80;-;1017.10;1493.00;-;-;-;-;-;-;-
GEN;202305291440;13.00;0.00;0.00;287.00;77.30;9.10;294.00;3.20;9.70;841.10;-;1020.30;1512.60;-;-;-;-;-;-;-
MRP;202305291440;6.20;-;10.00;816.00;45.90;-4.60;149.00;5.80;7.60;718.90;-;1023.50;-;3105.20;-;-;-;-;-;-
MOA;202305291440;24.80;0.00;10.00;674.00;33.10;7.50;27.00;21.60;39.20;962.80;1013.60;1016.30;-;-;-;-;-;-;-;-
MTE;202305291440;17.80;0.00;0.00;246.00;34.70;2.00;4.00;7.90;18.40;841.10;-;1017.80;1490.70;-;-;-;-;-;-;-
MOE;202305291440;25.40;0.00;10.00;702.00;30.60;6.90;86.00;15.50;27.70;975.40;1014.10;1016.10;-;-;-;-;-;-;-;-
MUB;202305291440;24.30;0.00;10.00;721.00;34.90;7.80;37.00;11.90;30.20;958.90;1012.70;1015.50;-;-;-;-;-;-;-;-
NAS;202305291440;9.70;-;10.00;775.00;47.60;-0.90;15.00;22.30;31.70;765.00;-;1022.00;-;3113.00;-;-;-;-;-;-
NAP;202305291440;18.00;0.00;10.00;708.00;49.70;7.30;7.00;15.50;37.80;861.00;-;1019.60;1515.40;-;-;-;-;-;-;-
NEU;202305291440;25.00;0.00;10.00;704.00;27.20;4.80;75.00;27.00;40.30;958.30;1012.40;1015.40;-;-;-;-;-;-;-;-
CGI;202305291440;24.80;0.00;10.00;700.00;33.10;7.50;39.00;25.20;39.20;960.20;1011.50;1014.20;-;-;-;-;-;-;-;-
OBR;202305291440;25.00;0.00;-;-;35.40;8.70;353.00;21.20;38.90;967.50;1013.50;1015.90;-;-;-;-;-;-;-;-
AEG;202305291440;-;-;-;-;-;-;15.00;12.20;29.90;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291440;22.10;0.00;10.00;675.00;38.30;7.20;31.00;32.40;48.60;919.80;-;1015.70;1510.10;-;-;-;-;-;-;-
BEH;202305291440;10.30;0.00;6.00;458.00;64.80;4.00;176.00;6.10;10.10;776.70;-;1022.20;1502.80;-;-;-;-;-;-;-
PAY;202305291440;24.50;0.00;10.00;694.00;33.70;7.50;48.00;22.70;36.70;957.40;1012.20;1015.00;-;-;-;-;-;-;-;-
PIL;202305291440;11.10;0.00;6.00;625.00;64.00;4.60;28.00;30.20;41.00;791.90;-;1022.00;1508.10;-;-;-;-;-;-;-
PIO;202305291440;20.50;0.00;7.00;575.00;49.10;9.50;86.00;16.90;26.60;902.60;-;1016.40;1506.90;-;-;-;-;-;-;-
COV;202305291440;0.00;0.20;0.00;82.00;94.60;-0.80;22.00;10.40;22.70;683.30;-;1025.40;-;3108.40;-;-;-;-;-;-
PMA;202305291440;4.70;0.00;0.00;124.00;73.10;0.30;325.00;17.60;29.90;738.80;-;1023.30;-;3107.50;-;-;-;-;-;-
PLF;202305291440;19.60;0.00;10.00;730.00;43.00;6.70;26.00;24.50;39.60;897.70;-;1017.40;1511.80;-;-;-;-;-;-;-
ROB;202305291440;17.80;0.00;1.00;332.00;56.40;9.00;218.00;2.50;6.10;894.00;-;1017.60;1509.40;-;-;-;-;-;-;-
PUY;202305291440;25.50;0.00;10.00;692.00;33.90;8.50;27.00;14.00;34.60;960.20;1011.10;1013.90;-;-;-;-;-;-;-;-
QUI;202305291440;-;-;-;-;-;-;96.00;1.80;3.20;965.50;-;1015.10;-;-;-;-;-;-;-;-
ROE;202305291440;13.10;0.00;10.00;772.00;57.80;5.00;157.00;9.40;14.00;811.40;-;1020.70;1503.40;-;-;-;-;-;-;-
RUE;202305291440;23.10;0.00;10.00;707.00;32.10;5.60;45.00;22.30;36.40;945.60;-;1017.30;1533.10;-;-;-;-;-;-;-
SBE;202305291440;11.60;0.00;0.00;111.00;70.90;6.50;128.00;2.50;6.80;837.20;-;1020.40;1512.80;-;-;-;-;-;-;-
HAI;202305291440;23.10;0.00;10.00;676.00;30.30;4.70;55.00;23.40;35.30;934.50;-;1018.30;1538.80;-;-;-;-;-;-;-
SAM;202305291440;14.90;0.00;4.00;491.00;52.70;5.30;204.00;22.00;30.20;828.90;-;1019.00;1496.50;-;-;-;-;-;-;-
SAG;202305291440;22.00;0.00;-;-;38.30;7.20;58.00;13.00;25.90;925.50;-;1017.30;1524.40;-;-;-;-;-;-;-
SHA;202305291440;25.20;0.00;10.00;690.00;27.30;5.00;52.00;22.00;41.80;965.20;1014.50;1017.10;-;-;-;-;-;-;-;-
SRS;202305291440;23.70;0.00;-;-;41.00;9.70;255.00;15.80;25.90;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291440;-;-;-;-;-;-;74.00;17.60;37.40;967.70;-;1015.90;-;-;-;-;-;-;-;-
SPF;202305291440;22.70;0.00;10.00;705.00;37.00;7.30;23.00;25.60;39.60;930.40;-;1017.00;1525.80;-;-;-;-;-;-;-
SCU;202305291440;19.80;0.00;1.00;298.00;31.50;2.40;3.00;5.80;15.80;869.40;-;1017.20;1499.50;-;-;-;-;-;-;-
SIA;202305291440;12.70;0.00;1.00;340.00;63.00;5.80;254.00;20.90;35.60;820.00;-;1019.90;1501.80;-;-;-;-;-;-;-
SIM;202305291440;17.00;0.00;9.00;678.00;50.80;6.70;137.00;11.90;23.40;853.10;-;1018.70;1504.10;-;-;-;-;-;-;-
SIO;202305291440;26.90;0.00;10.00;722.00;35.70;10.50;247.00;27.40;42.50;955.30;1008.60;1011.90;-;-;-;-;-;-;-;-
PRE;202305291440;-;-;-;-;-;-;20.00;28.40;41.00;-;-;-;-;-;-;-;-;-;-;-
STC;202305291440;-;-;10.00;804.00;-;-;-;-;-;-;-;-;-;-;90.00;27.00;38.20;22.00;28.50;2.90
STG;202305291440;21.40;0.00;10.00;659.00;38.10;6.50;7.00;20.90;33.10;927.80;-;1018.10;1530.10;-;-;-;-;-;-;-
SMM;202305291440;19.30;0.00;10.00;751.00;41.20;5.80;25.00;6.50;10.40;861.30;-;1017.80;1500.60;-;-;-;-;-;-;-
SBO;202305291440;24.10;0.00;10.00;620.00;50.20;13.10;186.00;5.40;9.70;973.50;1013.40;1015.20;-;-;-;-;-;-;-;-
STK;202305291440;-;-;-;-;-;-;40.00;29.90;36.40;969.60;-;1016.70;-;-;-;-;-;-;-;-
SAE;202305291440;4.70;0.00;2.00;448.00;88.50;3.00;39.00;18.00;27.70;755.70;-;1023.90;-;3114.80;-;-;-;-;-;-
THU;202305291440;24.50;0.00;10.00;711.00;38.80;9.60;45.00;13.30;24.80;948.50;1011.90;1015.30;-;-;-;-;-;-;-;-
TIT;202305291440;2.00;-;10.00;622.00;80.30;-1.00;133.00;5.40;11.20;701.30;-;1025.30;-;3112.80;-;-;-;-;-;-
UEB;202305291440;-;-;10.00;691.00;-;-;-;-;-;-;-;-;-;-;50.00;44.30;63.00;18.40;35.70;3.00
ULR;202305291440;20.10;0.00;7.00;572.00;38.50;5.50;39.00;9.40;15.50;865.30;-;1017.60;1501.00;-;-;-;-;-;-;-
VAD;202305291440;25.10;0.00;10.00;707.00;33.40;7.90;343.00;18.70;34.90;961.80;1013.10;1015.80;-;-;-;-;-;-;-;-
VAB;202305291440;14.30;0.00;0.00;210.00;56.30;5.70;332.00;25.20;39.60;843.90;-;1019.70;1508.30;-;-;-;-;-;-;-
VLS;202305291440;20.20;0.00;10.00;727.00;37.60;5.30;13.00;5.40;15.50;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291440;26.40;0.00;10.00;697.00;32.80;8.80;360.00;7.20;21.20;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291440;17.80;0.00;4.00;541.00;62.70;10.60;229.00;13.30;20.50;893.40;-;1018.20;1514.10;-;-;-;-;-;-;-
VIT;202305291440;21.80;0.00;-;-;39.80;7.50;43.00;27.00;41.00;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291440;27.10;0.00;10.00;761.00;28.50;7.30;106.00;21.20;31.70;937.90;-;1012.50;1503.60;-;-;-;-;-;-;-
WFJ;202305291440;5.30;0.00;10.00;864.00;82.90;2.60;351.00;28.80;38.90;738.40;-;1023.30;-;3108.40;-;-;-;-;-;-
WYN;202305291440;25.40;0.00;10.00;703.00;28.50;5.80;61.00;24.80;36.00;965.90;1013.30;1015.90;-;-;-;-;-;-;-;-
WAE;202305291440;24.50;0.00;10.00;693.00;36.10;8.50;33.00;23.40;34.90;959.00;1013.40;1016.30;-;-;-;-;-;-;-;-
PSI;202305291440;26.70;0.00;10.00;686.00;26.20;5.70;-;-;-;976.70;1014.40;1016.50;-;-;38.00;18.40;33.10;24.60;26.90;-
ZER;202305291440;17.30;0.00;2.00;395.00;31.70;0.30;50.00;9.40;15.50;835.10;-;1017.90;1488.30;-;-;-;-;-;-;-
REH;202305291440;24.70;0.00;10.00;694.00;27.20;4.60;50.00;14.80;28.40;964.10;1014.00;1016.60;-;-;-;-;-;-;-;-
SMA;202305291440;24.10;0.00;10.00;688.00;33.00;6.80;41.00;13.30;38.90;951.50;1013.60;1016.90;-;-;-;-;-;21.10;32.60;4.00
KLO;202305291440;24.70;0.00;10.00;674.00;30.80;6.40;42.00;23.00;35.60;966.10;1014.10;1016.60;-;-;-;-;-;-;-;-
PFA;202305291440;23.80;0.00;10.00;667.00;35.60;7.70;45.00;21.60;37.40;953.60;1013.70;1016.80;-;-;-;-;-;-;-;-
