Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
CRM;202305291330;24.30;0.00;10.00;844.00;36.10;8.30;73.00;21.20;32.40;964.80;1013.20;1015.60;-;-;-;-;-;-;-;-
DAV;202305291330;17.60;0.00;9.00;799.00;42.80;4.80;11.00;16.60;26.30;840.70;-;1019.10;1501.40;-;-;-;-;-;-;-
DEM;202305291330;25.00;0.00;10.00;810.00;32.90;7.60;66.00;15.80;28.10;964.70;1014.00;1016.60;-;-;-;-;-;-;-;-
DIS;202305291330;20.70;0.00;8.00;736.00;32.30;3.60;86.00;6.80;16.60;881.20;-;1017.60;1509.20;-;-;-;-;-;-;-
EBK;202305291330;23.00;0.00;10.00;800.00;37.70;7.80;46.00;11.90;25.20;944.40;-;1017.40;1533.20;-;-;-;-;-;-;-
EGH;202305291330;5.80;-;2.00;602.00;61.60;-1.00;183.00;6.10;20.50;718.90;-;1024.20;-;3111.00;-;-;-;-;-;-
EGO;202305291330;23.60;0.00;10.00;823.00;35.60;7.50;65.00;25.20;37.40;955.20;1013.70;1016.60;-;-;-;-;-;-;-;-
EIN;202305291330;20.00;0.00;10.00;833.00;47.90;8.60;20.00;20.90;28.80;913.00;-;1018.20;1524.20;-;-;-;-;-;-;-
ELM;202305291330;21.60;0.00;7.00;757.00;43.50;8.70;345.00;11.50;18.70;906.90;-;1017.20;1517.30;-;-;-;-;-;-;-
ENG;202305291330;20.30;0.00;10.00;1019.00;46.20;8.40;260.00;15.80;28.80;899.30;-;1018.30;1521.40;-;-;-;-;-;-;-
EVI;202305291330;24.50;0.00;10.00;878.00;45.00;11.80;327.00;21.20;33.10;957.50;1011.40;1014.20;-;-;-;-;-;-;-;-
EVO;202305291330;16.50;0.00;10.00;1051.00;52.50;6.80;264.00;9.00;18.40;817.40;-;1019.70;1494.30;-;-;-;-;-;-;-
FAH;202305291330;22.50;0.00;10.00;900.00;41.70;8.90;57.00;14.80;29.50;947.80;1014.70;1017.80;-;-;-;-;-;-;-;-
FLU;202305291330;20.10;0.00;-;-;45.60;8.00;11.00;20.50;35.30;-;-;-;-;-;-;-;-;-;-;-
GRA;202305291330;23.00;0.00;10.00;842.00;39.10;8.30;51.00;26.30;48.20;939.90;-;1015.90;1519.80;-;-;-;-;-;-;-
FRU;202305291330;23.10;0.00;10.00;861.00;42.20;9.60;55.00;19.80;33.50;-;-;-;-;-;-;-;-;-;-;-
GVE;202305291330;25.00;0.00;10.00;834.00;33.70;7.90;39.00;23.80;37.40;965.90;1012.10;1014.50;-;-;-;-;-;-;-;-
GES;202305291330;22.90;0.00;-;-;45.90;10.60;180.00;12.20;18.40;-;-;-;-;-;-;-;-;-;-;-
GIH;202305291330;24.60;0.00;10.00;808.00;43.90;11.50;53.00;10.80;23.40;960.60;1013.40;1016.20;-;-;-;-;-;-;-;-
GLA;202305291330;25.60;0.00;10.00;845.00;36.00;9.40;331.00;21.60;36.00;954.90;1012.40;1015.70;-;-;-;-;-;-;-;-
GOR;202305291330;3.30;-;2.00;617.00;57.80;-4.20;107.00;9.40;28.80;697.90;-;1024.80;-;3107.00;-;-;-;-;-;-
GRE;202305291330;24.60;0.00;10.00;839.00;35.70;8.40;80.00;25.20;38.50;965.30;1013.50;1015.90;-;-;-;-;-;-;-;-
GRH;202305291330;11.10;0.00;6.00;748.00;68.20;5.50;359.00;14.00;22.70;805.70;-;1021.70;1512.00;-;-;-;-;-;-;-
GRO;202305291330;23.60;0.00;5.00;637.00;55.10;14.10;160.00;8.30;13.30;976.80;1013.60;1015.20;-;-;-;-;-;-;-;-
GRC;202305291330;17.90;0.00;8.00;760.00;33.20;1.50;-;-;-;839.00;-;1018.40;1494.20;-;-;-;-;-;-;-
GOS;202305291330;20.50;0.00;-;-;47.50;9.00;355.00;14.00;28.10;907.60;-;1017.10;1514.30;-;-;-;-;-;-;-
GOE;202305291330;24.70;0.00;10.00;835.00;30.30;6.10;51.00;17.60;31.70;971.20;1014.20;1016.40;-;-;-;-;-;-;-;-
GUE;202305291330;8.40;0.00;0.00;340.00;82.20;5.50;336.00;15.10;22.30;774.30;-;1022.40;1508.90;-;-;-;-;-;-;-
GUT;202305291330;24.30;0.00;10.00;813.00;32.80;6.90;45.00;20.90;31.70;965.10;1014.70;1017.10;-;-;-;-;-;-;-;-
HLL;202305291330;24.40;0.00;10.00;838.00;30.10;5.80;47.00;23.00;36.70;967.60;1014.90;1017.20;-;-;-;-;-;-;-;-
HOE;202305291330;18.30;0.00;10.00;851.00;49.50;7.60;57.00;14.00;35.60;889.90;-;1019.60;1525.70;-;-;-;-;-;-;-
ILZ;202305291330;24.90;0.00;10.00;833.00;31.40;6.80;-;-;-;934.00;-;1015.30;1518.90;-;-;-;-;-;-;-
INT;202305291330;24.00;0.00;10.00;828.00;38.70;9.10;47.00;14.40;20.20;947.70;1012.00;1015.40;-;-;-;-;-;-;-;-
JUN;202305291330;-1.10;-;10.00;986.00;82.50;-3.70;157.00;11.20;13.30;660.60;-;1026.70;-;3110.80;-;-;-;-;-;-
KOP;202305291330;24.90;0.00;10.00;847.00;30.90;6.60;47.00;27.70;40.30;959.40;1013.70;1016.60;-;-;-;-;-;-;-;-
BRL;202305291330;20.40;0.00;10.00;867.00;46.00;8.40;63.00;21.20;34.90;897.70;-;1018.20;1520.20;-;-;-;-;-;-;-
CDF;202305291330;19.60;0.00;10.00;860.00;41.10;6.00;39.00;21.60;36.00;901.20;-;1018.20;1519.60;-;-;-;-;-;-;-
DOL;202305291330;15.30;0.00;10.00;900.00;37.00;0.70;77.00;22.70;35.30;833.40;-;1019.60;1503.30;-;-;-;-;-;-;-
LAC;202305291330;24.40;0.00;-;-;41.30;10.40;-;-;-;-;-;-;-;-;-;-;-;-;-;-
LAG;202305291330;22.30;0.00;10.00;834.00;39.70;7.90;113.00;18.70;33.50;930.70;-;1017.30;1526.80;-;-;-;-;-;-;-
MLS;202305291330;12.90;0.00;10.00;881.00;63.30;6.10;11.00;19.80;35.60;803.70;-;1021.00;1502.10;-;-;-;-;-;-;-
LEI;202305291330;24.90;0.00;10.00;826.00;35.10;8.40;49.00;18.40;32.00;976.20;1014.90;1016.80;-;-;-;-;-;-;-;-
ATT;202305291330;5.40;-;0.00;242.00;79.50;2.10;57.00;4.30;6.10;732.70;-;1023.30;-;3107.20;-;-;-;-;-;-
CHB;202305291330;19.20;0.00;-;-;35.00;3.40;46.00;31.00;44.30;897.90;-;1017.80;1515.00;-;-;-;-;-;-;-
DIA;202305291330;3.70;-;10.00;804.00;86.50;1.70;19.00;4.00;9.00;712.40;-;1024.20;-;3107.50;-;-;-;-;-;-
MAR;202305291330;21.40;0.00;-;-;52.70;11.30;82.00;7.90;18.40;-;-;-;-;-;-;-;-;-;-;-
OTL;202305291330;23.40;0.00;10.00;830.00;52.90;13.30;257.00;7.20;14.00;971.50;1013.90;1015.70;-;-;-;-;-;-;-;-
LUG;202305291330;23.10;0.00;10.00;805.00;52.90;13.00;188.00;10.40;17.30;980.10;1014.40;1015.80;-;-;-;-;-;-;-;-
LUZ;202305291330;25.10;0.00;10.00;815.00;38.90;10.10;16.00;15.10;23.80;962.60;1013.60;1016.30;-;-;-;-;-;-;-;-
LAE;202305291330;19.40;-;10.00;841.00;37.60;4.60;18.00;24.10;39.60;920.40;-;1018.30;1525.30;-;-;-;-;-;-;-
MAG;202305291330;24.70;0.00;10.00;817.00;57.80;15.80;247.00;11.90;20.90;990.60;1013.90;1015.00;-;-;-;-;-;-;-;-
MAS;202305291330;22.60;0.00;-;-;38.50;7.80;18.00;25.90;38.20;-;-;-;-;-;-;-;-;-;-;-
MAH;202305291330;24.90;0.00;10.00;878.00;34.40;8.10;42.00;29.50;44.60;963.90;1012.80;1015.30;-;-;-;-;-;-;-;-
MTR;202305291330;8.90;-;0.00;201.00;82.00;6.00;97.00;3.60;9.70;783.60;-;1022.30;1510.80;-;-;-;-;-;-;-
MER;202305291330;23.90;0.00;10.00;918.00;39.60;9.30;318.00;29.50;48.60;946.60;1012.10;1015.60;-;-;-;-;-;-;-;-
MOB;202305291330;21.40;0.00;-;-;44.80;8.90;321.00;13.00;21.60;918.10;-;1015.20;1503.20;-;-;-;-;-;-;-
MVE;202305291330;19.50;0.00;10.00;940.00;38.20;4.90;243.00;9.70;19.10;857.10;-;1017.50;1495.90;-;-;-;-;-;-;-
GEN;202305291330;12.40;0.00;0.00;351.00;83.40;9.70;158.00;4.30;13.00;841.50;-;1020.70;1516.80;-;-;-;-;-;-;-
MRP;202305291330;6.50;-;10.00;1344.00;48.20;-3.70;163.00;8.60;12.60;719.10;-;1023.70;-;3107.70;-;-;-;-;-;-
MOA;202305291330;24.90;0.00;10.00;836.00;36.40;9.00;32.00;15.80;31.30;963.10;1013.90;1016.60;-;-;-;-;-;-;-;-
MTE;202305291330;17.40;0.00;5.00;451.00;40.20;3.70;359.00;5.80;11.50;841.40;-;1018.10;1493.80;-;-;-;-;-;-;-
MOE;202305291330;24.80;0.00;10.00;818.00;34.10;7.90;100.00;18.40;32.80;976.00;1014.90;1016.70;-;-;-;-;-;-;-;-
MUB;202305291330;23.90;0.00;10.00;868.00;38.00;8.70;56.00;17.60;45.40;959.10;1013.00;1015.70;-;-;-;-;-;-;-;-
NAS;202305291330;9.40;-;1.00;388.00;49.80;-0.50;4.00;19.40;28.40;765.10;-;1022.10;-;3113.30;-;-;-;-;-;-
NAP;202305291330;17.30;0.00;10.00;855.00;53.10;7.70;346.00;13.70;32.00;861.20;-;1019.90;1517.10;-;-;-;-;-;-;-
NEU;202305291330;25.30;0.00;10.00;854.00;25.00;3.90;72.00;25.20;44.30;958.70;1012.80;1015.80;-;-;-;-;-;-;-;-
CGI;202305291330;24.60;0.00;10.00;853.00;32.30;7.00;45.00;31.30;45.00;960.50;1011.90;1014.60;-;-;-;-;-;-;-;-
OBR;202305291330;25.10;0.00;-;-;35.40;8.70;355.00;20.90;36.40;967.70;1013.70;1016.10;-;-;-;-;-;-;-;-
AEG;202305291330;-;-;-;-;-;-;4.00;10.40;24.10;-;-;-;-;-;-;-;-;-;-;-
ORO;202305291330;22.10;0.00;10.00;820.00;40.60;8.10;26.00;31.00;42.10;920.30;-;1016.30;1514.70;-;-;-;-;-;-;-
BEH;202305291330;9.90;0.00;10.00;934.00;61.70;2.90;151.00;18.40;25.20;776.90;-;1022.40;1506.10;-;-;-;-;-;-;-
PAY;202305291330;24.50;0.00;10.00;842.00;36.50;8.70;46.00;19.40;35.60;957.90;1012.70;1015.60;-;-;-;-;-;-;-;-
PIL;202305291330;8.60;0.00;5.00;584.00;75.90;4.60;28.00;25.90;38.90;792.10;-;1022.30;1515.60;-;-;-;-;-;-;-
PIO;202305291330;19.10;0.00;2.00;428.00;58.20;10.70;93.00;16.20;24.80;903.20;-;1017.10;1510.00;-;-;-;-;-;-;-
COV;202305291330;0.60;0.00;2.00;695.00;78.10;-2.80;325.00;6.10;13.00;683.30;-;1025.40;-;3107.90;-;-;-;-;-;-
PMA;202305291330;4.90;0.00;0.00;234.00;76.00;1.00;311.00;7.60;14.00;738.80;-;1023.30;-;3107.80;-;-;-;-;-;-
PLF;202305291330;19.30;0.00;10.00;865.00;46.70;7.60;42.00;16.90;32.80;898.10;-;1017.80;1515.10;-;-;-;-;-;-;-
ROB;202305291330;18.30;0.00;7.00;773.00;60.00;10.40;216.00;10.10;19.40;894.50;-;1018.10;1514.90;-;-;-;-;-;-;-
PUY;202305291330;25.00;0.00;10.00;825.00;36.20;9.00;44.00;13.30;36.70;960.70;1011.70;1014.40;-;-;-;-;-;-;-;-
QUI;202305291330;-;-;-;-;-;-;163.00;1.40;3.20;965.80;-;1015.40;-;-;-;-;-;-;-;-
ROE;202305291330;12.10;0.00;10.00;952.00;62.70;5.20;154.00;10.80;15.50;811.80;-;1021.20;1509.00;-;-;-;-;-;-;-
RUE;202305291330;23.20;0.00;10.00;844.00;36.50;7.50;59.00;15.80;35.30;946.00;-;1017.70;1537.00;-;-;-;-;-;-;-
SBE;202305291330;13.90;0.00;6.00;808.00;60.80;6.50;201.00;8.30;20.20;837.30;-;1020.50;1512.80;-;-;-;-;-;-;-
HAI;202305291330;23.30;0.00;10.00;835.00;31.30;5.40;57.00;23.40;34.90;934.80;-;1018.70;1542.20;-;-;-;-;-;-;-
SAM;202305291330;15.00;0.00;5.00;599.00;53.50;5.60;218.00;19.80;27.40;829.00;-;1019.20;1497.40;-;-;-;-;-;-;-
SAG;202305291330;22.10;0.00;-;-;41.90;8.60;54.00;11.90;23.80;925.70;-;1017.50;1526.50;-;-;-;-;-;-;-
SHA;202305291330;25.50;0.00;10.00;814.00;32.00;7.60;44.00;20.50;35.30;965.50;1014.70;1017.40;-;-;-;-;-;-;-;-
SRS;202305291330;23.60;0.00;-;-;42.20;10.00;273.00;19.80;35.30;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291330;-;-;-;-;-;-;69.00;19.40;29.50;967.90;-;1016.10;-;-;-;-;-;-;-;-
SPF;202305291330;22.30;0.00;10.00;856.00;38.50;7.50;44.00;22.70;39.60;930.80;-;1017.50;1528.40;-;-;-;-;-;-;-
SCU;202305291330;20.20;0.00;3.00;581.00;32.80;3.30;98.00;8.60;13.00;869.60;-;1017.40;1501.80;-;-;-;-;-;-;-
SIA;202305291330;14.50;0.00;10.00;1044.00;66.10;8.30;250.00;22.30;32.80;820.30;-;1020.30;1502.90;-;-;-;-;-;-;-
SIM;202305291330;16.50;0.00;10.00;952.00;59.40;8.60;130.00;14.80;21.60;853.60;-;1019.30;1509.10;-;-;-;-;-;-;-
SIO;202305291330;27.10;0.00;9.00;781.00;36.00;10.80;251.00;31.30;40.70;955.90;1009.20;1012.60;-;-;-;-;-;-;-;-
PRE;202305291330;-;-;-;-;-;-;27.00;28.10;43.20;-;-;-;-;-;-;-;-;-;-;-
STC;202305291330;-;-;10.00;939.00;-;-;-;-;-;-;-;-;-;-;90.00;32.00;40.00;21.60;23.40;-0.20
STG;202305291330;21.90;0.00;10.00;813.00;40.70;8.00;9.00;18.40;35.30;928.00;-;1018.30;1533.30;-;-;-;-;-;-;-
SMM;202305291330;17.70;0.00;0.00;317.00;48.80;6.80;40.00;9.70;15.80;861.60;-;1018.10;1502.90;-;-;-;-;-;-;-
SBO;202305291330;23.80;0.00;9.00;701.00;53.80;13.90;0.00;2.20;5.40;974.20;1014.20;1016.00;-;-;-;-;-;-;-;-
STK;202305291330;-;-;-;-;-;-;57.00;23.80;29.50;970.00;-;1017.10;-;-;-;-;-;-;-;-
SAE;202305291330;4.40;0.00;0.00;337.00;92.80;3.30;38.00;17.30;30.20;755.70;-;1023.90;-;3114.10;-;-;-;-;-;-
THU;202305291330;24.20;0.00;9.00;749.00;39.80;9.70;40.00;10.80;23.00;949.00;1012.50;1015.90;-;-;-;-;-;-;-;-
TIT;202305291330;2.00;-;2.00;653.00;84.70;-0.30;138.00;8.60;18.00;701.40;-;1025.50;-;3114.00;-;-;-;-;-;-
UEB;202305291330;-;-;10.00;830.00;-;-;-;-;-;-;-;-;-;-;63.00;32.00;49.30;18.20;36.90;3.20
ULR;202305291330;20.20;0.00;10.00;938.00;36.20;4.70;117.00;8.60;16.60;865.60;-;1017.90;1504.10;-;-;-;-;-;-;-
VAD;202305291330;25.10;0.00;10.00;822.00;37.30;9.50;352.00;17.30;36.40;961.90;1013.20;1015.90;-;-;-;-;-;-;-;-
VAB;202305291330;15.30;0.00;10.00;951.00;53.40;5.90;343.00;26.30;41.80;843.90;-;1019.70;1508.10;-;-;-;-;-;-;-
VLS;202305291330;20.50;0.00;8.00;863.00;37.60;5.60;28.00;6.80;21.60;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291330;23.40;0.00;10.00;802.00;50.60;12.60;143.00;7.90;16.90;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291330;18.10;0.00;5.00;684.00;61.20;10.50;243.00;9.70;17.30;893.70;-;1018.50;1517.40;-;-;-;-;-;-;-
VIT;202305291330;21.80;0.00;-;-;39.80;7.50;40.00;27.70;40.70;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291330;27.20;0.00;10.00;907.00;26.80;6.50;98.00;19.80;31.00;938.30;-;1012.90;1507.60;-;-;-;-;-;-;-
WFJ;202305291330;5.30;0.00;7.00;897.00;76.60;1.50;350.00;26.30;37.80;738.60;-;1023.60;-;3110.60;-;-;-;-;-;-
WYN;202305291330;25.20;0.00;10.00;831.00;34.20;8.30;53.00;22.70;32.40;966.30;1013.80;1016.30;-;-;-;-;-;-;-;-
WAE;202305291330;24.50;0.00;10.00;825.00;39.10;9.70;54.00;16.90;25.90;959.30;1013.80;1016.60;-;-;-;-;-;-;-;-
PSI;202305291330;26.50;0.00;10.00;829.00;28.30;6.70;-;-;-;977.10;1014.80;1016.90;-;-;57.00;20.90;32.00;24.20;29.60;-
ZER;202305291330;18.00;0.00;10.00;1052.00;31.80;1.00;53.00;9.40;18.40;835.40;-;1018.20;1491.00;-;-;-;-;-;-;-
REH;202305291330;24.70;0.00;10.00;844.00;29.90;5.90;35.00;12.20;21.20;964.50;1014.40;1017.00;-;-;-;-;-;-;-;-
SMA;202305291330;23.80;0.00;10.00;833.00;33.70;6.90;74.00;16.90;36.70;951.70;1013.90;1017.10;-;-;-;-;-;21.10;34.90;5.00
KLO;202305291330;24.50;0.00;10.00;839.00;33.20;7.30;44.00;24.10;37.10;966.50;1014.60;1017.00;-;-;-;-;-;-;-;-
PFA;202305291330;23.60;0.00;10.00;835.00;36.50;7.90;68.00;20.90;32.80;953.90;1014.10;1017.10;-;-;-;-;-;-;-;-
