Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
PIO;202305291220;19.00;0.00;6.00;849.00;58.70;10.70;97.00;20.50;28.80;903.50;-;1017.40;1512.60;-;-;-;-;-;-;-
COV;202305291220;0.90;0.00;0.00;755.00;80.50;-2.10;41.00;7.90;11.50;683.20;-;1025.30;-;3106.50;-;-;-;-;-;-
PMA;202305291220;4.70;0.00;0.00;350.00;76.30;0.90;302.00;11.50;18.00;738.60;-;1023.10;-;3105.30;-;-;-;-;-;-
PLF;202305291220;18.80;0.00;10.00;952.00;44.00;6.30;26.00;25.20;37.40;898.20;-;1017.90;1515.10;-;-;-;-;-;-;-
ROB;202305291220;16.40;0.00;0.00;299.00;68.20;10.50;230.00;6.50;9.00;894.90;-;1018.60;1515.70;-;-;-;-;-;-;-
PUY;202305291220;23.90;0.00;10.00;896.00;42.00;10.20;64.00;7.20;20.50;961.20;1012.50;1015.00;-;-;-;-;-;-;-;-
QUI;202305291220;-;-;-;-;-;-;140.00;1.40;2.90;966.30;-;1015.90;-;-;-;-;-;-;-;-
ROE;202305291220;11.90;0.00;9.00;994.00;66.70;5.90;161.00;8.30;14.40;811.90;-;1021.30;1510.30;-;-;-;-;-;-;-
RUE;202305291220;22.50;0.00;10.00;924.00;36.80;7.00;44.00;14.80;24.80;946.00;-;1017.70;1534.70;-;-;-;-;-;-;-
SBE;202305291220;14.40;0.00;4.00;750.00;54.50;5.40;136.00;11.20;21.20;837.10;-;1020.30;1510.50;-;-;-;-;-;-;-
HAI;202305291220;22.90;0.00;10.00;925.00;35.20;6.70;52.00;18.00;31.30;934.70;-;1018.60;1540.10;-;-;-;-;-;-;-
SAM;202305291220;15.50;0.00;3.00;685.00;61.30;8.10;203.00;15.10;25.20;829.00;-;1019.20;1497.00;-;-;-;-;-;-;-
SAG;202305291220;21.40;0.00;-;-;47.20;9.70;51.00;13.70;24.50;925.70;-;1017.50;1524.70;-;-;-;-;-;-;-
SHA;202305291220;24.60;0.00;10.00;901.00;31.00;6.40;57.00;20.20;40.00;965.50;1014.90;1017.40;-;-;-;-;-;-;-;-
SRS;202305291220;23.10;0.00;-;-;45.40;10.70;267.00;16.90;27.40;-;-;-;-;-;-;-;-;-;-;-
SCM;202305291220;-;-;-;-;-;-;65.00;15.50;27.40;968.00;-;1016.20;-;-;-;-;-;-;-;-
SPF;202305291220;21.60;0.00;10.00;949.00;41.60;8.00;33.00;22.30;34.60;931.00;-;1017.70;1528.20;-;-;-;-;-;-;-
SCU;202305291220;21.40;0.00;10.00;1094.00;30.30;3.30;87.00;10.10;21.60;869.70;-;1017.50;1503.60;-;-;-;-;-;-;-
SIA;202305291220;12.70;0.00;1.00;670.00;64.20;6.10;244.00;24.50;34.90;820.20;-;1020.20;1503.90;-;-;-;-;-;-;-
SIM;202305291220;16.60;0.00;10.00;1137.00;60.60;9.00;126.00;19.10;26.30;853.80;-;1019.50;1511.10;-;-;-;-;-;-;-
SIO;202305291220;26.70;0.00;9.00;882.00;33.00;9.10;253.00;25.20;33.50;956.40;1009.80;1013.10;-;-;-;-;-;-;-;-
PRE;202305291220;-;-;-;-;-;-;19.00;24.10;40.30;-;-;-;-;-;-;-;-;-;-;-
STC;202305291220;-;-;10.00;1029.00;-;-;-;-;-;-;-;-;-;-;335.00;5.80;16.20;20.40;38.70;5.90
STG;202305291220;20.80;0.00;10.00;905.00;43.70;8.00;14.00;17.60;28.40;927.90;-;1018.20;1529.40;-;-;-;-;-;-;-
SMM;202305291220;17.90;0.00;3.00;663.00;51.00;7.60;47.00;5.00;13.30;861.80;-;1018.40;1505.00;-;-;-;-;-;-;-
SBO;202305291220;22.80;0.00;10.00;876.00;47.50;11.10;173.00;4.30;8.30;974.80;1014.90;1016.60;-;-;-;-;-;-;-;-
STK;202305291220;-;-;-;-;-;-;50.00;26.30;31.70;970.00;-;1017.10;-;-;-;-;-;-;-;-
SAE;202305291220;4.70;0.00;5.00;666.00;87.90;2.90;44.00;12.20;23.80;755.50;-;1023.70;-;3112.70;-;-;-;-;-;-
THU;202305291220;23.30;0.00;1.00;288.00;38.80;8.50;36.00;10.40;23.00;948.90;1012.60;1015.80;-;-;-;-;-;-;-;-
TIT;202305291220;1.80;-;10.00;948.00;75.10;-2.10;142.00;14.40;18.40;701.10;-;1025.10;-;3110.50;-;-;-;-;-;-
UEB;202305291220;-;-;10.00;944.00;-;-;-;-;-;-;-;-;-;-;68.00;33.80;46.40;17.40;41.30;4.10
ULR;202305291220;19.50;0.00;10.00;1078.00;32.10;2.40;93.00;10.10;27.00;865.70;-;1018.00;1504.70;-;-;-;-;-;-;-
VAD;202305291220;24.40;0.00;10.00;931.00;38.50;9.40;359.00;18.70;34.90;962.00;1013.40;1016.00;-;-;-;-;-;-;-;-
VAB;202305291220;14.80;0.00;10.00;1015.00;54.50;5.70;349.00;25.60;34.90;843.80;-;1019.50;1507.20;-;-;-;-;-;-;-
VLS;202305291220;18.80;0.00;0.00;307.00;40.40;5.10;28.00;5.80;13.30;-;-;-;-;-;-;-;-;-;-;-
VEV;202305291220;22.30;0.00;10.00;884.00;50.30;11.50;235.00;7.60;18.70;-;-;-;-;-;-;-;-;-;-;-
VIO;202305291220;17.50;0.00;5.00;805.00;60.80;9.90;220.00;9.70;16.20;893.70;-;1018.50;1516.50;-;-;-;-;-;-;-
VIT;202305291220;21.40;0.00;-;-;41.80;7.90;43.00;25.20;41.40;-;-;-;-;-;-;-;-;-;-;-
VIS;202305291220;26.60;0.00;10.00;999.00;23.80;4.30;104.00;22.70;33.80;938.70;-;1013.40;1509.40;-;-;-;-;-;-;-
WFJ;202305291220;5.20;0.00;10.00;1028.00;73.70;0.90;346.00;25.90;33.10;738.40;-;1023.30;-;3108.30;-;-;-;-;-;-
WYN;202305291220;25.40;0.00;10.00;942.00;37.50;9.90;62.00;18.70;28.10;966.50;1014.00;1016.50;-;-;-;-;-;-;-;-
WAE;202305291220;23.60;0.00;10.00;925.00;38.10;8.50;82.00;8.30;17.60;959.40;1014.00;1016.70;-;-;-;-;-;-;-;-
PSI;202305291220;26.00;0.00;10.00;918.00;28.30;6.20;-;-;-;977.20;1015.00;1017.00;-;-;48.00;16.60;27.40;23.90;29.00;-
ZER;202305291220;16.60;0.00;2.00;485.00;37.90;2.20;50.00;11.50;22.30;835.60;-;1018.50;1493.80;-;-;-;-;-;-;-
REH;202305291220;24.00;0.00;10.00;919.00;35.00;7.60;46.00;14.80;30.60;964.50;1014.60;1017.00;-;-;-;-;-;-;-;-
SMA;202305291220;23.40;0.00;10.00;917.00;35.30;7.20;58.00;16.20;37.40;951.80;1014.10;1017.20;-;-;-;-;-;20.50;38.50;5.90
KLO;202305291220;24.10;0.00;10.00;936.00;36.40;8.30;54.00;23.80;38.50;966.60;1014.80;1017.10;-;-;-;-;-;-;-;-
PFA;202305291220;23.00;0.00;10.00;914.00;39.40;8.50;34.00;22.00;34.60;953.90;1014.20;1017.10;-;-;-;-;-;-;-;-
